Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
K Orton,DEN,37,57,64.9,476,8.4,1,1,20,35.1,61,1,4,0,0,89.5
P Rivers,SD,29,53,54.7,455,8.6,2,2,22,41.5,49,4,26,0,0,80.3
E Manning,NYG,34,48,70.8,386,8.0,0,2,16,33.3,54,2,22,0,0,77.3
D Brees,NO,30,38,78.9,365,9.6,3,2,17,44.7,80,2,10,0,0,111.1
C Henne,MIA,26,44,59.1,363,8.3,2,1,20,45.5,40,2,11,0,0,91.4
P Manning,IND,27,43,62.8,325,7.6,3,0,15,34.9,48,0,0,0,0,109.2
A Rodgers,GB,34,45,75.6,316,7.0,1,1,16,35.6,28,0,0,0,0,92.5
M Vick,PHI,17,31,54.8,291,9.4,3,0,10,32.3,61,3,24,0,0,119.2
T Romo,DAL,23,30,76.7,284,9.5,2,0,13,43.3,63,0,0,0,0,127.6
J Flacco,BAL,22,31,71.0,262,8.5,3,0,16,51.6,34,0,0,0,0,128.7
M Sanchez,NYJ,15,28,53.6,256,9.1,3,0,11,39.3,67,0,0,0,0,120.5
B Gradkowski,OAK,17,34,50.0,255,7.5,1,1,12,35.3,70,3,24,1,0,72.5
T Brady,NE,21,27,77.8,252,9.3,3,0,12,44.4,35,1,7,0,0,142.6
M Cassel,KC,16,27,59.3,250,9.3,3,1,11,40.7,45,0,0,0,0,111.7
R Fitzpatrick,BUF,20,28,71.4,247,8.8,2,2,12,42.9,37,1,7,0,0,92.4
M Schaub,HOU,23,32,71.9,241,7.5,1,2,15,46.9,26,4,25,0,0,77.7
S Hill,DET,29,43,67.4,237,5.5,1,2,12,27.9,24,1,5,0,0,69.6
D McNabb,WSH,19,32,59.4,236,7.4,1,1,8,25.0,56,1,3,0,0,79.7
S Bradford,STL,23,37,62.2,235,6.4,1,1,15,40.5,30,1,3,0,0,78.1
A Smith,SF,23,42,54.8,232,5.5,1,1,9,21.4,41,5,24,1,0,68.8
M Ryan,ATL,19,30,63.3,228,7.6,2,0,12,40.0,34,2,13,0,0,108.8
J Cutler,CHI,16,27,59.3,221,8.2,1,1,11,40.7,35,3,22,0,0,82.5
M Hasselbeck,SEA,19,32,59.4,220,6.9,1,1,8,25.0,41,3,17,0,0,77.6
B Favre,MIN,23,34,67.6,201,5.9,1,2,11,32.4,24,2,16,0,0,68.4
C Palmer,CIN,19,37,51.4,195,5.3,1,2,12,32.4,27,1,10,0,0,53.3
J Clausen,CAR,16,33,48.5,188,5.7,0,1,9,27.3,44,1,8,0,0,53.6
C Batch,PIT,12,17,70.6,186,10.9,3,2,7,41.2,46,0,0,0,0,106.5
J Freeman,TB,20,31,64.5,184,5.9,0,1,9,29.0,46,3,16,0,0,67.1
S Wallace,CLE,18,24,75.0,141,5.9,1,0,9,37.5,20,2,10,0,0,103.0
D Anderson,ARZ,12,26,46.2,122,4.7,2,1,7,26.9,25,2,14,0,0,69.7
V Young,TEN,10,16,62.5,118,7.4,1,0,8,50.0,17,1,8,0,0,105.7
D Garrard,JAX,13,30,43.3,105,3.5,0,1,6,20.0,23,7,53,0,0,38.9
J Johnson,TB,6,6,100.0,67,11.2,0,0,3,50.0,22,1,7,0,0,113.2
R Brown,MIA,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
A Boldin,BAL,1,1,100.0,-6,-6.0,0,0,0,0.0,-6,0,0,0,0,79.2
