Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Schaub,HOU,35,54,64.8,325,6.0,2,1,20,37.0,23,4,32,1,0,85.8
R Grossman,WSH,25,43,58.1,322,7.5,4,2,18,41.9,47,5,36,1,1,93.4
J Kitna,DAL,25,37,67.6,305,8.2,2,0,16,43.2,33,2,5,0,0,110.8
D Garrard,JAX,24,38,63.2,294,7.7,2,1,14,36.8,39,1,5,0,0,93.5
E Manning,NYG,23,39,59.0,289,7.4,4,1,16,41.0,36,2,25,0,0,105.6
C Henne,MIA,33,45,73.3,276,6.1,1,1,17,37.8,23,3,15,0,0,86.9
P Rivers,SD,19,25,76.0,273,10.9,3,0,15,60.0,58,1,7,0,0,150.5
D Brees,NO,29,46,63.0,267,5.8,3,1,16,34.8,27,3,25,2,0,91.5
B Roethlisberger,PIT,23,44,52.3,264,6.0,1,0,14,31.8,29,3,32,2,0,78.2
D Stanton,DET,23,37,62.2,252,6.8,1,0,16,43.2,30,0,0,0,0,91.3
M Flynn,GB,24,37,64.9,251,6.8,3,1,13,35.1,66,5,25,1,1,100.2
J Freeman,TB,21,32,65.6,251,7.8,1,0,14,43.8,26,3,25,0,0,99.9
C McCoy,CLE,19,25,76.0,243,9.7,2,0,12,48.0,46,4,24,0,0,132.6
M Vick,PHI,21,35,60.0,242,6.9,3,1,8,22.9,65,3,21,0,0,97.6
J Campbell,OAK,15,26,57.7,238,9.2,1,2,8,30.8,73,0,0,0,0,69.1
K Collins,TEN,14,24,58.3,237,9.9,2,1,12,50.0,59,3,25,0,0,102.3
P Manning,IND,29,39,74.4,229,5.9,2,0,12,30.8,27,1,8,0,0,105.6
R Fitzpatrick,BUF,16,26,61.5,223,8.6,2,1,12,46.2,29,2,12,0,0,98.7
C Palmer,CIN,14,23,60.9,209,9.1,0,0,9,39.1,53,0,0,0,0,90.7
J Skelton,ARZ,17,33,51.5,196,5.9,0,1,7,21.2,41,3,21,1,1,57.1
J Cutler,CHI,14,24,58.3,194,8.1,3,1,9,37.5,67,1,5,0,0,106.6
M Cassel,KC,15,29,51.7,184,6.3,1,1,10,34.5,28,3,11,0,0,68.8
S Bradford,STL,21,43,48.8,181,4.2,0,2,10,23.3,25,3,26,1,0,40.9
M Ryan,ATL,20,35,57.1,174,5.0,3,1,12,34.3,24,1,6,0,0,87.1
J Flacco,BAL,10,20,50.0,172,8.6,2,0,6,30.0,42,3,24,0,0,112.9
M Sanchez,NYJ,19,29,65.5,170,5.9,0,0,8,27.6,38,1,0,0,0,81.1
A Smith,SF,19,29,65.5,165,5.7,0,1,6,20.7,36,6,34,0,0,66.0
T Brady,NE,15,24,62.5,163,6.8,2,0,9,37.5,35,3,27,1,0,110.2
J Clausen,CAR,13,19,68.4,141,7.4,1,0,6,31.6,29,2,15,0,0,107.6
T Tebow,DEN,8,16,50.0,138,8.6,1,0,5,31.3,33,2,9,0,0,100.5
J Webb,MIN,15,26,57.7,129,5.0,0,2,8,30.8,18,3,21,1,0,38.8
C Whitehurst,SEA,8,16,50.0,83,5.2,0,0,2,12.5,31,1,7,0,0,65.4
M Hasselbeck,SEA,10,17,58.8,71,4.2,0,2,3,17.6,17,1,4,1,1,28.9
B Favre,MIN,5,7,71.4,63,9.0,1,1,3,42.9,23,1,12,0,0,99.1
J Johnson,TB,1,1,100.0,1,1.0,0,0,0,0.0,1,0,0,0,0,79.2
S Logan,DET,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
