Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
C Palmer,CIN,25,36,69.4,371,10.3,2,0,16,44.4,78,4,25,1,1,121.4
P Manning,IND,33,46,71.7,352,7.7,2,1,23,50.0,42,1,4,0,0,99.2
K Orton,DEN,35,50,70.0,341,6.8,2,1,17,34.0,41,6,33,0,0,93.8
S Hill,DET,34,54,63.0,331,6.1,2,2,18,33.3,25,3,23,0,0,77.0
C Henne,MIA,28,38,73.7,305,8.0,2,3,14,36.8,28,2,12,0,0,81.6
S Bradford,STL,23,41,56.1,289,7.0,2,1,14,34.1,49,4,28,0,0,84.3
B Gradkowski,OAK,24,39,61.5,278,7.1,2,2,14,35.9,43,4,33,2,1,78.8
D Brees,NO,33,48,68.8,275,5.7,1,0,16,33.3,20,2,13,1,0,90.2
M Ryan,ATL,26,43,60.5,273,6.3,1,2,12,27.9,34,3,14,0,0,67.3
J Flacco,BAL,24,37,64.9,256,6.9,1,1,14,37.8,40,1,6,1,0,82.7
P Rivers,SD,15,20,75.0,241,12.1,2,0,11,55.0,33,1,10,0,0,148.1
K Kolb,PHI,22,35,62.9,201,5.7,1,1,13,37.1,18,1,7,1,0,76.0
E Manning,NYG,18,30,60.0,195,6.5,0,0,7,23.3,30,2,12,1,1,79.2
M Schaub,HOU,16,29,55.2,192,6.6,2,0,11,37.9,31,0,0,0,0,98.6
M Hasselbeck,SEA,20,36,55.6,191,5.3,0,1,9,25.0,36,4,26,1,1,58.9
A Smith,SF,21,32,65.6,188,5.9,1,2,10,31.3,19,1,7,0,0,65.6
S Wallace,CLE,18,30,60.0,184,6.1,1,1,10,33.3,24,1,5,0,0,74.9
A Rodgers,GB,12,17,70.6,181,10.6,3,2,9,52.9,48,2,12,0,0,105.3
V Young,TEN,17,28,60.7,173,6.2,1,0,8,28.6,25,2,6,0,0,90.3
D Garrard,JAX,17,22,77.3,163,7.4,2,0,9,40.9,22,0,0,0,0,127.7
M Sanchez,NYJ,14,24,58.3,161,6.7,2,0,11,45.8,41,0,0,0,0,106.4
T Brady,NE,19,24,79.2,153,6.4,1,0,9,37.5,17,3,7,0,0,107.1
J Clausen,CAR,11,21,52.4,146,7.0,1,0,7,33.3,55,3,13,0,0,90.6
C Batch,PIT,12,21,57.1,141,6.7,0,1,6,28.6,34,2,15,0,0,57.8
R Fitzpatrick,BUF,12,27,44.4,128,4.7,2,0,6,22.2,37,3,19,0,0,83.6
D McNabb,WSH,8,19,42.1,125,6.6,1,1,5,26.3,57,1,1,0,0,60.2
M Hall,ARZ,8,14,57.1,82,5.9,0,0,3,21.4,24,6,39,1,1,74.1
D Anderson,ARZ,7,14,50.0,64,4.6,0,2,4,28.6,16,3,20,0,0,23.2
M Vick,PHI,5,7,71.4,49,7.0,0,0,1,14.3,31,0,0,0,0,90.8
J Cutler,CHI,8,11,72.7,42,3.8,0,1,1,9.1,9,9,55,3,1,40.7
T Collins,CHI,4,11,36.4,36,3.3,0,1,1,9.1,19,0,0,0,0,8.1
C Hanie,CHI,3,4,75.0,36,9.0,0,0,1,25.0,26,1,8,0,0,102.1
M Robinson,SEA,1,1,100.0,28,28.0,0,0,1,100.0,28,0,0,0,0,118.8
T Thigpen,MIA,2,6,33.3,15,2.5,0,1,1,16.7,11,0,0,0,0,2.8
B Volek,SD,1,1,100.0,8,8.0,0,0,1,100.0,8,0,0,0,0,100.0
M Brunell,NYJ,1,1,100.0,7,7.0,0,0,1,100.0,7,0,0,0,0,95.8
B Smith,NYJ,1,1,100.0,3,3.0,1,0,1,100.0,3,0,0,0,0,118.8
