Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Cassel,KC,33,53,62.3,469,8.8,4,0,24,45.3,38,4,36,1,1,116.0
B Roethlisberger,PIT,30,49,61.2,387,7.9,3,1,22,44.9,33,5,38,0,0,97.9
E Manning,NYG,33,48,68.8,373,7.8,2,2,19,39.6,44,0,0,0,0,88.3
T Smith,SF,17,28,60.7,356,12.7,1,0,11,39.3,65,5,33,1,0,116.7
T Brady,NE,30,43,69.8,350,8.1,3,0,20,46.5,45,0,0,0,0,117.4
D Garrard,JAX,24,31,77.4,342,11.0,2,0,15,48.4,52,2,16,0,0,134.1
M Hasselbeck,SEA,22,34,64.7,333,9.8,1,0,13,38.2,63,1,6,0,0,106.6
M Vick,PHI,20,28,71.4,333,11.9,4,0,14,50.0,88,1,1,0,0,150.7
J Kitna,DAL,13,22,59.1,327,14.9,3,1,9,40.9,71,0,0,0,0,124.1
S Hill,DET,29,50,58.0,323,6.5,1,1,16,32.0,29,1,9,0,0,75.7
D Anderson,ARZ,23,45,51.1,322,7.2,1,1,16,35.6,36,5,36,1,1,72.6
M Ryan,ATL,32,50,64.0,316,6.3,3,0,16,32.0,33,2,14,0,0,101.8
M Schaub,HOU,22,32,68.8,314,9.8,2,0,13,40.6,60,0,0,0,0,121.1
M Sanchez,NYJ,27,44,61.4,299,6.8,2,1,14,31.8,37,2,15,0,0,87.2
K Orton,DEN,22,34,64.7,296,8.7,4,0,16,47.1,40,0,0,0,0,131.5
D McNabb,WSH,17,31,54.8,295,9.5,2,3,10,32.3,76,2,25,0,0,69.4
C Palmer,CIN,31,42,73.8,292,7.0,2,3,16,38.1,25,3,23,0,0,78.7
S Bradford,STL,30,42,71.4,251,6.0,1,0,12,28.6,25,3,23,1,0,94.4
J Freeman,TB,18,24,75.0,241,10.0,2,0,11,45.8,29,1,6,0,0,134.2
C Henne,MIA,19,28,67.9,240,8.6,1,1,10,35.7,54,1,7,0,0,91.4
J Cutler,CHI,22,35,62.9,237,6.8,3,2,13,37.1,29,2,7,0,0,87.4
J Flacco,BAL,22,34,64.7,215,6.3,3,1,12,35.3,24,2,11,0,0,99.5
C McCoy,CLE,18,31,58.1,205,6.6,1,0,11,35.5,37,3,9,0,0,88.8
J Clausen,CAR,16,29,55.2,191,6.6,0,0,9,31.0,34,2,9,0,0,75.5
P Manning,IND,20,36,55.6,185,5.1,0,0,12,33.3,20,2,5,0,0,69.8
B Favre,MIN,18,31,58.1,170,5.5,1,3,6,19.4,53,1,0,1,1,44.5
R Fitzpatrick,BUF,12,24,50.0,146,6.1,1,0,6,25.0,43,1,7,0,0,83.0
V Young,TEN,9,18,50.0,92,5.1,1,1,7,38.9,26,2,19,1,1,60.4
T Thigpen,MIA,4,6,66.7,64,10.7,1,0,3,50.0,31,0,0,0,0,141.7
C Whitehurst,SEA,4,6,66.7,53,8.8,0,1,2,33.3,22,1,0,0,0,54.9
K Collins,TEN,9,20,45.0,51,2.6,0,0,2,10.0,11,0,0,0,0,52.1
C Pennington,MIA,1,2,50.0,19,9.5,0,0,1,50.0,19,0,0,0,0,83.3
T Tebow,DEN,1,1,100.0,3,3.0,1,0,1,100.0,3,0,0,0,0,118.8
B Marshall,MIA,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
