Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
C Palmer,CIN,36,50,72.0,412,8.2,3,0,23,46.0,64,3,27,0,0,116.4
R Fitzpatrick,BUF,29,43,67.4,382,8.9,4,2,21,48.8,43,1,0,0,0,106.9
D Brees,NO,37,56,66.1,356,6.4,2,4,21,37.5,29,3,20,1,0,65.8
P Rivers,SD,34,50,68.0,336,6.7,1,1,18,36.0,26,2,11,0,0,85.1
M Moore,CAR,28,41,68.3,308,7.5,2,1,16,39.0,39,1,5,0,0,96.4
E Manning,NYG,25,35,71.4,306,8.7,4,3,17,48.6,32,1,9,1,0,100.4
B Roethlisberger,PIT,19,27,70.4,302,11.2,2,0,12,44.4,53,3,12,2,1,132.0
M Ryan,ATL,24,33,72.7,299,9.1,3,1,12,36.4,46,0,0,0,0,118.1
A Rodgers,GB,21,34,61.8,295,8.7,2,2,14,41.2,45,0,0,0,0,84.8
J Cutler,CHI,26,40,65.0,281,7.0,1,4,14,35.0,48,4,25,0,0,54.3
K Collins,TEN,17,31,54.8,276,8.9,3,2,8,25.8,80,3,23,1,1,90.3
C Henne,MIA,23,36,63.9,257,7.1,1,1,13,36.1,26,1,8,0,0,82.8
J Flacco,BAL,16,31,51.6,250,8.1,3,0,12,38.7,36,2,21,0,0,111.0
K Kolb,PHI,26,48,54.2,231,4.8,1,2,15,31.3,37,1,4,0,0,56.9
T Bouman,JAX,18,34,52.9,222,6.5,2,2,12,35.3,29,1,6,0,0,68.5
B Favre,MIN,16,29,55.2,212,7.3,1,3,9,31.0,37,1,6,0,0,50.4
J Freeman,TB,23,40,57.5,212,5.3,1,0,10,25.0,21,3,23,1,0,80.4
J Campbell,OAK,12,20,60.0,204,10.2,2,0,9,45.0,43,2,24,0,0,127.9
D McNabb,WSH,17,32,53.1,200,6.3,1,2,9,28.1,24,2,13,2,0,56.8
K Orton,DEN,12,29,41.4,198,6.8,2,1,7,24.1,46,4,33,0,0,73.6
M Cassel,KC,13,18,72.2,193,10.7,2,0,10,55.6,53,1,3,0,0,144.0
M Hasselbeck,SEA,20,38,52.6,192,5.1,1,0,10,26.3,26,5,34,1,1,75.8
J Kitna,DAL,16,33,48.5,187,5.7,2,0,9,27.3,25,3,13,1,1,86.3
T Brady,NE,19,32,59.4,159,5.0,1,0,8,25.0,24,4,31,0,0,82.7
A Smith,SF,9,19,47.4,129,6.8,1,0,6,31.6,53,1,8,0,0,87.4
S Bradford,STL,13,26,50.0,126,4.8,2,0,9,34.6,19,1,2,1,1,89.6
D Anderson,ARZ,8,17,47.1,96,5.6,0,0,4,23.5,29,0,0,0,0,64.8
C McCoy,CLE,9,16,56.3,74,4.6,0,0,2,12.5,18,1,2,0,0,68.2
D Carr,SF,5,13,38.5,67,5.2,0,1,3,23.1,22,1,5,0,0,23.6
T Romo,DAL,5,7,71.4,39,5.6,1,0,2,28.6,14,0,0,0,0,124.4
M Hall,ARZ,4,16,25.0,36,2.3,0,1,2,12.5,15,2,18,1,1,13.5
P Hillis,CLE,1,1,100.0,13,13.0,0,0,1,100.0,13,0,0,0,0,118.8
M Flynn,GB,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
