Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Rivers,SD,27,42,64.3,431,10.3,2,0,19,45.2,55,3,16,2,2,114.3
T Romo,DAL,31,46,67.4,406,8.8,3,3,19,41.3,69,6,36,0,0,89.6
D McNabb,WSH,26,49,53.1,357,7.3,1,1,13,26.5,52,5,35,0,0,75.0
K Orton,DEN,23,38,60.5,314,8.3,2,0,14,36.8,44,1,7,0,0,104.5
A Smith,SF,25,39,64.1,309,7.9,3,2,18,46.2,36,2,19,1,1,92.8
E Manning,NYG,27,42,64.3,297,7.1,3,2,14,33.3,45,0,0,0,0,89.1
A Rodgers,GB,27,46,58.7,293,6.4,1,1,13,28.3,35,4,23,0,0,75.7
J Freeman,TB,20,33,60.6,280,8.5,1,1,14,42.4,37,3,18,2,0,85.4
D Brees,NO,24,39,61.5,279,7.2,2,3,12,30.8,39,1,6,1,0,68.2
B Favre,MIN,14,34,41.2,264,7.8,3,1,12,35.3,37,4,24,1,0,85.9
K Kolb,PHI,21,31,67.7,253,8.2,1,0,12,38.7,41,4,26,1,1,103.3
P Manning,IND,26,44,59.1,244,5.5,0,1,14,31.8,24,1,0,1,0,65.0
S Hill,DET,21,32,65.6,227,7.1,3,0,13,40.6,29,1,5,0,0,117.6
R Fitzpatrick,BUF,20,30,66.7,220,7.3,3,0,10,33.3,45,3,24,0,0,121.5
S Bradford,STL,23,45,51.1,215,4.8,0,2,12,26.7,30,1,2,0,0,46.1
C Palmer,CIN,21,36,58.3,209,5.8,2,3,10,27.8,43,0,0,0,0,58.7
M Schaub,HOU,16,34,47.1,196,5.8,0,1,9,26.5,48,3,25,2,1,53.1
J Flacco,BAL,14,25,56.0,196,7.8,0,0,10,40.0,58,1,14,0,0,81.4
M Sanchez,NYJ,21,44,47.7,191,4.3,0,0,12,27.3,31,2,18,0,0,59.9
M Ryan,ATL,16,28,57.1,187,6.7,1,0,9,32.1,45,2,14,1,1,89.4
D Garrard,JAX,16,20,80.0,178,8.9,3,1,11,55.0,27,2,13,0,0,122.5
V Young,TEN,12,25,48.0,173,6.9,2,0,7,28.0,52,3,10,0,0,97.6
M Hall,ARZ,17,27,63.0,168,6.2,0,1,8,29.6,26,4,21,2,0,65.0
J Campbell,OAK,13,18,72.2,159,8.8,1,0,8,44.4,58,3,5,1,0,117.6
M Cassel,KC,16,29,55.2,156,5.4,0,0,8,27.6,27,1,8,1,0,70.5
S Wallace,CLE,11,15,73.3,139,9.3,1,0,8,53.3,19,2,15,0,0,124.0
J Delhomme,CLE,13,23,56.5,97,4.2,0,2,6,26.1,14,1,10,0,0,30.5
J Clausen,CAR,9,22,40.9,61,2.8,0,1,2,9.1,16,5,34,1,0,29.7
M Moore,CAR,5,10,50.0,35,3.5,0,2,2,20.0,14,0,0,0,0,18.8
T Collins,CHI,6,16,37.5,32,2.0,0,4,1,6.3,14,2,15,0,0,6.3
C Hanie,CHI,2,3,66.7,19,6.3,0,0,1,33.3,14,1,7,0,0,84.0
B Gradkowski,OAK,1,7,14.3,14,2.0,0,0,1,14.3,14,0,0,0,0,39.6
D Stanton,DET,1,1,100.0,11,11.0,0,0,1,100.0,11,0,0,0,0,112.5
J Cribbs,CLE,1,1,100.0,10,10.0,0,0,1,100.0,10,0,0,0,0,108.3
D Anderson,ARZ,1,2,50.0,6,3.0,0,0,0,0.0,6,0,0,0,0,56.3
J Johnson,TB,2,2,100.0,4,2.0,0,0,0,0.0,4,0,0,0,0,79.2
J Best,DET,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
