Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Schaub,HOU,31,62,50.0,393,6.3,3,2,21,33.9,46,2,15,0,0,72.8
T Brady,NE,27,40,67.5,369,9.2,2,0,16,40.0,59,3,18,0,0,113.4
J Campbell,OAK,21,30,70.0,324,10.8,2,0,15,50.0,67,3,21,0,0,127.6
P Manning,IND,25,35,71.4,319,9.1,2,0,14,40.0,50,1,7,0,0,118.6
M Hasselbeck,SEA,27,42,64.3,285,6.8,2,4,16,38.1,43,1,8,1,1,60.2
M Vick,PHI,16,26,61.5,270,10.4,2,2,8,30.8,91,2,12,0,0,90.2
J Freeman,TB,15,25,60.0,266,10.6,1,0,11,44.0,64,1,4,0,0,109.8
B Roethlisberger,PIT,21,33,63.6,258,7.8,0,0,11,33.3,33,4,27,0,0,87.7
A Smith,SF,17,27,63.0,255,9.4,3,0,8,29.6,62,2,14,0,0,130.9
K Collins,TEN,28,39,71.8,244,6.3,3,0,16,41.0,25,0,0,0,0,113.6
J Kitna,DAL,24,35,68.6,242,6.9,2,2,13,37.1,35,1,3,0,0,83.3
J Flacco,BAL,22,33,66.7,235,7.1,2,0,13,39.4,26,5,45,1,0,107.5
S Bradford,STL,18,32,56.3,231,7.2,0,2,7,21.9,32,3,40,1,0,53.0
D McNabb,WSH,22,35,62.9,228,6.5,2,0,13,37.1,36,2,17,0,0,100.7
M Ryan,ATL,20,34,58.8,227,6.7,1,1,12,35.3,46,3,27,0,0,76.5
P Rivers,SD,18,24,75.0,226,9.4,2,1,14,58.3,20,2,7,1,1,114.2
D Brees,NO,25,40,62.5,221,5.5,3,2,13,32.5,31,1,8,0,0,81.4
M Sanchez,NYJ,17,44,38.6,216,4.9,0,1,10,22.7,42,6,23,4,1,45.3
E Manning,NYG,22,37,59.5,187,5.1,1,2,12,32.4,30,1,5,0,0,59.2
C Palmer,CIN,20,32,62.5,178,5.6,1,3,10,31.3,24,3,22,0,0,48.7
M Flynn,GB,15,26,57.7,177,6.8,0,1,7,26.9,32,2,13,0,0,62.5
K Orton,DEN,19,41,46.3,166,4.0,0,3,10,24.4,20,1,10,0,0,27.1
D Garrard,JAX,11,22,50.0,159,7.2,3,1,8,36.4,48,2,8,0,0,94.5
J Cutler,CHI,12,26,46.2,152,5.8,0,2,8,30.8,33,2,14,1,1,32.9
J Skelton,ARZ,15,37,40.5,146,3.9,0,0,8,21.6,25,0,0,0,0,52.3
R Fitzpatrick,BUF,14,23,60.9,142,6.2,1,0,10,43.5,35,2,11,1,1,93.0
T Jackson,MIN,15,30,50.0,118,3.9,0,1,6,20.0,22,4,23,0,0,46.3
D Stanton,DET,10,22,45.5,117,5.3,1,2,7,31.8,44,2,21,0,0,39.4
J Clausen,CAR,14,24,58.3,107,4.5,0,1,6,25.0,22,5,31,0,0,51.9
J Delhomme,CLE,12,20,60.0,86,4.3,0,1,2,10.0,34,1,4,1,1,49.2
C Henne,MIA,5,18,27.8,55,3.1,1,0,3,16.7,28,5,25,1,1,58.3
A Rodgers,GB,7,11,63.6,46,4.2,0,1,1,9.1,12,2,18,0,0,34.7
B Croyle,KC,7,17,41.2,40,2.4,0,0,2,11.8,16,4,29,0,0,48.9
K Boller,OAK,1,3,33.3,20,6.7,0,1,1,33.3,20,0,0,0,0,18.1
T Palko,KC,2,3,66.7,8,2.7,0,0,1,33.3,10,0,0,0,0,70.1
J Webb,MIN,2,5,40.0,8,1.6,0,0,0,0.0,7,0,0,0,0,47.9
R Brown,MIA,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
S Breaston,ARZ,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
A Edwards,CAR,1,1,100.0,0,0.0,0,0,0,0.0,0,0,0,0,0,79.2
