Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Schaub,HOU,38,52,73.1,497,9.6,3,1,23,44.2,50,5,29,0,0,114.0
D McNabb,WSH,28,38,73.7,426,11.2,1,0,17,44.7,62,3,23,0,0,119.0
T Romo,DAL,34,51,66.7,374,7.3,1,2,17,33.3,28,0,0,0,0,78.4
S Hill,DET,25,45,55.6,335,7.4,2,2,13,28.9,75,2,6,1,0,75.7
P Rivers,SD,22,29,75.9,334,11.5,3,2,17,58.6,54,1,8,0,0,119.0
K Orton,DEN,25,35,71.4,307,8.8,2,0,16,45.7,45,1,3,0,0,117.2
M Vick,PHI,21,34,61.8,284,8.4,2,0,13,38.2,53,5,36,1,0,108.0
J Cutler,CHI,21,29,72.4,277,9.6,3,0,10,34.5,59,1,7,0,0,136.7
A Smith,SF,23,32,71.9,275,8.6,1,2,12,37.5,41,0,0,0,0,82.2
P Manning,IND,20,26,76.9,255,9.8,3,0,14,53.8,50,1,5,0,0,145.5
A Rodgers,GB,19,29,65.5,255,8.8,2,0,14,48.3,34,0,0,0,0,116.3
D Brees,NO,28,38,73.7,254,6.7,2,0,14,36.8,30,2,17,0,0,108.9
T Brady,NE,20,36,55.6,248,6.9,2,2,11,30.6,46,1,9,1,1,72.5
M Hasselbeck,SEA,20,35,57.1,233,6.7,1,3,11,31.4,52,1,3,0,0,51.3
S Wallace,CLE,16,31,51.6,229,7.4,1,1,8,25.8,65,1,3,0,0,73.2
B Favre,MIN,22,36,61.1,225,6.3,0,3,11,30.6,33,3,17,1,1,44.3
M Ryan,ATL,21,32,65.6,225,7.0,3,0,12,37.5,24,1,2,0,0,117.3
M Sanchez,NYJ,21,30,70.0,220,7.3,3,0,14,46.7,39,3,20,0,0,124.3
J Freeman,TB,12,24,50.0,178,7.4,2,0,7,29.2,40,0,0,0,0,102.4
M Cassel,KC,16,28,57.1,176,6.3,0,2,10,35.7,27,1,4,0,0,46.1
D Garrard,JAX,15,23,65.2,173,7.5,1,4,8,34.8,26,2,14,0,0,62.7
C Palmer,CIN,16,35,45.7,167,4.8,0,0,8,22.9,29,1,8,0,0,60.1
S Bradford,STL,14,25,56.0,167,6.7,2,1,9,36.0,36,3,32,0,0,86.6
B Gradkowski,OAK,11,21,52.4,162,7.7,1,1,9,42.9,33,0,0,0,0,73.9
E Manning,NYG,13,24,54.2,161,6.7,2,1,6,25.0,54,4,24,3,2,85.6
D Anderson,ARZ,17,31,54.8,161,5.2,0,2,8,25.8,29,2,15,1,0,42.5
J Flacco,BAL,17,39,43.6,154,3.9,1,4,7,17.9,31,1,4,0,0,23.8
K Collins,TEN,17,25,68.0,149,6.0,1,1,9,36.0,30,2,5,2,1,80.3
M Moore,CAR,6,16,37.5,125,7.8,1,1,6,37.5,37,4,25,1,1,60.7
L McCown,JAX,11,19,57.9,120,6.3,0,0,6,31.6,25,0,0,0,0,76.6
C Henne,MIA,9,15,60.0,114,7.6,1,0,5,33.3,46,2,8,0,0,106.0
T Edwards,JAX,11,18,61.1,102,5.7,0,2,4,22.2,21,4,40,0,0,37.0
J Campbell,OAK,8,15,53.3,87,5.8,0,1,5,33.3,27,2,18,1,0,42.9
V Young,TEN,7,10,70.0,66,6.6,0,2,3,30.0,17,2,18,1,1,48.3
J Clausen,CAR,7,13,53.8,59,4.5,0,1,4,30.8,19,0,0,0,0,33.8
C Batch,PIT,5,11,45.5,25,2.3,0,0,0,0.0,15,2,6,0,0,52.5
D Dixon,PIT,4,6,66.7,18,3.0,0,0,0,0.0,10,2,16,1,1,70.1
M Hall,ARZ,1,2,50.0,3,1.5,0,1,0,0.0,3,0,0,0,0,16.7
M Spurlock,TB,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
