Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Manning,IND,36,48,75.0,365,7.6,2,4,20,41.7,40,0,0,0,0,75.4
M Schaub,HOU,22,36,61.1,337,9.4,2,1,18,50.0,42,2,14,1,1,99.0
T Brady,NE,21,29,72.4,326,11.2,4,0,13,44.8,50,3,22,0,0,148.9
D Brees,NO,24,29,82.8,313,10.8,2,1,10,34.5,52,2,23,0,0,120.3
M Vick,PHI,22,33,66.7,302,9.2,2,1,14,42.4,40,1,1,0,0,103.3
A Rodgers,GB,21,30,70.0,298,9.9,3,0,9,30.0,61,4,24,0,0,135.1
D McNabb,WSH,26,44,59.1,296,6.7,1,2,12,27.3,33,4,32,2,0,68.0
P Rivers,SD,23,39,59.0,280,7.2,1,1,13,33.3,25,4,15,0,0,79.0
J Flacco,BAL,17,33,51.5,266,8.1,1,0,9,27.3,67,4,40,1,1,88.7
B Roethlisberger,PIT,22,38,57.9,253,6.7,1,1,14,36.8,28,3,19,0,0,75.9
C Palmer,CIN,23,33,69.7,249,7.5,1,0,11,33.3,33,3,34,0,0,101.7
J Cutler,CHI,21,26,80.8,234,9.0,1,0,15,57.7,33,4,37,1,1,117.0
M Hasselbeck,SEA,17,30,56.7,229,7.6,0,2,11,36.7,36,2,12,0,0,53.3
J Delhomme,CLE,24,34,70.6,217,6.4,1,0,8,23.5,37,2,17,0,0,97.3
M Ryan,ATL,18,36,50.0,205,5.7,2,2,12,33.3,25,0,0,0,0,62.8
M Cassel,KC,17,31,54.8,196,6.3,1,0,11,35.5,21,2,22,0,0,84.9
T Smith,SF,10,25,40.0,194,7.8,1,1,7,28.0,66,4,22,0,0,64.4
T Jackson,MIN,15,22,68.2,187,8.5,2,3,9,40.9,46,1,10,0,0,85.0
S Bradford,STL,18,29,62.1,187,6.4,0,1,11,37.9,26,2,18,0,0,66.3
J Freeman,TB,19,38,50.0,181,4.8,1,1,9,23.7,28,1,9,0,0,61.4
D Stanton,DET,16,24,66.7,178,7.4,1,0,8,33.3,46,2,10,0,0,102.4
C Henne,MIA,16,32,50.0,174,5.4,1,3,9,28.1,24,1,7,0,0,37.8
K Collins,TEN,14,32,43.8,169,5.3,0,2,8,25.0,25,1,6,0,0,34.5
J Clausen,CAR,18,34,52.9,169,5.0,0,1,8,23.5,39,3,17,0,0,54.7
J Kitna,DAL,18,26,69.2,167,6.4,1,0,11,42.3,22,2,16,0,0,99.4
M Sanchez,NYJ,17,33,51.5,164,5.0,0,3,10,30.3,24,1,15,0,0,27.8
E Manning,NYG,15,25,60.0,161,6.4,0,1,9,36.0,23,0,0,0,0,62.3
R Fitzpatrick,BUF,15,25,60.0,158,6.3,1,1,7,28.0,28,1,3,1,1,75.1
D Garrard,JAX,14,19,73.7,126,6.6,0,0,7,36.8,20,1,7,0,0,91.1
K Orton,DEN,9,28,32.1,117,4.2,0,0,5,17.9,28,4,31,1,1,46.3
J Campbell,OAK,10,16,62.5,117,7.3,1,0,7,43.8,37,1,0,0,0,105.5
D Anderson,ARZ,7,20,35.0,93,4.7,0,1,6,30.0,26,1,7,0,0,29.8
J Skelton,ARZ,3,6,50.0,45,7.5,0,0,2,33.3,22,1,10,0,0,75.0
M Hall,ARZ,1,3,33.3,10,3.3,0,1,1,33.3,10,2,12,1,0,4.2
E Graham,TB,1,1,100.0,2,2.0,1,0,1,100.0,2,0,0,0,0,118.8
B Favre,MIN,0,1,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0.0
L Washington,SEA,0,0,-,0,-,0,0,0,-,0,1,7,0,0,-
