Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Manning,IND,38,52,73.1,396,7.6,4,3,22,42.3,28,0,0,0,0,96.3
D Brees,NO,29,43,67.4,382,8.9,4,2,20,46.5,32,0,0,0,0,106.9
D McNabb,WSH,30,50,60.0,376,7.5,1,1,23,46.0,48,3,18,1,0,81.8
M Hasselbeck,SEA,32,44,72.7,366,8.3,1,0,17,38.6,68,0,0,0,0,104.9
R Fitzpatrick,BUF,21,34,61.8,316,9.3,4,2,13,38.2,54,1,8,0,0,107.0
M Sanchez,NYJ,22,38,57.9,315,8.3,3,1,13,34.2,42,3,17,0,0,100.2
A Rodgers,GB,22,31,71.0,301,9.7,4,0,14,45.2,47,3,23,0,0,141.3
J Flacco,BAL,24,33,72.7,301,9.1,1,0,13,39.4,56,3,23,1,0,110.8
D Anderson,ARZ,25,46,54.3,295,6.4,1,0,14,30.4,27,2,14,0,0,81.3
S Hill,DET,32,47,68.1,289,6.1,2,1,14,29.8,58,3,26,0,0,89.8
B Roethlisberger,PIT,18,29,62.1,275,9.5,3,0,11,37.9,52,2,6,0,0,127.8
M Vick,PHI,24,38,63.2,258,6.8,0,0,12,31.6,35,3,14,2,1,83.0
D Garrard,JAX,20,34,58.8,254,7.5,2,3,11,32.4,75,4,28,0,0,65.1
M Schaub,HOU,19,33,57.6,254,7.7,1,0,12,36.4,43,1,8,0,0,92.2
M Ryan,ATL,26,39,66.7,253,6.5,2,0,17,43.6,26,0,0,0,0,101.8
C McCoy,CLE,17,28,60.7,241,8.6,1,1,10,35.7,47,6,46,0,0,85.6
P Rivers,SD,15,24,62.5,233,9.7,4,1,10,41.7,57,1,8,0,0,116.8
S Bradford,STL,27,42,64.3,233,5.5,2,1,10,23.8,25,0,0,0,0,84.7
C Palmer,CIN,19,34,55.9,230,6.8,2,2,15,44.1,48,0,0,0,0,71.9
K Orton,DEN,24,38,63.2,217,5.7,1,1,12,31.6,21,5,45,0,0,76.3
B Favre,MIN,17,38,44.7,208,5.5,0,1,10,26.3,29,1,1,0,0,51.2
M Cassel,KC,15,24,62.5,193,8.0,2,0,8,33.3,38,0,0,0,0,115.5
T Thigpen,MIA,17,29,58.6,187,6.4,0,1,9,31.0,24,6,39,0,0,63.4
T Brady,NE,19,25,76.0,186,7.4,2,0,13,52.0,25,1,8,0,0,123.1
B St. Pierre,CAR,13,28,46.4,173,6.2,1,2,3,10.7,88,3,23,0,0,48.7
V Young,TEN,12,16,75.0,165,10.3,0,0,7,43.8,37,1,5,0,0,107.6
J Cutler,CHI,16,25,64.0,156,6.2,0,1,11,44.0,16,3,23,1,0,64.8
T Smith,SF,16,31,51.6,148,4.8,0,1,5,16.1,23,6,30,0,0,51.5
J Kitna,DAL,18,24,75.0,147,6.1,3,0,11,45.8,24,2,16,0,0,129.7
E Manning,NYG,20,33,60.6,147,4.5,2,3,8,24.2,22,0,0,0,0,53.5
J Freeman,TB,13,20,65.0,136,6.8,2,0,8,40.0,33,2,6,0,0,117.9
B Gradkowski,OAK,13,24,54.2,98,4.1,0,1,6,25.0,16,2,15,0,0,46.9
J Campbell,OAK,7,19,36.8,70,3.7,0,1,2,10.5,17,4,32,2,0,26.2
R Smith,TEN,3,9,33.3,62,6.9,0,1,1,11.1,52,0,0,0,0,19.0
M Scifres,SD,1,1,100.0,28,28.0,0,0,1,100.0,28,0,0,0,0,118.8
J Palmer,CIN,3,3,100.0,18,6.0,0,0,1,33.3,7,2,20,0,0,91.7
J Johnson,TB,1,1,100.0,7,7.0,0,0,1,100.0,7,0,0,0,0,95.8
M Flynn,GB,1,1,100.0,5,5.0,0,0,1,100.0,5,0,0,0,0,87.5
P Crayton,SD,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
M Spurlock,TB,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
M Jones-Drew,JAX,0,1,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0.0
