Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
A Rodgers,GB,25,37,67.6,404,10.9,4,0,19,51.4,80,2,8,1,0,139.9
B Roethlisberger,PIT,22,32,68.8,320,10.0,1,0,14,43.8,43,3,27,0,0,111.5
M Cassel,KC,24,34,70.6,314,9.2,3,0,13,38.2,75,1,6,0,0,128.8
M Schaub,HOU,23,33,69.7,310,9.4,1,1,15,45.5,47,0,0,0,0,96.8
T Tebow,DEN,16,29,55.2,308,10.6,1,1,13,44.8,50,1,3,0,0,89.4
D Brees,NO,35,49,71.4,302,6.2,1,2,17,34.7,25,1,6,0,0,77.1
E Manning,NYG,17,33,51.5,301,9.1,2,4,11,33.3,85,1,5,0,0,63.6
D Garrard,JAX,22,38,57.9,299,7.9,1,2,11,28.9,37,4,41,2,0,70.0
S Bradford,STL,28,37,75.7,292,7.9,1,0,11,29.7,46,1,17,1,1,107.0
C Henne,MIA,29,44,65.9,278,6.3,1,2,15,34.1,28,2,7,0,0,72.0
C Palmer,CIN,16,21,76.2,269,12.8,4,0,13,61.9,59,0,0,0,0,157.2
M Sanchez,NYJ,24,37,64.9,269,7.3,1,1,13,35.1,26,0,0,0,0,84.2
M Vick,PHI,25,43,58.1,263,6.1,1,1,15,34.9,28,6,39,1,1,74.1
P Rivers,SD,27,40,67.5,256,6.4,1,1,16,40.0,19,1,7,0,0,82.9
R Fitzpatrick,BUF,18,37,48.6,251,6.8,0,3,12,32.4,41,3,7,1,1,37.1
J Freeman,TB,21,26,80.8,237,9.1,5,0,15,57.7,29,2,21,1,0,144.2
K Collins,TEN,14,37,37.8,235,6.4,2,2,12,32.4,53,3,22,0,0,55.6
J Campbell,OAK,29,42,69.0,231,5.5,1,0,12,28.6,26,3,21,0,0,90.5
S Hill,DET,14,26,53.8,222,8.5,2,0,10,38.5,53,2,14,0,0,108.2
J Cutler,CHI,13,25,52.0,215,8.6,3,1,8,32.0,40,2,13,0,0,104.2
J Webb,MIN,17,26,65.4,195,7.5,0,0,11,42.3,46,2,19,0,0,87.8
J Skelton,ARZ,11,25,44.0,183,7.3,1,0,6,24.0,74,1,5,0,0,82.6
R Grossman,WSH,19,39,48.7,182,4.7,1,1,8,20.5,38,1,10,0,0,60.0
P Manning,IND,16,30,53.3,179,6.0,3,2,11,36.7,20,0,0,0,0,76.9
T Smith,SF,7,19,36.8,153,8.1,1,1,5,26.3,60,2,23,2,0,62.0
C McCoy,CLE,15,29,51.7,149,5.1,0,3,10,34.5,28,0,0,0,0,27.0
M Ryan,ATL,15,29,51.7,148,5.1,1,0,8,27.6,19,1,8,0,0,77.9
T Brady,NE,15,27,55.6,140,5.2,3,0,7,25.9,23,1,9,0,0,107.0
A Smith,SF,10,15,66.7,120,8.0,0,0,5,33.3,33,2,4,1,1,91.0
J Kitna,DAL,12,20,60.0,115,5.8,1,2,6,30.0,24,4,16,0,0,53.1
S McGee,DAL,11,17,64.7,111,6.5,1,0,4,23.5,37,1,11,0,0,102.8
J Flacco,BAL,12,19,63.2,102,5.4,2,1,6,31.6,22,1,5,1,0,90.2
J Clausen,CAR,10,23,43.5,72,3.1,0,1,3,13.0,15,4,27,0,0,33.2
C Whitehurst,SEA,11,18,61.1,66,3.7,0,0,5,27.8,14,3,6,0,0,68.3
M Massaquoi,CLE,1,1,100.0,29,29.0,1,0,1,100.0,29,0,0,0,0,158.3
M Hasselbeck,SEA,3,4,75.0,24,6.0,0,0,0,0.0,9,0,0,0,0,89.6
J Johnson,TB,2,2,100.0,15,7.5,0,0,1,50.0,15,0,0,0,0,97.9
B Smith,NYJ,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
B Croyle,KC,1,2,50.0,-2,-1.0,0,1,0,0.0,-2,0,0,0,0,16.7
