Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
T Brady,NE,36,65,55.4,443,6.8,1,2,22,33.8,53,3,18,0,0,68.9
S Bradford,STL,35,55,63.6,377,6.9,3,1,23,41.8,26,4,32,0,0,94.3
T Romo,DAL,30,42,71.4,341,8.1,2,0,17,40.5,29,1,13,0,0,111.3
B Roethlisberger,PIT,24,40,60.0,339,8.5,2,1,17,42.5,60,4,20,0,0,93.6
K Cousins,WSH,26,37,70.3,329,8.9,2,1,17,45.9,54,2,21,1,0,104.4
D Brees,NO,26,39,66.7,307,7.9,4,0,15,38.5,34,1,9,0,0,124.6
A Rodgers,GB,23,36,63.9,291,8.1,3,0,14,38.9,31,3,13,0,0,116.8
J Freeman,TB,26,47,55.3,279,5.9,0,4,14,29.8,24,2,11,1,1,37.5
M Ryan,ATL,23,28,82.1,270,9.6,3,0,16,57.1,40,1,5,0,0,142.6
M Schaub,HOU,23,31,74.2,261,8.4,1,0,13,41.9,52,3,22,0,0,109.7
J Flacco,BAL,20,40,50.0,254,6.4,2,1,8,20.0,61,3,32,0,0,76.5
M Stafford,DET,24,50,48.0,246,4.9,0,3,12,24.0,30,2,18,0,0,37.6
B Weeden,CLE,21,35,60.0,244,7.0,1,2,8,22.9,69,2,11,1,0,66.8
C Newton,CAR,19,33,57.6,231,7.0,2,0,12,36.4,45,2,14,0,0,99.4
C Henne,JAX,18,34,52.9,221,6.5,0,0,9,26.5,38,2,8,0,0,73.3
C Kaepernick,SF,14,25,56.0,221,8.8,4,1,11,44.0,38,1,13,0,0,108.5
R Tannehill,MIA,22,28,78.6,220,7.9,2,0,13,46.4,37,1,11,1,1,123.2
R Fitzpatrick,BUF,21,38,55.3,217,5.7,1,2,12,31.6,25,3,32,1,1,58.8
R Wilson,SEA,14,23,60.9,205,8.9,1,0,10,43.5,44,2,9,0,0,104.4
P Manning,DEN,17,28,60.7,204,7.3,1,0,8,28.6,51,2,17,0,0,94.9
A Luck,IND,13,27,48.1,186,6.9,2,0,7,25.9,61,5,38,0,0,95.6
C Palmer,OAK,18,29,62.1,182,6.3,0,0,9,31.0,19,0,0,0,0,80.0
N Foles,PHI,16,33,48.5,180,5.5,1,1,6,18.2,46,1,3,0,0,62.7
E Manning,NYG,13,25,52.0,161,6.4,0,2,5,20.0,37,1,2,0,0,38.9
J Locker,TEN,13,22,59.1,149,6.8,0,0,8,36.4,30,4,22,0,0,79.5
B Quinn,KC,18,32,56.3,136,4.3,0,1,5,15.6,31,4,27,0,0,53.6
J Cutler,CHI,12,21,57.1,135,6.4,1,1,6,28.6,18,4,28,1,0,72.5
M Sanchez,NYJ,13,28,46.4,131,4.7,1,4,8,28.6,22,3,22,0,0,32.6
C Ponder,MIN,17,24,70.8,131,5.5,0,0,9,37.5,14,2,22,1,0,83.9
A Dalton,CIN,13,27,48.1,127,4.7,1,0,6,22.2,19,6,35,2,2,74.2
P Rivers,SD,16,23,69.6,121,5.3,1,0,4,17.4,30,6,27,3,2,96.5
R Lindley,ARZ,14,21,66.7,104,5.0,0,1,4,19.0,25,1,7,0,0,58.4
D Orlovsky,TB,4,7,57.1,51,7.3,0,0,2,28.6,24,0,0,0,0,80.1
T Thigpen,BUF,3,5,60.0,30,6.0,0,0,2,40.0,12,0,0,0,0,77.1
B Fields,MIA,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
T Tebow,NYJ,0,1,0.0,0,0.0,0,0,0,0.0,0,1,2,0,0,39.6
T Pryor,OAK,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
