Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
T Romo,DAL,36,62,58.1,437,7.0,1,4,21,33.9,55,4,22,0,0,58.3
M Stafford,DET,34,49,69.4,352,7.2,3,1,23,46.9,46,2,21,0,0,101.7
C Newton,CAR,20,39,51.3,314,8.1,0,2,12,30.8,62,2,17,1,0,57.0
P Manning,DEN,22,30,73.3,305,10.2,3,0,16,53.3,41,0,0,0,0,138.9
T Brady,NE,23,35,65.7,304,8.7,4,0,15,42.9,32,0,0,0,0,131.1
B Gabbert,JAX,27,49,55.1,303,6.2,1,0,14,28.6,36,2,24,1,0,80.6
A Luck,IND,26,38,68.4,297,7.8,1,1,16,42.1,22,2,11,1,0,89.5
J Skelton,ARZ,32,52,61.5,290,5.6,0,1,15,28.8,27,4,32,0,0,68.6
M Sanchez,NYJ,28,54,51.9,283,5.2,1,1,17,31.5,23,4,25,1,1,65.6
M Ryan,ATL,22,29,75.9,262,9.0,3,0,14,48.3,63,2,16,0,0,137.4
J Freeman,TB,19,36,52.8,262,7.3,3,0,14,38.9,64,1,5,0,0,104.2
C Ponder,MIN,19,35,54.3,251,7.2,1,1,11,31.4,33,3,22,0,0,74.8
M Hasselbeck,TEN,22,29,75.9,236,8.1,1,0,11,37.9,29,2,9,0,0,110.7
R Wilson,SEA,25,35,71.4,236,6.7,2,1,12,34.3,19,0,0,0,0,96.8
A Smith,SF,18,19,94.7,232,12.2,3,0,10,52.6,47,4,28,0,0,157.1
B Roethlisberger,PIT,24,33,72.7,222,6.7,3,0,16,48.5,27,0,0,0,0,121.0
M Cassel,KC,20,30,66.7,218,7.3,1,1,11,36.7,46,2,15,0,0,85.1
D Brees,NO,22,42,52.4,213,5.1,2,1,12,28.6,29,1,12,1,0,72.8
C Palmer,OAK,14,28,50.0,209,7.5,2,1,8,28.6,58,0,0,0,0,83.8
S Bradford,STL,22,30,73.3,205,6.8,1,1,8,26.7,50,2,25,0,0,88.9
E Manning,NYG,15,29,51.7,192,6.6,0,1,7,24.1,56,1,2,0,0,58.4
M Vick,PHI,21,35,60.0,191,5.5,1,0,10,28.6,32,3,13,0,0,84.3
A Rodgers,GB,22,35,62.9,186,5.3,2,0,9,25.7,31,2,14,1,1,95.7
J Cutler,CHI,19,28,67.9,186,6.6,1,1,13,46.4,24,6,55,2,2,83.3
R Griffin III,WSH,16,34,47.1,177,5.2,1,0,10,29.4,37,1,8,0,0,72.8
P Rivers,SD,18,34,52.9,154,4.5,0,0,9,26.5,25,1,6,0,0,65.1
M Moore,MIA,11,19,57.9,131,6.9,1,0,7,36.8,37,1,1,0,0,96.6
B Weeden,CLE,11,27,40.7,129,4.8,0,0,7,25.9,26,2,12,0,0,55.9
K Clemens,STL,1,2,50.0,39,19.5,0,1,1,50.0,39,0,0,0,0,56.3
R Tannehill,MIA,2,5,40.0,18,3.6,0,0,1,20.0,12,1,9,0,0,50.4
R Mallett,NE,1,3,33.3,17,5.7,0,0,1,33.3,17,0,0,0,0,53.5
B Quinn,KC,2,4,50.0,1,0.3,0,1,0,0.0,5,1,7,1,0,16.7
J Morgan,WSH,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
T Masthay,GB,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
E Sanders,PIT,0,0,-,0,-,0,0,0,-,0,1,7,0,0,-
