Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
D Brees,NO,35,54,64.8,446,8.3,3,0,23,42.6,80,2,17,0,0,109.0
R Tannehill,MIA,26,41,63.4,431,10.5,1,2,15,36.6,80,4,37,1,1,86.5
M Ryan,ATL,25,40,62.5,369,9.2,3,1,14,35.0,60,7,64,0,0,107.2
J Flacco,BAL,28,46,60.9,356,7.7,1,1,16,34.8,39,4,19,0,0,83.2
R Fitzpatrick,BUF,22,39,56.4,350,9.0,4,4,15,38.5,68,3,10,1,0,81.1
T Brady,NE,22,36,61.1,340,9.4,3,0,13,36.1,41,1,7,0,0,120.1
P Manning,DEN,30,38,78.9,338,8.9,3,0,14,36.8,40,0,0,0,0,130.0
K Kolb,ARZ,29,48,60.4,324,6.8,3,2,18,37.5,46,8,55,0,0,84.0
R Griffin III,WSH,26,35,74.3,323,9.2,0,0,14,40.0,30,1,2,0,0,102.4
B Weeden,CLE,25,52,48.1,320,6.2,0,1,17,32.7,43,1,6,0,0,59.8
A Rodgers,GB,31,41,75.6,319,7.8,4,1,21,51.2,20,0,0,0,0,119.9
M Stafford,DET,30,51,58.8,319,6.3,0,0,17,33.3,26,5,33,0,0,77.2
E Manning,NYG,24,42,57.1,309,7.4,2,1,14,33.3,41,0,0,1,0,86.3
T Romo,DAL,31,43,72.1,307,7.1,1,5,18,41.9,25,1,7,0,0,60.1
J Freeman,TB,24,39,61.5,299,7.7,1,1,11,28.2,65,1,6,0,0,83.2
J Cutler,CHI,18,24,75.0,275,11.5,2,0,14,58.3,34,2,8,1,1,140.1
M Cassel,KC,24,42,57.1,251,6.0,2,3,15,35.7,29,2,17,1,0,60.7
A Dalton,CIN,20,31,64.5,244,7.9,2,1,12,38.7,42,0,0,0,0,96.7
M Vick,PHI,19,30,63.3,241,8.0,1,0,11,36.7,32,2,10,0,0,99.4
S Bradford,STL,16,30,53.3,221,7.4,0,1,12,40.0,52,2,12,0,0,63.3
C Newton,CAR,15,24,62.5,215,9.0,2,0,10,41.7,36,3,10,1,0,119.3
P Rivers,SD,18,23,78.3,209,9.1,2,1,9,39.1,33,3,20,0,0,115.4
M Schaub,HOU,20,28,71.4,202,7.2,2,0,11,39.3,33,0,0,0,0,115.5
C Palmer,OAK,19,34,55.9,202,5.9,0,0,9,26.5,37,3,21,1,0,73.4
M Hasselbeck,TEN,17,25,68.0,193,7.7,2,2,9,36.0,25,3,18,1,1,84.3
B Gabbert,JAX,23,34,67.6,186,5.5,1,1,11,32.4,23,6,43,0,0,78.8
R Wilson,SEA,17,25,68.0,160,6.4,0,3,8,32.0,17,2,20,0,0,45.8
A Smith,SF,12,21,57.1,143,6.8,0,0,7,33.3,26,2,9,0,0,78.1
C Ponder,MIN,16,26,61.5,111,4.3,0,0,4,15.4,27,2,11,0,0,71.2
M Sanchez,NYJ,13,29,44.8,103,3.6,0,1,5,17.2,22,3,12,1,1,39.9
K Orton,DAL,9,10,90.0,89,8.9,1,0,6,60.0,21,0,0,0,0,137.1
T Tebow,NYJ,1,1,100.0,9,9.0,0,0,0,0.0,9,0,0,0,0,104.2
J Hekker,STL,1,1,100.0,2,2.0,1,0,1,100.0,2,0,0,0,0,118.8
M Prater,DEN,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
A Edwards,CAR,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
J Locker,TEN,0,2,0.0,0,0.0,0,0,0,0.0,0,1,8,0,0,39.6
C Kaepernick,SF,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
