Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
T Brady,NE,36,58,62.1,395,6.8,2,2,20,34.5,46,1,7,0,0,79.3
A Dalton,CIN,31,46,67.4,381,8.3,3,3,17,37.0,57,2,19,1,1,87.3
B Roethlisberger,PIT,24,40,60.0,363,9.1,1,1,14,35.0,82,1,7,0,0,87.8
C Palmer,OAK,23,33,69.7,353,10.7,1,1,15,45.5,49,3,28,1,1,102.2
C Ponder,MIN,35,52,67.3,352,6.8,2,2,21,40.4,23,4,25,1,1,83.2
A Rodgers,GB,24,37,64.9,338,9.1,6,0,16,43.2,48,2,10,0,0,133.8
J Freeman,TB,15,26,57.7,328,12.6,3,1,11,42.3,62,1,10,1,0,124.7
S Bradford,STL,26,39,66.7,315,8.1,0,0,15,38.5,65,3,15,0,0,91.3
M Vick,PHI,28,46,60.9,311,6.8,2,2,15,32.6,70,3,25,0,0,77.4
M Stafford,DET,22,45,48.9,311,6.9,1,1,15,33.3,57,0,0,0,0,69.8
P Manning,DEN,24,30,80.0,309,10.3,3,1,13,43.3,55,0,0,0,0,129.0
R Wilson,SEA,16,27,59.3,293,10.9,3,0,11,40.7,51,2,10,1,1,133.7
M Hasselbeck,TEN,25,44,56.8,290,6.6,1,1,16,36.4,37,3,25,1,0,75.0
A Luck,IND,22,44,50.0,280,6.4,0,2,15,34.1,29,4,23,1,1,51.3
T Romo,DAL,25,36,69.4,261,7.3,2,1,15,41.7,35,1,7,0,0,97.1
M Ryan,ATL,24,37,64.9,249,6.7,1,3,11,29.7,26,1,8,0,0,59.4
P Rivers,SD,25,41,61.0,241,5.9,2,4,16,39.0,25,4,24,2,2,54.1
J Flacco,BAL,17,26,65.4,234,9.0,1,0,10,38.5,43,1,4,0,0,106.9
M Schaub,HOU,20,33,60.6,232,7.0,0,2,14,42.4,27,3,24,0,0,56.6
B Weeden,CLE,17,29,58.6,231,8.0,2,1,11,37.9,71,2,13,0,0,92.7
A Smith,SF,19,30,63.3,200,6.7,0,3,7,23.3,55,4,31,0,0,43.1
E Manning,NYG,15,28,53.6,193,6.9,1,0,10,35.7,39,0,0,0,0,87.4
R Tannehill,MIA,21,29,72.4,185,6.4,2,0,8,27.6,29,3,29,1,0,112.0
R Griffin III,WSH,17,22,77.3,182,8.3,1,1,10,45.5,30,1,4,0,0,97.2
B Quinn,KC,22,38,57.9,180,4.7,0,2,9,23.7,19,0,0,0,0,48.1
R Fitzpatrick,BUF,18,32,56.3,153,4.8,0,0,9,28.1,23,2,12,0,0,68.9
K Kolb,ARZ,14,26,53.8,128,4.9,1,1,7,26.9,24,5,23,0,0,64.3
M Sanchez,NYJ,11,18,61.1,82,4.6,2,0,7,38.9,12,1,6,0,0,109.0
C Kaepernick,SF,4,7,57.1,82,11.7,0,0,3,42.9,36,2,17,0,0,98.5
J Skelton,ARZ,2,10,20.0,45,4.5,0,1,2,20.0,28,0,0,0,0,6.3
T Tebow,NYJ,1,1,100.0,23,23.0,0,0,1,100.0,23,0,0,0,0,118.8
T Yates,HOU,2,5,40.0,23,4.6,0,1,2,40.0,12,0,0,0,0,15.0
B Smith,BUF,0,1,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0.0
