Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
J Freeman,TB,24,42,57.1,420,10.0,3,0,18,42.9,95,2,9,1,0,115.2
D Brees,NO,27,37,73.0,377,10.2,4,1,17,45.9,48,0,0,0,0,130.1
A Rodgers,GB,30,37,81.1,342,9.2,3,0,18,48.6,52,3,10,0,0,132.2
E Manning,NYG,26,40,65.0,337,8.4,1,2,17,42.5,77,1,8,0,0,78.9
M Sanchez,NYJ,28,41,68.3,328,8.0,1,1,16,39.0,26,4,31,1,1,90.3
C Palmer,OAK,26,46,56.5,298,6.5,1,1,9,19.6,59,2,16,1,1,74.4
B Roethlisberger,PIT,27,37,73.0,278,7.5,1,1,12,32.4,31,3,14,1,1,91.9
B Weeden,CLE,25,41,61.0,264,6.4,2,0,14,34.1,33,0,0,0,0,96.0
M Stafford,DET,28,46,60.9,263,5.7,1,1,16,34.8,23,3,20,0,0,74.8
J Skelton,ARZ,25,36,69.4,262,7.3,1,1,15,41.7,22,7,32,1,1,88.0
T Brady,NE,26,42,61.9,259,6.2,2,0,17,40.5,21,1,9,0,0,95.2
R Griffin III,WSH,20,28,71.4,258,9.2,2,1,12,42.9,30,3,26,0,0,108.9
M Schaub,HOU,23,37,62.2,256,6.9,2,0,13,35.1,34,2,17,0,0,100.7
S Bradford,STL,21,34,61.8,255,7.5,1,1,11,32.4,56,3,9,1,0,82.4
C Newton,CAR,21,37,56.8,233,6.3,1,1,9,24.3,32,2,17,0,0,73.4
T Romo,DAL,24,34,70.6,227,6.7,1,0,11,32.4,36,0,0,0,0,98.5
R Fitzpatrick,BUF,27,35,77.1,225,6.4,3,1,14,40.0,27,1,9,1,1,109.8
M Hasselbeck,TEN,22,33,66.7,205,6.2,1,0,12,36.4,29,2,12,0,0,93.6
A Luck,IND,16,29,55.2,186,6.4,0,0,8,27.6,30,3,13,1,1,74.8
J Cutler,CHI,16,31,51.6,150,4.8,1,0,9,29.0,23,5,25,0,0,76.0
J Flacco,BAL,21,43,48.8,147,3.4,1,2,6,14.0,15,4,26,1,0,45.4
A Smith,SF,14,23,60.9,140,6.1,1,1,9,39.1,18,2,2,0,0,74.5
R Wilson,SEA,9,23,39.1,122,5.3,0,1,5,21.7,36,2,7,0,0,38.7
B Gabbert,JAX,8,12,66.7,110,9.2,1,0,5,41.7,42,0,0,0,0,123.6
A Dalton,CIN,14,28,50.0,105,3.8,1,1,5,17.9,17,0,0,0,0,56.4
C Henne,JAX,9,20,45.0,71,3.6,0,0,1,5.0,26,3,26,0,0,54.4
C Ponder,MIN,8,17,47.1,58,3.4,1,2,2,11.8,14,3,15,0,0,35.5
J Campbell,CHI,1,1,100.0,0,0.0,0,0,0,0.0,0,0,0,0,0,79.2
A Brown,PIT,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
