Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Schaub,HOU,43,55,78.2,527,9.6,5,2,26,47.3,48,2,23,1,0,121.7
C Henne,JAX,16,33,48.5,354,10.7,4,0,11,33.3,81,1,6,0,0,126.8
A Luck,IND,27,50,54.0,334,6.7,2,3,16,32.0,43,1,5,1,1,63.3
T Brady,NE,24,35,68.6,331,9.5,3,0,20,57.1,36,0,0,0,0,127.2
T Romo,DAL,35,50,70.0,313,6.3,1,0,14,28.0,30,7,56,1,1,93.2
C Palmer,OAK,22,40,55.0,312,7.8,2,2,15,37.5,56,3,28,0,0,76.3
M Ryan,ATL,28,46,60.9,301,6.5,0,5,15,32.6,37,1,5,0,0,40.5
P Manning,DEN,25,42,59.5,270,6.4,3,1,13,31.0,31,3,17,0,0,92.4
M Stafford,DET,17,39,43.6,266,6.8,1,2,9,23.1,53,5,14,1,1,54.0
P Rivers,SD,24,40,60.0,258,6.5,2,2,11,27.5,38,4,34,3,1,74.8
C Newton,CAR,16,29,55.2,252,8.7,1,0,10,34.5,32,2,18,0,0,95.8
J Freeman,TB,25,46,54.3,248,5.4,3,2,12,26.1,24,1,12,0,0,73.5
C Kaepernick,SF,16,23,69.6,243,10.6,2,0,9,39.1,57,1,7,0,0,133.1
A Rodgers,GB,19,27,70.4,236,8.7,2,1,10,37.0,40,3,17,1,0,106.4
A Dalton,CIN,18,29,62.1,230,7.9,2,0,11,37.9,40,2,10,0,0,109.8
D Brees,NO,20,27,74.1,219,8.1,3,0,13,48.1,38,0,0,0,0,134.6
B Weeden,CLE,20,35,57.1,210,6.0,2,0,14,40.0,27,2,18,1,1,93.8
N Foles,PHI,21,46,45.7,204,4.4,0,2,10,21.7,25,4,27,2,0,40.5
R Griffin III,WSH,14,15,93.3,200,13.3,4,0,7,46.7,61,2,8,0,0,158.3
B Leftwich,PIT,18,39,46.2,199,5.1,0,1,10,25.6,37,3,24,1,0,51.1
M Sanchez,NYJ,15,20,75.0,178,8.9,1,0,9,45.0,32,3,12,1,0,118.3
S Bradford,STL,23,44,52.3,170,3.9,2,1,10,22.7,36,1,3,1,1,67.4
R Fitzpatrick,BUF,17,27,63.0,168,6.2,0,0,9,33.3,24,3,7,0,0,80.5
J Flacco,BAL,20,32,62.5,164,5.1,0,0,7,21.9,31,2,11,0,0,75.5
R Tannehill,MIA,14,28,50.0,141,5.0,1,2,9,32.1,19,3,17,0,0,46.9
J Campbell,CHI,14,22,63.6,107,4.9,1,2,5,22.7,18,6,49,2,0,52.7
B Quinn,KC,9,14,64.3,95,6.8,0,0,6,42.9,20,3,16,0,0,83.9
M Cassel,KC,8,16,50.0,93,5.8,0,0,4,25.0,26,1,1,1,0,68.0
R Lindley,ARZ,9,20,45.0,64,3.2,0,0,3,15.0,17,3,29,1,1,52.9
B Gabbert,JAX,2,2,100.0,24,12.0,0,0,1,50.0,15,1,0,1,1,116.7
C Daniel,NO,1,1,100.0,10,10.0,0,0,1,100.0,10,0,0,0,0,108.3
J Skelton,ARZ,2,7,28.6,6,0.9,0,0,0,0.0,5,0,0,0,0,39.6
K Hunter,SF,0,0,-,0,-,0,0,0,-,0,1,4,0,0,-
T Tebow,NYJ,1,1,100.0,-1,-1.0,0,0,0,0.0,-1,0,0,0,0,79.2
