Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
M Ryan,ATL,34,52,65.4,411,7.9,3,1,20,38.5,52,1,3,0,0,100.7
C Palmer,OAK,29,45,64.4,368,8.2,2,1,15,33.3,55,3,18,0,0,95.4
J Flacco,BAL,21,33,63.6,341,10.3,3,1,15,45.5,47,0,0,0,0,115.8
P Rivers,SD,29,37,78.4,337,9.1,3,2,16,43.2,80,2,14,0,0,109.1
R Fitzpatrick,BUF,27,40,67.5,337,8.4,2,1,20,50.0,25,3,18,1,1,99.7
M Stafford,DET,28,42,66.7,329,7.8,3,1,19,45.2,50,2,21,0,0,104.2
P Manning,DEN,27,38,71.1,301,7.9,1,0,15,39.5,46,1,6,1,1,103.1
D Brees,NO,21,32,65.6,298,9.3,3,1,17,53.1,46,1,6,0,0,113.8
S Bradford,STL,26,39,66.7,275,7.1,2,0,16,41.0,36,2,16,0,0,104.1
C Newton,CAR,21,36,58.3,241,6.7,2,2,11,30.6,26,7,43,1,0,74.0
T Brady,NE,23,38,60.5,237,6.2,2,0,14,36.8,24,1,7,0,0,96.1
A Luck,IND,18,26,69.2,227,8.7,0,1,10,38.5,44,2,6,1,1,80.1
C Ponder,MIN,24,32,75.0,221,6.9,2,0,9,28.1,54,2,14,0,0,114.2
N Foles,PHI,22,32,68.8,219,6.8,1,1,10,31.3,44,2,11,1,1,85.3
R Tannehill,MIA,23,39,59.0,217,5.6,0,3,10,25.6,17,1,8,0,0,42.4
E Manning,NYG,29,46,63.0,215,4.7,0,2,11,23.9,16,4,26,2,1,56.0
J Freeman,TB,14,20,70.0,210,10.5,2,0,10,50.0,54,1,5,0,0,137.5
T Romo,DAL,19,26,73.1,209,8.0,2,0,8,30.8,49,3,16,0,0,122.1
B Gabbert,JAX,18,31,58.1,209,6.7,0,1,8,25.8,52,3,24,0,0,65.1
A Dalton,CIN,21,30,70.0,199,6.6,4,0,10,33.3,56,0,0,0,0,127.6
R Wilson,SEA,12,19,63.2,188,9.9,2,0,10,52.6,38,4,22,2,1,131.0
M Cassel,KC,11,26,42.3,154,5.9,0,1,7,26.9,38,2,6,0,0,46.0
M Sanchez,NYJ,9,22,40.9,124,5.6,0,1,4,18.2,43,3,31,1,1,40.7
J Locker,TEN,9,21,42.9,122,5.8,2,0,7,33.3,28,1,6,0,0,93.8
C Henne,JAX,10,16,62.5,121,7.6,1,1,6,37.5,26,1,6,0,0,80.5
C Kaepernick,SF,11,17,64.7,117,6.9,0,0,7,41.2,20,3,22,1,0,84.7
M Schaub,HOU,14,26,53.8,95,3.7,1,2,6,23.1,23,1,7,0,0,42.9
J Campbell,CHI,11,19,57.9,94,4.9,0,0,2,10.5,45,0,0,0,0,70.9
B Roethlisberger,PIT,9,18,50.0,84,4.7,1,0,5,27.8,20,1,3,0,0,81.7
B Leftwich,PIT,7,14,50.0,73,5.2,0,0,3,21.4,31,0,0,0,0,65.5
A Smith,SF,7,8,87.5,72,9.0,1,0,4,50.0,19,2,9,0,0,143.8
M Vick,PHI,6,9,66.7,70,7.8,1,0,4,44.4,31,0,0,0,0,127.1
J Cutler,CHI,7,14,50.0,40,2.9,0,2,2,14.3,14,0,0,0,0,16.7
J Hekker,STL,2,2,100.0,40,20.0,0,0,2,100.0,21,0,0,0,0,118.8
G Tate,SEA,1,1,100.0,23,23.0,1,0,1,100.0,23,0,0,0,0,158.3
T Tebow,NYJ,3,3,100.0,8,2.7,0,0,1,33.3,5,0,0,0,0,79.2
M Hasselbeck,TEN,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
M Leinart,OAK,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
M Moore,MIA,0,0,-,0,-,0,0,0,-,0,1,8,0,0,-
T Taylor,BAL,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
