Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
A Luck,IND,24,54,44.4,391,7.2,4,3,13,24.1,60,2,19,1,0,70.8
B Weeden,CLE,25,36,69.4,364,10.1,1,2,14,38.9,54,1,11,0,0,88.2
C Palmer,OAK,34,54,63.0,351,6.5,2,1,20,37.0,64,1,7,0,0,86.3
D Brees,NO,28,50,56.0,341,6.8,0,5,18,36.0,38,1,6,0,0,37.6
M Stafford,DET,27,46,58.7,313,6.8,2,1,15,32.6,46,0,0,0,0,84.8
J Locker,TEN,21,45,46.7,309,6.9,1,3,12,26.7,49,6,44,1,1,49.2
T Romo,DAL,22,27,81.5,303,11.2,3,0,14,51.9,36,2,9,0,0,150.5
R Wilson,SEA,23,37,62.2,293,7.9,2,0,13,35.1,49,2,10,0,0,104.9
A Rodgers,GB,27,35,77.1,286,8.2,1,1,14,40.0,33,2,3,0,0,98.0
E Manning,NYG,20,33,60.6,280,8.5,1,0,12,36.4,49,1,7,0,0,98.0
P Rivers,SD,26,48,54.2,280,5.8,0,1,15,31.3,28,4,29,2,1,62.8
C Batch,PIT,25,36,69.4,276,7.7,1,1,12,33.3,43,2,6,0,0,89.6
N Foles,PHI,22,34,64.7,251,7.4,1,0,11,32.4,29,1,11,1,0,96.6
P Manning,DEN,27,38,71.1,242,6.4,3,1,14,36.8,28,0,0,0,0,103.2
J Freeman,TB,18,39,46.2,242,6.2,2,1,12,30.8,40,1,7,1,0,72.8
T Brady,NE,24,40,60.0,238,6.0,1,1,14,35.0,31,4,25,0,0,74.8
J Cutler,CHI,17,26,65.4,233,9.0,2,0,11,42.3,56,0,0,0,0,119.6
C Newton,CAR,15,27,55.6,232,8.6,3,0,11,40.7,53,2,12,0,0,121.2
S Bradford,STL,26,39,66.7,221,5.7,0,0,10,25.6,22,2,13,0,0,81.3
A Dalton,CIN,25,38,65.8,211,5.6,1,2,9,23.7,19,1,0,0,0,66.9
C Kaepernick,SF,21,32,65.6,208,6.5,0,0,11,34.4,30,3,17,0,0,83.9
M Schaub,HOU,21,35,60.0,207,5.9,2,0,11,31.4,54,0,0,0,0,95.8
C Henne,JAX,19,42,45.2,202,4.8,1,1,10,23.8,24,3,16,1,1,57.8
B Quinn,KC,19,23,82.6,201,8.7,2,0,11,47.8,34,1,4,0,0,132.1
J Flacco,BAL,16,34,47.1,188,5.5,1,1,11,32.4,31,3,11,1,1,61.9
R Tannehill,MIA,13,29,44.8,186,6.4,0,0,7,24.1,28,3,10,1,1,66.2
M Ryan,ATL,18,33,54.5,165,5.0,1,0,7,21.2,20,1,6,0,0,78.5
R Griffin III,WSH,13,21,61.9,163,7.8,1,0,7,33.3,35,0,0,0,0,101.9
C Ponder,MIN,12,25,48.0,119,4.8,1,2,9,36.0,21,0,0,0,0,41.9
R Fitzpatrick,BUF,9,17,52.9,112,6.6,2,1,5,29.4,51,0,0,0,0,88.4
M Sanchez,NYJ,10,21,47.6,97,4.6,0,3,6,28.6,24,3,14,0,0,21.4
R Lindley,ARZ,10,31,32.3,72,2.3,0,1,2,6.5,23,2,16,0,0,28.0
G McElroy,NYJ,5,7,71.4,29,4.1,1,0,3,42.9,13,0,0,0,0,118.5
A Brown,PIT,0,1,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0.0
