Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
B Roethlisberger,PIT,36,49,73.5,384,7.8,4,0,18,36.7,22,1,5,0,0,123.2
J Flacco,BAL,28,39,71.8,382,9.8,3,1,17,43.6,41,0,0,0,0,117.7
J Locker,TEN,29,42,69.0,378,9.0,2,0,13,31.0,71,0,0,0,0,113.0
T Brady,NE,28,41,68.3,335,8.2,1,0,19,46.3,59,2,16,0,0,101.2
P Manning,DEN,26,52,50.0,330,6.3,2,0,14,26.9,38,3,14,0,0,83.0
A Dalton,CIN,19,27,70.4,328,12.1,3,1,11,40.7,59,2,16,0,0,132.9
A Luck,IND,22,46,47.8,313,6.8,2,1,15,32.6,40,0,0,0,0,75.7
M Sanchez,NYJ,21,45,46.7,306,6.8,1,2,14,31.1,66,1,6,1,0,58.2
M Schaub,HOU,17,30,56.7,290,9.7,4,1,13,43.3,60,1,6,0,0,115.3
E Manning,NYG,27,35,77.1,288,8.2,1,0,15,42.9,29,1,6,0,0,110.2
T Romo,DAL,25,39,64.1,283,7.3,0,1,12,30.8,49,4,24,2,2,75.1
M Stafford,DET,33,42,78.6,278,6.6,1,0,15,35.7,28,1,8,0,0,102.2
M Ryan,ATL,30,40,75.0,275,6.9,3,1,18,45.0,29,2,10,0,0,107.8
M Cassel,KC,26,44,59.1,248,5.6,0,1,16,36.4,20,3,11,1,1,65.3
C Newton,CAR,16,30,53.3,242,8.1,0,3,12,40.0,33,2,21,0,0,40.6
D Brees,NO,20,36,55.6,240,6.7,3,1,12,33.3,36,4,35,0,0,92.4
B Weeden,CLE,27,43,62.8,237,5.5,1,2,11,25.6,24,4,30,0,0,65.7
A Rodgers,GB,26,39,66.7,223,5.7,0,0,11,28.2,31,8,39,0,0,81.5
K Kolb,ARZ,17,24,70.8,222,9.3,2,0,12,50.0,37,3,29,0,0,127.4
R Griffin III,WSH,21,34,61.8,221,6.5,1,0,13,38.2,29,5,42,1,0,90.4
M Vick,PHI,17,37,45.9,217,5.9,0,0,12,32.4,34,5,23,2,2,64.8
C Palmer,OAK,24,34,70.6,209,6.1,3,1,15,44.1,18,1,7,0,0,103.7
R Fitzpatrick,BUF,22,35,62.9,208,5.9,3,0,11,31.4,32,1,2,1,1,107.8
A Smith,SF,24,35,68.6,204,5.8,1,1,14,40.0,22,3,13,1,1,81.1
C Ponder,MIN,21,35,60.0,198,5.7,2,0,15,42.9,24,0,0,0,0,94.7
R Tannehill,MIA,16,36,44.4,196,5.4,0,1,9,25.0,41,0,0,0,0,50.2
J Cutler,CHI,17,31,54.8,183,5.9,0,1,10,32.3,34,2,12,0,0,58.9
P Rivers,SD,21,38,55.3,173,4.6,0,2,9,23.7,28,1,9,0,0,45.2
S Hill,DET,10,13,76.9,172,13.2,2,0,8,61.5,46,0,0,0,0,157.9
B Gabbert,JAX,10,21,47.6,155,7.4,1,0,3,14.3,80,1,7,1,0,88.4
S Bradford,STL,18,35,51.4,152,4.3,0,2,6,17.1,30,6,51,0,0,39.2
R Wilson,SEA,10,21,47.6,130,6.2,2,0,4,19.0,41,1,19,0,0,99.3
J Freeman,TB,10,28,35.7,110,3.9,1,1,5,17.9,29,2,19,2,0,45.2
M Sanu,CIN,1,1,100.0,73,73.0,1,0,1,100.0,73,0,0,0,0,158.3
D Anderson,CAR,3,3,100.0,46,15.3,0,0,2,66.7,23,0,0,0,0,118.8
D Carr,NYG,1,2,50.0,4,2.0,0,0,0,0.0,4,1,6,1,0,56.3
T Tebow,NYJ,0,0,-,0,-,0,0,0,-,0,1,5,0,0,-
