Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
R Longwell,MIN,0,1,1,100.0,31,0,2,2,100.0,0
O Mare,SEA,6,1,1,100.0,43,0,3,3,100.0,0
D Akers,PHI,0,4,4,100.0,45,0,2,2,100.0,0
P Dawson,CLE,6,1,1,100.0,41,0,3,3,100.0,0
N Rackers,HOU,8,2,2,100.0,35,0,2,2,100.0,0
S Janikowski,OAK,5,1,1,100.0,30,0,2,2,100.0,0
R Lindell,BUF,10,3,3,100.0,49,0,1,1,100.0,0
J Feely,ARZ,6,2,2,100.0,39,0,0,0,-,0
S Graham,NE,0,1,1,100.0,19,0,6,6,100.0,0
B Cundiff,BAL,5,1,1,100.0,45,0,2,2,100.0,0
M Bryant,ATL,8,2,2,100.0,47,0,2,2,100.0,0
L Tynes,NYG,10,3,3,100.0,29,0,1,1,100.0,0
N Kaeding,SD,0,5,5,100.0,50,0,3,3,100.0,0
J Scobee,JAX,0,2,2,100.0,42,0,2,2,100.0,0
R Gould,CHI,7,1,1,100.0,23,0,4,4,100.0,0
S Suisham,PIT,0,4,4,100.0,48,0,1,1,100.0,0
M Prater,DEN,9,2,2,100.0,49,0,3,3,100.0,0
M Crosby,GB,0,1,1,100.0,22,0,2,2,100.0,0
C Barth,TB,0,1,1,100.0,22,0,1,1,100.0,0
G Hartley,NO,0,3,3,100.0,50,0,3,3,100.0,0
G Gano,WSH,7,2,2,100.0,42,0,1,1,100.0,0
J Brown,STL,0,3,4,75.0,37,0,3,4,75.0,0
D Carpenter,MIA,0,4,6,66.7,49,0,3,3,100.0,0
D Buehler,DAL,9,2,3,66.7,53,0,3,3,100.0,0
J Kasay,CAR,0,3,5,60.0,43,0,2,2,100.0,0
D Rayner,DET,6,1,2,50.0,44,0,3,3,100.0,0
N Folk,NYJ,6,1,2,50.0,27,0,3,3,100.0,0
S Andrus,SF,0,2,4,50.0,38,1,3,3,100.0,0
A Pettrey,CIN,0,1,2,50.0,28,0,1,1,100.0,0
R Succop,KC,0,0,1,0.0,0,1,6,6,100.0,0
