Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Hanson,DET,6,1,1,100.0,49,0,3,3,100.0,0
A Vinatieri,IND,8,1,1,100.0,38,0,5,5,100.0,0
R Longwell,MIN,4,1,1,100.0,28,0,1,1,100.0,0
B Cundiff,BAL,0,1,1,100.0,38,0,1,1,100.0,0
M Bryant,ATL,11,2,2,100.0,35,0,5,5,100.0,0
J Reed,SF,0,4,4,100.0,36,0,1,1,100.0,0
N Kaeding,SD,8,1,1,100.0,41,0,5,5,100.0,0
J Scobee,JAX,0,2,2,100.0,48,0,1,1,100.0,0
R Gould,CHI,0,2,2,100.0,40,0,3,3,100.0,0
R Bironas,TEN,3,1,1,100.0,21,0,0,0,-,0
M Nugent,CIN,15,5,5,100.0,46,0,0,0,-,0
N Folk,NYJ,8,2,2,100.0,49,0,2,2,100.0,0
M Prater,DEN,7,1,1,100.0,20,0,4,4,100.0,0
M Crosby,GB,10,2,2,100.0,44,0,4,4,100.0,0
C Barth,TB,0,2,2,100.0,33,0,2,2,100.0,0
G Hartley,NO,0,3,3,100.0,46,0,2,2,100.0,0
R Succop,KC,0,3,3,100.0,35,0,1,1,100.0,0
N Rackers,HOU,0,3,4,75.0,47,0,3,3,100.0,0
S Janikowski,OAK,10,3,4,75.0,41,0,1,1,100.0,0
D Buehler,DAL,8,2,3,66.7,48,0,2,2,100.0,0
G Gano,WSH,9,2,4,50.0,41,1,3,3,100.0,0
P Dawson,CLE,2,0,1,0.0,0,0,2,2,100.0,0
J Feely,ARZ,0,0,1,0.0,0,0,1,1,100.0,0
J Brown,STL,0,0,1,0.0,0,0,2,2,100.0,0
S Gostkowski,NE,0,0,1,0.0,0,0,2,2,100.0,0
