Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Nedney,SF,0,1,1,100.0,51,0,1,1,100.0,0
A Vinatieri,IND,0,2,2,100.0,38,0,3,3,100.0,0
R Longwell,MIN,6,1,1,100.0,31,0,3,3,100.0,0
O Mare,SEA,9,2,2,100.0,23,0,3,3,100.0,0
P Dawson,CLE,0,1,1,100.0,38,0,2,2,100.0,0
N Rackers,HOU,7,2,2,100.0,30,0,1,1,100.0,0
J Feely,ARZ,6,1,1,100.0,42,0,3,3,100.0,0
M Bryant,ATL,0,2,2,100.0,46,0,3,3,100.0,0
J Reed,SF,0,1,1,100.0,24,0,5,5,100.0,0
N Kaeding,SD,0,1,1,100.0,29,0,1,1,100.0,0
J Scobee,JAX,3,1,1,100.0,51,0,0,0,-,0
R Bironas,TEN,0,2,2,100.0,48,0,3,3,100.0,0
M Nugent,CIN,0,2,2,100.0,50,0,2,2,100.0,0
S Gostkowski,NE,8,1,1,100.0,43,0,5,5,100.0,0
M Prater,DEN,7,2,2,100.0,34,0,1,1,100.0,0
C Barth,TB,7,2,2,100.0,40,0,1,1,100.0,0
D Carpenter,MIA,11,3,3,100.0,50,0,2,2,100.0,0
D Buehler,DAL,0,2,2,100.0,49,0,3,3,100.0,0
G Gano,WSH,0,3,3,100.0,29,0,1,1,100.0,0
R Lindell,BUF,0,3,4,75.0,39,0,3,3,100.0,0
J Brown,STL,12,3,4,75.0,37,1,3,3,100.0,0
R Gould,CHI,8,2,3,66.7,25,0,2,2,100.0,0
J Hanson,DET,0,1,2,50.0,33,0,1,1,100.0,0
S Janikowski,OAK,0,3,6,50.0,54,0,2,2,100.0,0
B Cundiff,BAL,6,1,2,50.0,49,0,3,3,100.0,0
N Folk,NYJ,0,1,2,50.0,30,1,4,4,100.0,0
M Crosby,GB,0,1,2,50.0,38,1,2,2,100.0,0
G Hartley,NO,6,1,2,50.0,32,0,3,3,100.0,0
R Succop,KC,7,1,2,50.0,32,0,4,4,100.0,0
L Tynes,NYG,4,1,3,33.3,50,0,1,1,100.0,0
