Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Kasay,CAR,13,4,4,100.0,43,0,1,1,100.0,0
A Vinatieri,IND,10,2,2,100.0,37,0,4,4,100.0,0
O Mare,SEA,4,1,1,100.0,38,0,1,1,100.0,0
D Akers,PHI,0,1,1,100.0,34,0,5,5,100.0,0
P Dawson,CLE,0,1,1,100.0,23,0,2,2,100.0,0
N Rackers,HOU,0,1,1,100.0,37,0,2,2,100.0,0
S Janikowski,OAK,13,3,3,100.0,49,0,4,4,100.0,0
R Lindell,BUF,0,1,1,100.0,29,0,2,2,100.0,0
J Feely,ARZ,0,2,2,100.0,30,0,0,0,-,0
S Graham,NE,7,1,1,100.0,38,0,4,4,100.0,0
B Cundiff,BAL,12,3,3,100.0,33,0,3,3,100.0,0
M Bryant,ATL,0,2,2,100.0,27,0,4,4,100.0,0
J Brown,STL,7,2,2,100.0,52,0,1,1,100.0,0
L Tynes,NYG,7,1,1,100.0,25,0,4,4,100.0,0
N Kaeding,SD,10,2,2,100.0,39,0,4,4,100.0,0
J Scobee,JAX,0,1,1,100.0,22,0,3,3,100.0,0
R Gould,CHI,0,4,4,100.0,34,0,4,4,100.0,0
S Suisham,PIT,5,1,1,100.0,42,0,2,2,100.0,0
R Bironas,TEN,7,1,1,100.0,30,0,4,4,100.0,0
D Rayner,DET,0,3,3,100.0,41,0,2,2,100.0,0
N Folk,NYJ,0,2,2,100.0,34,0,2,2,100.0,0
M Crosby,GB,0,2,2,100.0,31,0,3,3,100.0,0
C Barth,TB,8,2,2,100.0,30,0,2,2,100.0,0
G Hartley,NO,0,1,1,100.0,47,0,3,3,100.0,0
S Hauschka,DEN,0,3,3,100.0,46,0,2,2,100.0,0
R Succop,KC,0,2,2,100.0,53,0,3,3,100.0,0
C Stitser,CIN,13,4,4,100.0,39,0,1,1,100.0,0
D Buehler,DAL,15,4,5,80.0,42,0,3,3,100.0,0
D Carpenter,MIA,2,0,4,0.0,0,0,2,2,100.0,0
