Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Forte,CHI,22,166,7.5,2,6,27.3,68,0,0
C Johnson,TEN,19,131,6.9,2,6,31.6,42,0,0
R Rice,BAL,27,133,4.9,2,9,33.3,18,0,0
W McGahee,BAL,10,67,6.7,1,3,30.0,30,0,0
E Graham,TB,3,65,21.7,1,3,100.0,61,0,0
D Ward,HOU,1,1,1.0,1,1,100.0,1,0,0
B Jacobs,NYG,10,41,4.1,1,6,60.0,14,0,0
M Hart,IND,11,50,4.5,1,4,36.4,11,0,0
M Bush,OAK,26,104,4.0,1,3,11.5,14,0,0
M Tolbert,SD,12,11,0.9,1,1,8.3,9,1,1
J Flacco,BAL,5,20,4.0,1,2,40.0,9,0,0
S Greene,NYJ,10,57,5.7,1,3,30.0,23,0,0
L McCoy,PHI,18,92,5.1,1,3,16.7,29,0,0
B Favre,MIN,4,1,0.3,0,0,0.0,2,2,2
P Manning,IND,3,-3,-1.0,0,0,0.0,-1,0,0
J Delhomme,CLE,1,0,0.0,0,0,0.0,0,1,0
D McNabb,WSH,4,10,2.5,0,0,0.0,5,1,0
T Jones,KC,8,19,2.4,0,0,0.0,8,0,0
B Moorman,BUF,1,1,1.0,0,0,0.0,1,0,0
C Buckhalter,DEN,5,13,2.6,0,0,0.0,8,0,0
D Brees,NO,2,2,1.0,0,0,0.0,2,0,0
L Tomlinson,NYJ,20,94,4.7,0,5,25.0,17,1,0
B Westbrook,SF,1,6,6.0,0,0,0.0,6,0,0
L Betts,NO,10,44,4.4,0,2,20.0,11,1,1
D Garrard,JAX,3,9,3.0,0,1,33.3,7,1,1
C Taylor,CHI,18,43,2.4,0,3,16.7,10,0,0
O Mughelli,ATL,1,2,2.0,0,0,0.0,2,0,0
M Schaub,HOU,1,-1,-1.0,0,0,0.0,-1,0,0
C Palmer,CIN,1,3,3.0,0,1,100.0,3,0,0
T Romo,DAL,1,9,9.0,0,0,0.0,9,0,0
S Jackson,STL,25,114,4.6,0,8,32.0,17,0,0
E Manning,NYG,6,9,1.5,0,0,0.0,8,0,0
P Rivers,SD,1,14,14.0,0,1,100.0,14,0,0
M Turner,ATL,19,140,7.4,0,5,26.3,55,0,0
C Benson,CIN,23,144,6.3,0,9,39.1,22,0,0
J Cribbs,CLE,2,11,5.5,0,0,0.0,7,0,0
C McIntyre,BUF,1,1,1.0,0,1,100.0,1,0,0
M Barber,DAL,6,19,3.2,0,1,16.7,7,0,0
A Rodgers,GB,4,30,7.5,0,1,25.0,15,0,0
R Fitzpatrick,BUF,2,4,2.0,0,0,0.0,4,1,0
S Hill,DET,2,9,4.5,0,0,0.0,8,0,0
M Cassel,KC,1,1,1.0,0,0,0.0,1,0,0
D Sproles,SD,2,1,0.5,0,0,0.0,2,0,0
F Gore,SF,18,52,2.9,0,3,16.7,16,2,2
A Smith,SF,3,16,5.3,0,0,0.0,11,0,0
C Williams,TB,11,33,3.0,0,1,9.1,14,0,0
D Hester,CHI,1,10,10.0,0,1,100.0,10,0,0
J Harrison,PHI,6,6,1.0,0,1,16.7,2,0,0
L Vickers,CLE,1,3,3.0,0,0,0.0,3,0,0
M Bell,CLE,4,8,2.0,0,0,0.0,3,0,0
