Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
R Mathews,SD,26,120,4.6,3,4,15.4,31,2,0
B Westbrook,SF,13,79,6.1,2,4,30.8,30,0,0
R Mendenhall,PIT,14,36,2.6,2,2,14.3,7,0,0
A Foster,HOU,31,180,5.8,2,8,25.8,56,0,0
M Morris,DET,12,21,1.8,1,1,8.3,7,0,0
M Turner,ATL,17,67,3.9,1,3,17.6,16,1,1
D Ward,HOU,4,63,15.8,1,3,75.0,35,0,0
B Jacobs,NYG,13,49,3.8,1,3,23.1,27,0,0
K Clemens,NYJ,2,9,4.5,1,1,50.0,10,0,0
J Charles,KC,14,87,6.2,1,4,28.6,47,0,0
M Bush,OAK,25,137,5.5,1,6,24.0,26,0,0
B Green-Ellis,NE,20,80,4.0,1,2,10.0,11,0,0
R Rice,BAL,20,77,3.9,1,4,20.0,11,0,0
R Jennings,JAX,22,108,4.9,1,7,31.8,16,0,0
T Tebow,DEN,13,94,7.2,1,4,30.8,30,0,0
J Ford,OAK,2,22,11.0,1,2,100.0,12,0,0
J Conner,NYJ,8,44,5.5,1,2,25.0,16,0,0
T Richardson,NYJ,2,6,3.0,0,0,0.0,4,0,0
K Collins,TEN,2,2,1.0,0,1,50.0,2,1,1
F Taylor,NE,10,35,3.5,0,1,10.0,8,0,0
R Williams,MIA,6,5,0.8,0,0,0.0,3,1,1
S Morris,NE,5,18,3.6,0,1,20.0,7,0,0
T Jones,KC,10,17,1.7,0,1,10.0,4,0,0
C Redman,ATL,1,-1,-1.0,0,0,0.0,-1,0,0
D Rhodes,IND,11,48,4.4,0,1,9.1,12,1,1
M Bennett,OAK,1,5,5.0,0,0,0.0,5,0,0
C Buckhalter,DEN,3,8,2.7,0,0,0.0,4,0,0
D Stallworth,BAL,1,15,15.0,0,0,0.0,15,1,1
R Cartwright,OAK,2,6,3.0,0,0,0.0,3,0,0
C Taylor,CHI,3,11,3.7,0,0,0.0,5,0,0
R Grossman,WSH,1,2,2.0,0,0,0.0,2,0,0
N Burleson,DET,1,20,20.0,0,1,100.0,20,0,0
B Lloyd,DEN,1,-18,-18.0,0,0,0.0,-18,0,0
O Mughelli,ATL,2,8,4.0,0,2,100.0,4,0,0
M Schaub,HOU,2,1,0.5,0,1,50.0,2,0,0
J Wright,ARZ,3,23,7.7,0,3,100.0,10,0,0
W McGahee,BAL,2,5,2.5,0,0,0.0,7,0,0
C Palmer,CIN,2,3,1.5,0,0,0.0,3,2,1
J Jones,NO,4,6,1.5,0,1,25.0,4,1,1
L Polite,MIA,1,4,4.0,0,1,100.0,4,0,0
S Jackson,STL,11,45,4.1,0,1,9.1,13,0,0
M Karney,STL,2,4,2.0,0,0,0.0,4,0,0
E Manning,NYG,4,11,2.8,0,1,25.0,14,0,0
J Cotchery,NYJ,1,-1,-1.0,0,0,0.0,-1,0,0
B Roethlisberger,PIT,4,24,6.0,0,3,75.0,10,0,0
P Rivers,SD,1,1,1.0,0,0,0.0,1,0,0
C Benson,CIN,21,53,2.5,0,3,14.3,9,0,0
J Cribbs,CLE,1,0,0.0,0,0,0.0,0,0,0
M Barber,DAL,3,3,1.0,0,0,0.0,2,0,0
A Rodgers,GB,7,21,3.0,0,1,14.3,7,1,0
