Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Vick,PHI,8,80,10.0,2,6,75.0,21,0,0
M Jones-Drew,JAX,24,100,4.2,2,8,33.3,15,0,0
K Williams,WSH,16,89,5.6,2,3,18.8,32,0,0
T Brady,NE,1,3,3.0,1,1,100.0,3,0,0
S Jackson,STL,20,81,4.1,1,3,15.0,26,0,0
R Brown,MIA,12,11,0.9,1,1,8.3,6,0,0
F Gore,SF,22,87,4.0,1,4,18.2,23,0,0
C Williams,TB,5,62,12.4,1,2,40.0,45,0,0
J Harrison,PHI,11,109,9.9,1,3,27.3,50,0,0
F Jackson,BUF,25,133,5.3,1,5,20.0,39,1,0
M Lynch,SEA,13,29,2.2,1,2,15.4,13,0,0
P Hillis,CLE,19,82,4.3,1,4,21.1,14,1,1
C Johnson,TEN,17,117,6.9,1,4,23.5,30,0,0
J Forsett,SEA,9,64,7.1,1,4,44.4,29,0,0
T Hightower,ARZ,13,39,3.0,1,2,15.4,11,0,0
M Sanchez,NYJ,2,4,2.0,1,1,50.0,3,0,0
A Foster,HOU,15,56,3.7,1,5,33.3,14,0,0
T Tebow,DEN,2,2,1.0,1,1,50.0,1,0,0
J James,IND,10,26,2.6,1,2,20.0,7,0,0
L Blount,TB,19,91,4.8,1,5,26.3,24,0,0
J Vaughan,CAR,3,7,2.3,1,1,33.3,6,0,0
B Favre,MIN,1,-1,-1.0,0,0,0.0,-1,0,0
J Kitna,DAL,5,2,0.4,0,0,0.0,5,0,0
M Hasselbeck,SEA,1,0,0.0,0,0,0.0,0,0,0
R Williams,MIA,11,64,5.8,0,3,27.3,23,1,0
D McNabb,WSH,1,0,0.0,0,0,0.0,0,1,0
S Morris,NE,1,2,2.0,0,0,0.0,2,0,0
T Jones,KC,4,3,0.8,0,0,0.0,2,0,0
L Tomlinson,NYJ,18,57,3.2,0,2,11.1,9,0,0
D Stallworth,BAL,2,34,17.0,0,2,100.0,19,0,0
D Garrard,JAX,7,35,5.0,0,3,42.9,14,0,0
C Taylor,CHI,11,33,3.0,0,1,9.1,10,0,0
N Burleson,DET,1,17,17.0,0,1,100.0,17,0,0
O Mughelli,ATL,2,5,2.5,0,2,100.0,3,0,0
M Schaub,HOU,3,14,4.7,0,1,33.3,8,1,0
W McGahee,BAL,3,8,2.7,0,0,0.0,5,0,0
L Polite,MIA,2,4,2.0,0,1,50.0,2,0,0
M Moore,PIT,4,14,3.5,0,1,25.0,5,0,0
E Manning,NYG,3,17,5.7,0,0,0.0,9,0,0
B Roethlisberger,PIT,1,12,12.0,0,1,100.0,12,0,0
M Turner,ATL,17,39,2.3,0,0,0.0,8,0,0
G Jones,JAX,2,4,2.0,0,0,0.0,3,0,0
D Ward,HOU,3,11,3.7,0,0,0.0,6,0,0
C Benson,CIN,14,24,1.7,0,2,14.3,6,1,1
K Orton,DEN,1,-1,-1.0,0,0,0.0,-1,0,0
J Cribbs,CLE,1,14,14.0,0,1,100.0,14,0,0
C McIntyre,BUF,1,1,1.0,0,0,0.0,1,0,0
M Barber,DAL,8,47,5.9,0,2,25.0,18,0,0
M Williams,SEA,1,0,0.0,0,0,0.0,0,0,0
R Fitzpatrick,BUF,1,-1,-1.0,0,0,0.0,-1,0,0
