Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
D McFadden,OAK,16,165,10.3,3,6,37.5,57,0,0
M Turner,ATL,23,121,5.3,2,8,34.8,36,0,0
T Jones,KC,20,125,6.3,1,4,20.0,70,0,0
W McGahee,BAL,11,64,5.8,1,4,36.4,25,0,0
B Jacobs,NYG,12,75,6.3,1,1,8.3,30,1,1
B Jackson,GB,13,58,4.5,1,2,15.4,14,1,0
J Battle,KC,3,12,4.0,1,2,66.7,6,0,0
A Peterson,MIN,28,131,4.7,1,7,25.0,17,0,0
P Hillis,CLE,16,69,4.3,1,6,37.5,12,0,0
J Charles,KC,15,71,4.7,1,5,33.3,18,0,0
M Bush,OAK,15,52,3.5,1,4,26.7,9,0,0
B Green-Ellis,NE,11,24,2.2,1,2,18.2,9,0,0
M Tolbert,SD,2,5,2.5,1,1,50.0,4,0,0
M Reece,OAK,7,39,5.6,1,3,42.9,14,0,0
P Harvin,MIN,3,41,13.7,1,3,100.0,17,0,0
B Wells,ARZ,14,54,3.9,1,5,35.7,10,0,0
M Hasselbeck,SEA,2,11,5.5,0,1,50.0,12,0,0
R Williams,MIA,11,48,4.4,0,0,0.0,11,0,0
D McNabb,WSH,5,-2,-0.4,0,0,0.0,2,0,0
S Morris,NE,1,2,2.0,0,0,0.0,2,0,0
T Brady,NE,2,1,0.5,0,1,50.0,2,0,0
S Moss,WSH,1,-2,-2.0,0,0,0.0,-2,0,0
H Evans,NO,1,2,2.0,0,0,0.0,2,0,0
T Bouman,JAX,2,8,4.0,0,1,50.0,6,0,0
B Westbrook,SF,1,-1,-1.0,0,0,0.0,-1,0,0
R Cartwright,OAK,5,17,3.4,0,1,20.0,10,0,0
C Taylor,CHI,3,20,6.7,0,2,66.7,12,0,0
K Boller,OAK,6,11,1.8,0,1,16.7,15,1,0
J Jones,NO,1,6,6.0,0,0,0.0,6,0,0
L Polite,MIA,1,2,2.0,0,1,100.0,2,0,0
S Jackson,STL,22,110,5.0,0,7,31.8,18,0,0
M Moore,PIT,4,11,2.8,0,1,25.0,16,0,0
M Karney,STL,1,2,2.0,0,1,100.0,2,0,0
E Manning,NYG,1,-1,-1.0,0,0,0.0,-1,0,0
B Roethlisberger,PIT,5,1,0.2,0,0,0.0,2,1,0
P Rivers,SD,6,9,1.5,0,1,16.7,5,2,1
R Parrish,BUF,1,6,6.0,0,0,0.0,6,0,0
C Benson,CIN,20,70,3.5,0,3,15.0,11,1,1
K Orton,DEN,2,21,10.5,0,1,50.0,14,1,1
M Barber,DAL,4,6,1.5,0,1,25.0,5,0,0
A Rodgers,GB,3,14,4.7,0,1,33.3,11,0,0
R Fitzpatrick,BUF,4,20,5.0,0,2,50.0,11,0,0
R Brown,MIA,9,14,1.6,0,1,11.1,6,0,0
R Hodges,CLE,1,68,68.0,0,1,100.0,68,0,0
D Sproles,SD,2,7,3.5,0,1,50.0,6,0,0
F Gore,SF,19,102,5.4,0,5,26.3,20,0,0
C Williams,TB,4,12,3.0,0,1,25.0,10,0,0
D Hester,CHI,2,5,2.5,0,0,0.0,6,0,0
M Bell,CLE,5,-3,-0.6,0,0,0.0,5,0,0
J Cutler,CHI,1,0,0.0,0,0,0.0,0,1,1
