Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
J Kuhn,GB,6,22,3.7,2,4,66.7,8,0,0
M Hasselbeck,SEA,1,1,1.0,1,1,100.0,1,0,0
M Vick,PHI,8,63,7.9,1,3,37.5,14,1,1
C Buckhalter,DEN,11,42,3.8,1,3,27.3,10,0,0
L Tomlinson,NYJ,13,28,2.2,1,2,15.4,8,1,0
M Morris,DET,12,22,1.8,1,1,8.3,6,0,0
D Garrard,JAX,6,39,6.5,1,3,50.0,20,0,0
L Polite,MIA,4,12,3.0,1,4,100.0,4,0,0
S Jackson,STL,24,48,2.0,1,4,16.7,12,0,0
B Roethlisberger,PIT,7,2,0.3,1,1,14.3,3,2,2
M Barber,DAL,8,58,7.3,1,3,37.5,25,0,0
R Brown,MIA,12,37,3.1,1,2,16.7,15,0,0
J Cutler,CHI,4,3,0.8,1,1,25.0,3,0,0
J Addai,IND,12,45,3.8,1,3,25.0,18,0,0
L Washington,SEA,1,16,16.0,1,1,100.0,16,0,0
A Peterson,MIN,22,118,5.4,1,5,22.7,27,1,1
P Thomas,NO,19,63,3.3,1,5,26.3,16,0,0
M Forte,CHI,19,113,5.9,1,5,26.3,32,0,0
R Torain,WSH,20,65,3.3,1,3,15.0,17,0,0
R Mendenhall,PIT,18,65,3.6,1,3,16.7,35,0,0
B Scott,CIN,11,50,4.5,1,4,36.4,10,0,0
S Greene,NYJ,12,70,5.8,1,6,50.0,18,0,0
D Woodhead,NE,13,93,7.2,1,1,7.7,29,0,0
A Foster,HOU,19,91,4.8,1,5,26.3,34,0,0
T Tebow,DEN,10,27,2.7,1,3,30.0,11,1,0
J Webb,MIN,6,31,5.2,1,2,33.3,9,0,0
R Mathews,SD,12,55,4.6,1,2,16.7,23,0,0
T Richardson,NYJ,2,5,2.5,0,2,100.0,3,0,0
K Collins,TEN,2,-1,-0.5,0,0,0.0,0,1,0
J Kitna,DAL,1,7,7.0,0,0,0.0,7,0,0
P Manning,IND,3,25,8.3,0,1,33.3,27,0,0
F Taylor,NE,1,-3,-3.0,0,0,0.0,-3,0,0
M Sellers,WSH,1,1,1.0,0,1,100.0,1,0,0
R Williams,MIA,14,71,5.1,0,3,21.4,28,0,0
T Brady,NE,3,13,4.3,0,2,66.7,7,0,0
T Jones,KC,23,51,2.2,0,2,8.7,14,2,1
D Rhodes,IND,17,98,5.8,0,5,29.4,15,0,0
D Brees,NO,2,-2,-1.0,0,0,0.0,-1,0,0
B Westbrook,SF,10,40,4.0,0,1,10.0,9,0,0
C Taylor,CHI,4,4,1.0,0,1,25.0,4,0,0
R Grossman,WSH,1,5,5.0,0,0,0.0,5,0,0
N Burleson,DET,1,12,12.0,0,1,100.0,12,0,0
M Schaub,HOU,1,0,0.0,0,0,0.0,0,1,0
J Wright,ARZ,1,2,2.0,0,0,0.0,2,0,0
W McGahee,BAL,8,34,4.3,0,0,0.0,9,0,0
C Palmer,CIN,2,-1,-0.5,0,0,0.0,0,0,0
J Jones,NO,1,2,2.0,0,0,0.0,2,0,0
M Moore,PIT,4,5,1.3,0,0,0.0,2,0,0
D Henderson,NO,1,9,9.0,0,1,100.0,9,0,0
M Karney,STL,1,2,2.0,0,1,100.0,2,0,0
