Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Turner,ATL,24,107,4.5,2,8,33.3,19,0,0
A Bradshaw,NYG,19,57,3.0,2,4,21.1,7,0,0
P Hillis,CLE,29,184,6.3,2,8,27.6,35,1,1
A Foster,HOU,27,127,4.7,2,9,33.3,15,0,0
J James,IND,4,12,3.0,2,2,50.0,6,0,0
M Vick,PHI,10,74,7.4,1,4,40.0,32,0,0
L Betts,NO,13,31,2.4,1,3,23.1,12,0,0
C Taylor,CHI,10,13,1.3,1,1,10.0,4,0,0
C Benson,CIN,18,54,3.0,1,3,16.7,8,0,0
C McIntyre,BUF,1,1,1.0,1,1,100.0,1,0,0
R Brown,MIA,9,59,6.6,1,4,44.4,14,0,0
F Jackson,BUF,8,16,2.0,1,1,12.5,6,1,1
B Jackson,GB,13,42,3.2,1,4,30.8,14,0,0
A Peterson,MIN,15,81,5.4,1,4,26.7,30,0,0
C Stuckey,CLE,1,11,11.0,1,1,100.0,11,0,0
R Mendenhall,PIT,22,99,4.5,1,5,22.7,22,0,0
M Stafford,DET,4,11,2.8,1,1,25.0,9,1,0
M Sanchez,NYJ,3,1,0.3,1,1,33.3,1,1,0
C McCoy,CLE,3,20,6.7,1,2,66.7,16,0,0
B Favre,MIN,2,1,0.5,0,0,0.0,2,0,0
R Williams,MIA,2,1,0.5,0,0,0.0,1,0,0
T Brady,NE,1,1,1.0,0,0,0.0,1,0,0
T Jones,KC,19,32,1.7,0,3,15.8,7,1,0
L Tomlinson,NYJ,15,55,3.7,0,0,0.0,10,0,0
S Rosenfels,NYG,3,-3,-1.0,0,0,0.0,0,0,0
A Randle El,PIT,1,2,2.0,0,0,0.0,2,0,0
R Cartwright,OAK,1,2,2.0,0,0,0.0,2,0,0
M Schaub,HOU,2,1,0.5,0,1,50.0,1,0,0
W McGahee,BAL,6,24,4.0,0,1,16.7,14,0,0
B Berrian,MIN,1,-8,-8.0,0,0,0.0,-8,0,0
J Jones,NO,6,68,11.3,0,1,16.7,54,0,0
M Moore,PIT,2,5,2.5,0,0,0.0,3,0,0
E Manning,NYG,1,-1,-1.0,0,0,0.0,-1,0,0
B Roethlisberger,PIT,5,13,2.6,0,2,40.0,12,0,0
P Rivers,SD,4,-7,-1.8,0,0,0.0,-1,0,0
D Ward,HOU,5,12,2.4,0,0,0.0,6,0,0
R White,ATL,1,3,3.0,0,0,0.0,3,0,0
J Cribbs,CLE,2,2,1.0,0,0,0.0,1,0,0
M Barber,DAL,6,14,2.3,0,0,0.0,9,0,0
A Rodgers,GB,5,41,8.2,0,2,40.0,27,0,0
R Fitzpatrick,BUF,2,9,4.5,0,1,50.0,7,0,0
M Cassel,KC,3,14,4.7,0,0,0.0,9,0,0
B Jacobs,NYG,11,78,7.1,0,2,18.2,38,0,0
D Sproles,SD,1,3,3.0,0,0,0.0,3,0,0
C Williams,TB,8,13,1.6,0,2,25.0,7,0,0
D Hester,CHI,1,-1,-1.0,0,0,0.0,-1,0,0
D Anderson,ARZ,3,16,5.3,0,2,66.7,11,0,0
J Harrison,PHI,2,6,3.0,0,0,0.0,5,0,0
L Vickers,CLE,3,6,2.0,0,1,33.3,2,0,0
M Bell,CLE,6,7,1.2,0,0,0.0,3,0,0
