Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
D Gettis,CAR,2,92,4,46.0,1,1,50.0,88,0,0
T Houshmandzadeh,BAL,2,79,2,39.5,1,2,100.0,56,0,0
M Wallace,PIT,3,116,6,38.7,1,3,100.0,52,0,0
L Evans,BUF,2,72,8,36.0,0,2,100.0,54,0,0
P Crayton,SD,3,105,4,35.0,1,3,100.0,49,0,0
M Jones-Drew,JAX,3,87,3,29.0,0,1,33.3,75,0,0
J Dreessen,HOU,4,106,4,26.5,1,4,100.0,43,0,0
R Gronkowski,NE,1,25,1,25.0,0,1,100.0,25,0,0
N Washington,TEN,5,117,9,23.4,0,4,80.0,52,0,0
J Gage,TEN,1,23,1,23.0,0,1,100.0,23,0,0
E Moore,CLE,3,69,3,23.0,0,2,66.7,38,0,0
B Jacobs,NYG,1,22,2,22.0,0,1,100.0,22,0,0
M Stovall,TB,1,22,2,22.0,0,1,100.0,22,0,0
F Davis,WSH,2,44,4,22.0,0,2,100.0,23,0,0
G Jennings,GB,7,152,9,21.7,3,5,71.4,47,0,0
B Edwards,NYJ,4,86,6,21.5,1,4,100.0,42,0,0
T Owens,CIN,3,63,9,21.0,1,3,100.0,48,0,0
M Tolbert,SD,2,42,2,21.0,0,2,100.0,28,0,0
P Turner,NYJ,1,21,1,21.0,0,0,0.0,21,0,0
A Brown,PIT,1,21,1,21.0,0,1,100.0,21,0,0
G Lewis,MIN,2,40,4,20.0,0,1,50.0,29,0,0
J Avant,PHI,2,39,4,19.5,0,2,100.0,24,0,0
A Hall,TEN,1,19,1,19.0,0,1,100.0,19,0,0
D Anderson,HOU,2,38,4,19.0,0,1,50.0,35,0,0
S Rice,MIN,3,56,10,18.7,0,3,100.0,20,0,0
S Breaston,ARZ,5,92,12,18.4,0,5,100.0,27,0,0
M Williams,SEA,6,109,7,18.2,0,4,66.7,68,0,0
D Bowe,KC,6,109,8,18.2,2,4,66.7,38,0,0
S Holmes,NYJ,7,126,12,18.0,2,6,85.7,41,0,0
E Weems,ATL,1,18,1,18.0,0,1,100.0,18,0,0
M Williams,TB,3,54,3,18.0,1,3,100.0,33,0,0
S Moss,WSH,6,106,9,17.7,1,6,100.0,48,1,0
E Sanders,PIT,2,35,4,17.5,1,2,100.0,22,0,0
B Obomanu,SEA,5,87,6,17.4,1,4,80.0,42,0,0
S Johnson,BUF,8,137,11,17.1,3,7,87.5,36,0,0
D Henderson,NO,1,17,1,17.0,0,1,100.0,17,0,0
J Jones,GB,3,51,5,17.0,1,3,100.0,39,0,0
R Meachem,NO,3,50,3,16.7,2,3,100.0,32,0,0
J Gresham,CIN,2,33,3,16.5,0,2,100.0,18,0,0
A Fasano,MIA,1,16,1,16.0,0,1,100.0,16,0,0
A Peterson,MIN,1,16,4,16.0,0,1,100.0,16,0,0
I Redman,PIT,1,16,1,16.0,1,1,100.0,16,0,0
P Hillis,CLE,6,95,8,15.8,1,3,50.0,47,0,0
D Stallworth,BAL,1,15,1,15.0,0,1,100.0,15,0,0
L Fitzgerald,ARZ,6,90,11,15.0,1,6,100.0,24,0,0
M Barber,DAL,1,15,1,15.0,0,1,100.0,15,0,0
M Crabtree,SF,1,15,2,15.0,0,1,100.0,15,0,0
B Banks,WSH,1,15,1,15.0,0,1,100.0,15,0,0
J Graham,NO,5,72,8,14.4,0,5,100.0,27,0,0
L Moore,NO,3,43,5,14.3,0,2,66.7,29,0,0
