Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
B Edwards,NYJ,1,52,2,52.0,1,1,100.0,52,0,0
A Armstrong,WSH,2,84,9,42.0,1,2,100.0,64,0,0
B Tate,NE,2,82,3,41.0,1,2,100.0,42,0,0
N Washington,TEN,1,38,4,38.0,0,1,100.0,38,0,0
M Wallace,PIT,3,105,5,35.0,1,3,100.0,56,0,0
J Ford,OAK,1,35,2,35.0,0,1,100.0,35,0,0
V Davis,SF,3,96,6,32.0,1,3,100.0,59,0,0
M Austin,DAL,2,62,3,31.0,0,2,100.0,31,0,0
M Floyd,SD,2,57,9,28.5,0,2,100.0,41,0,0
R Martin,SEA,3,85,3,28.3,0,3,100.0,61,0,0
D Clowney,CAR,2,56,4,28.0,0,1,50.0,31,0,0
M Manningham,NYG,4,101,7,25.3,1,1,25.0,92,0,0
J Dreessen,HOU,2,50,2,25.0,0,1,50.0,41,0,0
G Jennings,GB,4,97,10,24.3,0,3,75.0,46,0,0
R Mendenhall,PIT,1,24,1,24.0,0,1,100.0,24,0,0
J Edelman,NE,3,72,5,24.0,0,3,100.0,40,0,0
M Moore,MIA,2,46,7,23.0,0,2,100.0,29,0,0
J Hill,JAX,3,68,4,22.7,0,2,66.7,44,0,0
M Stovall,TB,2,45,2,22.5,0,1,50.0,38,0,0
J Avant,PHI,1,21,4,21.0,0,1,100.0,21,0,0
D Graham,DEN,2,41,5,20.5,0,1,50.0,25,0,0
T Ginn Jr.,SF,2,41,4,20.5,1,1,50.0,37,0,0
T Austin,WSH,2,41,3,20.5,0,2,100.0,28,0,0
L Naanee,SD,4,79,9,19.8,0,4,100.0,26,0,0
J Morgan,SF,3,59,4,19.7,0,2,66.7,32,0,0
J Nelson,GB,2,39,2,19.5,0,1,50.0,25,0,0
B Marshall,MIA,5,97,12,19.4,0,4,80.0,35,0,0
H Douglas,ATL,1,19,1,19.0,0,1,100.0,19,0,0
R Moss,TEN,1,18,1,18.0,0,1,100.0,18,0,0
K Walter,HOU,3,54,5,18.0,0,2,66.7,23,0,0
T Heap,BAL,3,53,4,17.7,0,1,33.3,37,0,0
V Jackson,SD,3,53,5,17.7,0,2,66.7,26,0,0
B Robiskie,CLE,2,35,6,17.5,1,2,100.0,20,0,0
S Holmes,NYJ,1,17,1,17.0,1,1,100.0,17,0,0
D Walker,SF,1,17,3,17.0,0,1,100.0,17,0,0
K Britt,TEN,5,85,9,17.0,1,5,100.0,22,0,0
K Sperry,SD,1,17,1,17.0,0,1,100.0,17,0,0
T Moeaki,KC,1,17,6,17.0,0,1,100.0,17,0,0
R Gronkowski,NE,6,102,10,17.0,1,6,100.0,28,0,0
S Ajirotutu,SD,1,17,2,17.0,0,1,100.0,17,0,0
M Massaquoi,CLE,3,50,7,16.7,0,2,66.7,31,0,0
P Parker,TB,2,33,3,16.5,0,2,100.0,21,0,0
B Johnson,DET,3,49,5,16.3,0,2,66.7,23,0,0
D Briscoe,TB,4,65,5,16.3,1,2,50.0,54,0,0
D Hester,CHI,1,16,5,16.0,0,1,100.0,16,0,0
D Ware,NYG,1,16,1,16.0,0,1,100.0,16,0,0
E Sanders,PIT,1,16,2,16.0,0,1,100.0,16,0,0
B LaFell,CAR,4,63,8,15.8,0,3,75.0,28,0,0
D McCluster,KC,1,15,7,15.0,0,1,100.0,15,0,0
B Lloyd,DEN,5,73,14,14.6,1,5,100.0,17,0,0
