Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
K Wilson,SD,1,37,1,37.0,0,1,100.0,37,0,0
B Obomanu,SEA,1,36,1,36.0,1,1,100.0,36,0,0
S Ajirotutu,SD,4,111,5,27.8,2,4,100.0,55,0,0
M Jenkins,ATL,2,55,4,27.5,0,2,100.0,43,0,0
K Smith,DET,1,27,1,27.0,0,1,100.0,27,0,0
B Edwards,NYJ,3,78,8,26.0,1,1,33.3,74,1,1
J Ford,OAK,6,148,9,24.7,0,6,100.0,47,0,0
B Watson,CLE,1,24,4,24.0,0,1,100.0,24,0,0
P Crayton,SD,3,70,4,23.3,0,3,100.0,47,0,0
M Spurlock,TB,2,46,2,23.0,0,2,100.0,43,0,0
S Holmes,NYJ,5,114,9,22.8,0,4,80.0,52,0,0
M Williams,TB,4,89,10,22.3,1,3,75.0,58,0,0
S Morris,NE,1,22,1,22.0,0,1,100.0,22,0,0
M Wallace,PIT,5,110,7,22.0,1,3,60.0,39,1,0
H Nicks,NYG,6,128,13,21.3,1,6,100.0,46,0,0
B Hartline,MIA,4,85,5,21.3,0,4,100.0,34,0,0
J Avant,PHI,2,41,5,20.5,0,2,100.0,34,0,0
B Robiskie,CLE,1,20,1,20.0,0,1,100.0,20,0,0
D Woodhead,NE,2,38,5,19.0,0,2,100.0,26,0,0
A Foster,HOU,4,70,6,17.5,0,3,75.0,33,0,0
T Houshmandzadeh,BAL,2,34,2,17.0,0,1,50.0,23,0,0
E Moore,CLE,1,17,1,17.0,0,1,100.0,17,0,0
J Dray,ARZ,1,17,1,17.0,0,1,100.0,17,0,0
V Shiancoe,MIN,4,66,5,16.5,1,2,50.0,25,0,0
G Camarillo,MIN,4,66,5,16.5,0,3,75.0,31,0,0
J Knox,CHI,3,49,5,16.3,0,3,100.0,24,0,0
J Graham,NO,3,49,4,16.3,1,3,100.0,19,0,0
N Burleson,DET,7,113,8,16.1,1,7,100.0,36,0,0
A Peterson,MIN,4,63,4,15.8,1,4,100.0,33,0,0
D Brown,IND,3,47,3,15.7,0,3,100.0,20,0,0
D Jackson,PHI,7,109,8,15.6,1,6,85.7,58,0,0
J Jones,GB,8,123,9,15.4,1,7,87.5,31,1,0
L Fitzgerald,ARZ,7,107,10,15.3,0,5,71.4,30,0,0
C Johnson,CIN,1,15,7,15.0,0,0,0.0,15,0,0
D Keller,NYJ,4,59,5,14.8,0,3,75.0,25,0,0
J Witten,DAL,3,44,4,14.7,0,2,66.7,30,0,0
J Cotchery,NYJ,2,29,5,14.5,0,1,50.0,18,0,0
M Massaquoi,CLE,4,58,4,14.5,0,4,100.0,22,0,0
A Roberts,ARZ,2,29,2,14.5,1,1,50.0,30,0,0
T Owens,CIN,10,141,14,14.1,2,8,80.0,27,0,0
C Taylor,CHI,1,14,1,14.0,0,1,100.0,14,0,0
A Boldin,BAL,2,28,7,14.0,0,2,100.0,20,0,0
W McGahee,BAL,3,42,3,14.0,1,1,33.3,32,0,0
M Manningham,NYG,4,56,4,14.0,0,1,25.0,32,0,0
P Harvin,MIN,9,126,12,14.0,0,6,66.7,28,0,0
B White,IND,3,42,5,14.0,0,2,66.7,33,0,0
A Benn,TB,1,14,1,14.0,1,1,100.0,14,0,0
R Rice,BAL,7,97,8,13.9,0,5,71.4,34,0,0
J Dreessen,HOU,5,67,8,13.4,0,2,40.0,24,0,0
S Johnson,BUF,11,145,14,13.2,0,6,54.5,45,0,0
