Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
D Mason,BAL,1,42,2,42.0,0,1,100.0,42,0,0
M Reece,OAK,2,79,6,39.5,1,1,50.0,73,0,0
J Knox,CHI,2,78,7,39.0,1,2,100.0,67,0,0
D Williams,TEN,1,39,1,39.0,0,1,100.0,39,0,0
B Celek,PHI,2,72,3,36.0,1,1,50.0,65,0,0
K Sperry,SD,1,35,1,35.0,0,1,100.0,35,0,0
J Gaffney,DEN,1,32,2,32.0,0,1,100.0,32,0,0
J Carlson,SEA,1,31,1,31.0,0,1,100.0,31,0,0
D Jones,BUF,1,29,4,29.0,0,1,100.0,29,0,0
M Sellers,WSH,1,27,3,27.0,0,1,100.0,27,0,0
D Bowe,KC,2,53,6,26.5,0,2,100.0,28,0,0
R Gronkowski,NE,1,25,2,25.0,0,1,100.0,25,0,0
K Washington,SD,2,49,2,24.5,0,1,50.0,36,0,0
F Jones,DAL,2,47,3,23.5,0,2,100.0,32,0,0
V Jackson,SD,5,112,7,22.4,3,5,100.0,58,0,0
A Caldwell,CIN,4,89,6,22.3,0,4,100.0,53,0,0
K Britt,TEN,6,128,9,21.3,0,6,100.0,59,0,0
S Breaston,ARZ,2,42,5,21.0,0,2,100.0,35,0,0
M Thomas,JAX,3,63,5,21.0,0,2,66.7,39,0,0
D Nelson,BUF,3,61,3,20.3,1,3,100.0,23,0,0
B Leonard,CIN,1,20,1,20.0,0,1,100.0,20,0,0
J Hill,JAX,2,40,5,20.0,0,2,100.0,26,0,0
D Heyward-Bey,OAK,1,20,2,20.0,0,1,100.0,20,0,0
A Armstrong,WSH,5,100,6,20.0,0,4,80.0,47,0,0
B Lloyd,DEN,4,79,5,19.8,1,3,75.0,33,0,0
K Boss,NYG,3,59,6,19.7,1,3,100.0,36,0,0
B Johnson,DET,1,19,6,19.0,0,1,100.0,19,0,0
M Spurlock,TB,1,19,1,19.0,0,1,100.0,19,0,0
J Jones,GB,5,95,8,19.0,1,2,40.0,66,0,0
C Johnson,CIN,2,36,3,18.0,0,1,50.0,20,0,0
G Camarillo,MIN,1,18,2,18.0,0,1,100.0,18,0,0
D Henderson,NO,3,53,4,17.7,0,3,100.0,26,0,0
N Roosevelt,BUF,2,35,3,17.5,0,2,100.0,24,0,0
D Jackson,PHI,3,52,8,17.3,0,2,66.7,30,1,1
H Ward,PIT,2,34,3,17.0,0,2,100.0,18,0,0
C Buckhalter,DEN,1,17,2,17.0,0,1,100.0,17,0,0
M Lynch,SEA,1,17,1,17.0,0,1,100.0,17,0,0
D Branch,NE,2,33,2,16.5,0,2,100.0,17,0,0
E Dickson,BAL,2,33,2,16.5,1,1,50.0,34,0,0
B Robiskie,CLE,5,82,6,16.4,1,3,60.0,46,0,0
T Jones,KC,1,16,1,16.0,0,1,100.0,16,0,0
M Jenkins,ATL,3,48,4,16.0,1,3,100.0,24,0,0
J King,CAR,1,16,1,16.0,1,1,100.0,16,0,0
J Nelson,GB,1,16,2,16.0,0,1,100.0,16,0,0
R Rice,BAL,5,80,7,16.0,1,3,60.0,32,0,0
B White,IND,1,16,2,16.0,0,1,100.0,16,0,0
M Williams,TB,6,96,11,16.0,1,4,66.7,26,0,0
J Ford,OAK,3,47,5,15.7,0,2,66.7,25,0,0
C Johnson,DET,10,152,12,15.2,0,9,90.0,30,0,0
J Morgan,SF,7,106,9,15.1,0,4,57.1,36,0,0
