Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
D Stallworth,BAL,1,67,2,67.0,0,1,100.0,67,0,0
R Meachem,NO,3,106,3,35.3,1,3,100.0,52,0,0
J Best,DET,1,32,1,32.0,0,1,100.0,32,0,0
V Davis,SF,4,126,6,31.5,1,4,100.0,66,0,0
D Jackson,PHI,3,84,5,28.0,0,3,100.0,33,0,0
E Decker,DEN,1,28,1,28.0,0,1,100.0,28,0,0
A Benn,TB,1,28,5,28.0,0,1,100.0,28,0,0
D Woodhead,NE,4,104,4,26.0,0,3,75.0,50,0,0
J Gage,TEN,1,25,4,25.0,0,1,100.0,25,0,0
A Johnson,HOU,6,149,9,24.8,0,6,100.0,42,0,0
L Evans,BUF,3,72,6,24.0,0,3,100.0,26,0,0
J Graham,NO,3,72,3,24.0,0,1,33.3,52,0,0
A Boldin,BAL,5,118,9,23.6,1,4,80.0,61,0,0
C Morrah,SEA,3,69,4,23.0,0,2,66.7,36,0,0
C Johnson,DET,3,66,5,22.0,1,3,100.0,46,0,0
S Ajirotutu,SD,2,44,8,22.0,0,2,100.0,25,0,0
M Colston,NO,3,65,4,21.7,1,3,100.0,43,0,0
D Branch,NE,3,64,7,21.3,1,2,66.7,25,0,0
V Leach,HOU,1,21,1,21.0,0,1,100.0,21,0,0
S Rice,MIN,5,105,6,21.0,2,4,80.0,46,0,0
H Douglas,ATL,1,21,3,21.0,0,1,100.0,21,0,0
S Breaston,ARZ,3,62,6,20.7,0,3,100.0,26,0,0
G Jennings,GB,6,122,7,20.3,2,3,50.0,57,0,0
M Massaquoi,CLE,4,81,7,20.3,0,2,50.0,37,0,0
B Obomanu,SEA,2,40,4,20.0,0,2,100.0,27,0,0
B Edwards,NYJ,2,39,7,19.5,0,2,100.0,24,0,0
B Bajema,STL,2,39,4,19.5,0,2,100.0,26,0,0
C Johnson,CIN,5,96,10,19.2,0,5,100.0,33,0,0
C Stevens,TEN,1,19,3,19.0,0,0,0.0,19,0,0
D Driver,GB,4,73,8,18.3,1,2,50.0,61,0,0
S Smith,CAR,3,54,10,18.0,0,1,33.3,39,0,0
S Johnson,BUF,2,36,4,18.0,0,2,100.0,28,0,0
M Forte,CHI,2,36,3,18.0,0,2,100.0,20,0,0
M Manningham,NYG,2,36,5,18.0,0,2,100.0,23,0,0
F Davis,WSH,1,18,1,18.0,0,1,100.0,18,0,0
L Murphy,OAK,2,36,4,18.0,0,1,50.0,37,0,0
D Anderson,HOU,1,17,1,17.0,0,1,100.0,17,0,0
M Lynch,SEA,1,17,1,17.0,0,1,100.0,17,0,0
D Amendola,STL,1,17,2,17.0,0,1,100.0,17,0,0
A Hernandez,NE,3,51,5,17.0,1,3,100.0,35,0,0
E Sanders,PIT,3,49,6,16.3,0,2,66.7,28,0,0
A Armstrong,WSH,6,97,10,16.2,1,3,50.0,33,1,1
R Williams,DAL,2,32,2,16.0,0,2,100.0,22,0,0
B Jackson,GB,4,63,4,15.8,0,2,50.0,37,0,0
B Lloyd,DEN,2,31,11,15.5,0,2,100.0,18,0,0
L Fitzgerald,ARZ,4,61,11,15.3,0,4,100.0,19,0,0
M Wallace,PIT,5,76,7,15.2,0,3,60.0,24,0,0
M Crabtree,SF,3,45,8,15.0,0,2,66.7,39,0,0
E Bennett,CHI,7,104,8,14.9,0,7,100.0,33,0,0
M Floyd,SD,5,72,11,14.4,0,3,60.0,24,0,0
