Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
D Jackson,PHI,4,210,8,52.5,1,4,100.0,91,0,0
J Hill,JAX,1,48,1,48.0,1,1,100.0,48,0,0
H Douglas,ATL,1,46,1,46.0,0,1,100.0,46,0,0
C Johnson,DET,1,44,8,44.0,0,1,100.0,44,0,0
L Robinson,STL,2,61,7,30.5,0,2,100.0,32,0,0
A Benn,TB,4,122,4,30.5,0,3,75.0,64,0,0
D McFadden,OAK,3,86,3,28.7,1,2,66.7,67,0,0
S Holmes,NYJ,2,57,9,28.5,0,2,100.0,42,0,0
J Morgan,SF,3,82,3,27.3,1,3,100.0,46,0,0
R Wayne,IND,4,106,7,26.5,0,2,50.0,50,0,0
K Winslow,TB,2,52,4,26.0,1,2,100.0,41,0,0
K Toston,STL,1,23,1,23.0,0,1,100.0,23,0,0
T Owens,CIN,1,22,6,22.0,0,1,100.0,22,0,0
J Ford,OAK,2,43,5,21.5,0,1,50.0,27,0,0
J Graham,NO,1,21,1,21.0,0,1,100.0,21,0,0
D Heyward-Bey,OAK,2,40,3,20.0,0,2,100.0,24,0,0
B Tate,NE,2,40,3,20.0,0,1,50.0,28,0,0
K Williams,WSH,3,60,7,20.0,0,2,66.7,36,0,0
D Branch,NE,8,151,10,18.9,1,6,75.0,59,0,0
R Martin,SEA,4,73,6,18.3,1,3,75.0,36,0,0
O Daniels,HOU,5,91,11,18.2,0,4,80.0,30,0,0
M Forte,CHI,2,36,6,18.0,0,1,50.0,30,0,0
E Bennett,CHI,3,53,7,17.7,0,3,100.0,33,0,0
B Edwards,NYJ,1,17,2,17.0,0,1,100.0,17,0,0
Z Miller,OAK,4,68,5,17.0,0,3,75.0,29,0,0
T Choice,DAL,1,17,1,17.0,0,1,100.0,17,0,0
B Gibson,STL,4,67,7,16.8,0,2,50.0,32,0,0
K Washington,SD,3,50,3,16.7,0,2,66.7,20,0,0
A Fasano,MIA,2,33,2,16.5,0,1,50.0,28,0,0
J Gaffney,DEN,3,48,8,16.0,0,2,66.7,20,0,0
O Mughelli,ATL,1,16,2,16.0,0,1,100.0,16,0,0
N Washington,TEN,3,48,7,16.0,0,3,100.0,21,0,0
D Aromashodu,CHI,1,16,1,16.0,0,1,100.0,16,0,0
M Wallace,PIT,5,78,9,15.6,0,4,80.0,33,0,0
A Johnson,HOU,9,140,14,15.6,2,7,77.8,46,0,0
P Garcon,IND,6,93,7,15.5,2,5,83.3,43,0,0
C Baker,SEA,1,15,2,15.0,0,1,100.0,15,0,0
J Stupar,BUF,3,45,3,15.0,0,2,66.7,35,0,0
M Williams,TB,1,15,5,15.0,0,1,100.0,15,0,0
B Westbrook,SF,6,87,6,14.5,1,2,33.3,62,0,0
V Jackson,SD,2,29,3,14.5,0,2,100.0,19,0,0
H Ward,PIT,8,115,10,14.4,0,4,50.0,29,0,0
W Welker,NE,8,115,13,14.4,0,5,62.5,24,0,0
M Massaquoi,CLE,3,43,6,14.3,0,1,33.3,34,0,0
M Lewis,JAX,4,57,4,14.3,1,4,100.0,20,0,0
M Sellers,WSH,2,28,3,14.0,0,1,50.0,25,0,0
C McIntyre,BUF,1,14,1,14.0,0,1,100.0,14,0,0
L Moore,NO,5,70,6,14.0,1,5,100.0,31,0,0
V Davis,SF,5,70,7,14.0,1,2,40.0,42,0,0
D Nance,GB,1,14,1,14.0,0,1,100.0,14,0,0
