Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
D Jackson,PHI,1,34,1,34.0,1,1,100.0,34,0,0
T Crabtree,GB,1,33,1,33.0,0,1,100.0,33,0,0
D Bryant,DAL,1,31,2,31.0,1,1,100.0,31,0,0
M Wallace,PIT,3,90,6,30.0,1,3,100.0,50,0,0
C Johnson,DET,5,146,7,29.2,1,3,60.0,87,0,0
L Moore,NO,2,57,4,28.5,1,2,100.0,41,0,0
P Garcon,IND,4,103,7,25.8,1,4,100.0,57,0,0
H Miller,PIT,2,50,4,25.0,1,2,100.0,36,0,0
D Keller,NYJ,3,75,6,25.0,0,3,100.0,41,0,0
Z Miller,OAK,2,48,4,24.0,0,2,100.0,26,0,0
J Knox,CHI,5,120,11,24.0,0,4,80.0,67,0,0
R Gronkowski,NE,1,24,1,24.0,0,0,0.0,24,0,0
A Quarless,GB,1,23,2,23.0,0,1,100.0,23,0,0
J Maclin,PHI,7,159,7,22.7,2,6,85.7,83,0,0
G Jennings,GB,6,133,7,22.2,1,3,50.0,86,0,0
A Fasano,MIA,1,22,2,22.0,1,1,100.0,22,0,0
E Moore,CLE,4,84,5,21.0,0,3,75.0,34,0,0
M Gilyard,STL,1,21,3,21.0,0,1,100.0,21,0,0
D Aromashodu,CHI,2,40,5,20.0,0,1,50.0,34,0,0
M Jenkins,ATL,5,99,11,19.8,0,4,80.0,42,0,0
P Crayton,SD,6,117,7,19.5,0,5,83.3,29,0,0
B Westbrook,SF,1,19,1,19.0,0,1,100.0,19,0,0
B White,IND,1,19,1,19.0,0,1,100.0,19,0,0
B Lloyd,DEN,4,74,10,18.5,0,4,100.0,29,0,0
E Sanders,PIT,2,37,2,18.5,0,2,100.0,22,0,0
E Bennett,CHI,3,55,6,18.3,0,2,66.7,36,0,0
J Galloway,WSH,1,18,4,18.0,0,1,100.0,18,0,0
D Bowe,KC,6,108,9,18.0,2,6,100.0,42,0,0
D Alexander,STL,4,72,5,18.0,1,3,75.0,38,0,0
R Meachem,NO,4,71,5,17.8,1,3,75.0,42,0,0
J Witten,DAL,3,52,5,17.3,0,2,66.7,30,0,0
A Johnson,HOU,8,138,13,17.3,1,6,75.0,44,0,0
S Stroughter,TB,3,51,9,17.0,0,2,66.7,27,0,0
D Thomas,DEN,1,17,4,17.0,1,1,100.0,17,0,0
C Ivory,NO,1,17,1,17.0,0,1,100.0,17,0,0
K Britt,TEN,2,33,5,16.5,1,2,100.0,23,0,0
T Heap,BAL,3,49,4,16.3,1,3,100.0,17,0,0
J Morgan,SF,3,49,6,16.3,0,1,33.3,35,0,0
C Baker,SEA,1,16,2,16.0,0,1,100.0,16,0,0
J Nelson,GB,4,64,7,16.0,0,4,100.0,24,0,0
O Daniels,HOU,5,79,7,15.8,0,4,80.0,27,0,0
A Boldin,BAL,4,63,6,15.8,1,3,75.0,25,0,0
A Hernandez,NE,4,61,6,15.3,0,2,50.0,30,0,0
B Watson,CLE,6,88,9,14.7,1,5,83.3,23,0,0
M Crabtree,SF,4,57,6,14.3,1,3,75.0,32,0,0
R White,ATL,6,83,11,13.8,0,5,83.3,25,0,0
J Gaffney,DEN,6,81,8,13.5,0,4,66.7,27,0,0
K Boss,NYG,2,27,3,13.5,0,1,50.0,25,0,0
M Forte,CHI,3,40,7,13.3,0,2,66.7,19,0,0
B Scaife,TEN,4,53,5,13.3,1,4,100.0,28,0,0
