Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
M Moore,MIA,1,57,4,57.0,1,1,100.0,57,0,0
R Meachem,NO,1,55,1,55.0,0,1,100.0,55,0,0
B Wells,ARZ,1,43,1,43.0,0,1,100.0,43,0,0
T Heap,BAL,2,79,4,39.5,1,2,100.0,65,0,0
D Branch,NE,3,113,5,37.7,2,3,100.0,79,0,0
M Hoomanawanui,STL,1,36,1,36.0,1,1,100.0,36,0,0
A Peterson,MIN,1,34,1,34.0,0,1,100.0,34,0,0
B Obomanu,SEA,5,159,6,31.8,1,3,60.0,87,0,0
J Gilmore,TB,1,30,2,30.0,0,1,100.0,30,0,0
T Beckum,NYG,1,29,1,29.0,0,1,100.0,29,0,0
R Cooper,PHI,1,29,2,29.0,0,1,100.0,29,0,0
D Hester,CHI,3,86,6,28.7,0,3,100.0,39,0,0
A Crumpler,NE,1,27,1,27.0,0,1,100.0,27,0,0
J Ford,OAK,4,108,10,27.0,1,2,50.0,52,0,0
A Armstrong,WSH,2,53,7,26.5,0,1,50.0,45,0,0
K Boss,NYG,3,74,8,24.7,1,3,100.0,32,0,0
D Henderson,NO,4,97,5,24.3,0,3,75.0,57,0,0
C Stuckey,CLE,1,24,1,24.0,0,1,100.0,24,0,0
M Crabtree,SF,2,48,6,24.0,1,2,100.0,38,0,0
E Decker,DEN,2,48,2,24.0,0,1,50.0,38,0,0
V Tucker,KC,1,24,2,24.0,0,1,100.0,24,0,0
G Jennings,GB,5,119,8,23.8,0,4,80.0,35,2,0
D Alexander,STL,4,95,6,23.8,0,4,100.0,45,0,0
B Smith,NYJ,1,23,1,23.0,0,1,100.0,23,0,0
J Knox,CHI,3,68,5,22.7,1,3,100.0,34,0,0
F Jackson,BUF,5,104,5,20.8,1,5,100.0,65,0,0
M Manningham,NYG,3,61,4,20.3,1,3,100.0,26,0,0
C Johnson,DET,4,81,7,20.3,1,4,100.0,34,0,0
S Rice,MIN,1,20,4,20.0,0,1,100.0,20,0,0
B Swain,GB,2,40,2,20.0,0,1,50.0,31,0,0
J Gaffney,DEN,3,59,6,19.7,0,3,100.0,28,0,0
B Lloyd,DEN,4,76,10,19.0,2,4,100.0,41,0,0
R Williams,WSH,1,19,1,19.0,0,1,100.0,19,0,0
R Wallace,MIA,1,19,1,19.0,0,1,100.0,19,0,0
B Hartline,MIA,4,75,7,18.8,0,4,100.0,26,0,0
D Bess,MIA,6,111,9,18.5,0,6,100.0,29,0,0
B LaFell,CAR,2,37,4,18.5,0,1,50.0,28,0,0
L Murphy,OAK,4,73,6,18.3,0,4,100.0,29,0,0
T Houshmandzadeh,BAL,2,36,3,18.0,0,2,100.0,23,0,0
V Shiancoe,MIN,3,54,6,18.0,0,2,66.7,29,0,0
J Gresham,CIN,2,36,7,18.0,0,2,100.0,25,0,0
A Hernandez,NE,1,18,1,18.0,0,1,100.0,18,0,0
M Colston,NO,6,105,9,17.5,0,6,100.0,28,0,0
B Celek,PHI,3,50,8,16.7,1,1,33.3,30,0,0
R Williams,DAL,5,83,8,16.6,0,4,80.0,47,1,1
S Smith,CAR,2,33,5,16.5,0,2,100.0,18,0,0
O Mughelli,ATL,1,16,1,16.0,0,0,0.0,16,0,0
P Cobbs,MIA,2,32,3,16.0,1,1,50.0,29,0,0
V Davis,SF,2,32,4,16.0,0,2,100.0,16,0,0
S Ajirotutu,SD,1,16,2,16.0,0,1,100.0,16,0,0
