Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
F Davis,WSH,1,62,1,62.0,0,1,100.0,62,0,0
G Tate,SEA,1,52,2,52.0,0,1,100.0,52,0,0
G Olsen,CHI,1,39,1,39.0,1,1,100.0,39,0,0
D Fells,STL,1,36,2,36.0,0,1,100.0,36,0,0
R Williams,WSH,1,34,1,34.0,0,1,100.0,34,0,0
D Jackson,PHI,4,135,7,33.8,1,3,75.0,53,0,0
M Crabtree,SF,1,32,3,32.0,0,1,100.0,32,0,0
M Floyd,SD,3,95,4,31.7,1,3,100.0,54,0,0
D Mason,BAL,1,31,6,31.0,1,1,100.0,31,0,0
J Galloway,WSH,3,88,7,29.3,0,2,66.7,62,0,0
J Dreessen,HOU,1,28,1,28.0,0,1,100.0,28,0,0
J Charles,KC,1,27,1,27.0,0,1,100.0,27,0,0
M Williams,TB,2,54,7,27.0,1,2,100.0,35,0,0
D Bryant,DAL,2,52,2,26.0,0,2,100.0,28,0,0
J Finley,GB,4,103,6,25.8,0,4,100.0,34,0,0
J Cribbs,CLE,3,74,5,24.7,1,1,33.3,65,0,0
A Foster,HOU,3,69,4,23.0,0,2,66.7,50,0,0
S Smith,CAR,3,66,8,22.0,1,3,100.0,37,0,0
J Knox,CHI,4,86,5,21.5,0,2,50.0,59,0,0
C Cooley,WSH,3,64,3,21.3,1,2,66.7,35,0,0
K Winslow,TB,4,83,4,20.8,0,4,100.0,40,0,0
J Kleinsasser,MIN,1,20,1,20.0,0,1,100.0,20,0,0
R Cooper,PHI,1,20,3,20.0,0,1,100.0,20,0,0
V Davis,SF,4,78,7,19.5,0,4,100.0,41,0,0
D Hester,CHI,4,77,6,19.3,1,4,100.0,38,0,0
T Owens,CIN,3,57,11,19.0,0,2,66.7,29,0,0
R Moss,TEN,2,38,10,19.0,1,2,100.0,34,0,0
S Morris,NE,1,19,2,19.0,0,1,100.0,19,0,0
D Brown,IND,1,19,1,19.0,0,1,100.0,19,0,0
H Nicks,NYG,2,38,5,19.0,1,2,100.0,31,0,0
M Manningham,NYG,4,75,6,18.8,1,1,25.0,54,0,0
J Gage,TEN,4,74,5,18.5,0,2,50.0,30,0,0
H Evans,NO,1,18,1,18.0,0,1,100.0,18,0,0
A Armstrong,WSH,2,36,2,18.0,0,2,100.0,20,0,0
B Marshall,MIA,4,71,8,17.8,0,3,75.0,46,0,0
B Lloyd,DEN,3,53,4,17.7,0,2,66.7,25,0,0
J Best,DET,9,154,14,17.1,1,5,55.6,75,0,0
R Parrish,BUF,2,34,4,17.0,0,2,100.0,21,0,0
M Jones-Drew,JAX,1,17,1,17.0,0,1,100.0,17,0,0
B Tate,NE,1,17,1,17.0,0,1,100.0,17,0,0
E Dickson,BAL,1,17,2,17.0,0,1,100.0,17,0,0
A Hernandez,NE,6,101,6,16.8,0,4,66.7,46,0,0
K Moreno,DEN,4,67,4,16.8,0,2,50.0,45,0,0
D Clark,IND,5,83,7,16.6,1,3,60.0,50,0,0
M Goodson,CAR,2,33,3,16.5,0,2,100.0,23,0,0
D Keller,NYJ,7,115,9,16.4,1,5,71.4,39,0,0
Z Miller,OAK,3,49,4,16.3,0,3,100.0,24,0,0
D Sproles,SD,4,63,4,15.8,0,2,50.0,43,0,0
D Rosario,CAR,3,47,6,15.7,0,2,66.7,26,0,0
B Watson,CLE,4,62,6,15.5,0,2,50.0,44,0,0
