Player,Team,Rec,Yds,Tgt,Avg,TD,1st,Pct,Lng,Fum,FumL
E Dickson,BAL,1,58,2,58.0,0,1,100.0,58,0,0
G Lewis,MIN,1,33,2,33.0,0,1,100.0,33,0,0
L Murphy,OAK,2,61,4,30.5,0,1,50.0,58,0,0
D Graham,DEN,1,28,1,28.0,0,1,100.0,28,0,0
A Armstrong,WSH,3,84,7,28.0,1,3,100.0,48,0,0
B Lloyd,DEN,5,135,14,27.0,2,5,100.0,44,0,0
M Floyd,SD,8,213,10,26.6,1,7,87.5,55,0,0
N Washington,TEN,1,24,7,24.0,1,1,100.0,24,0,0
M Sellers,WSH,1,22,3,22.0,0,1,100.0,22,0,0
T Heap,BAL,1,22,5,22.0,0,1,100.0,22,0,0
P Crayton,SD,1,22,4,22.0,0,1,100.0,22,0,0
K Britt,TEN,4,86,6,21.5,1,3,75.0,52,0,0
V Davis,SF,5,104,7,20.8,1,4,80.0,36,0,0
R Moss,TEN,4,81,10,20.3,1,4,100.0,37,0,0
R White,ATL,5,101,8,20.2,1,5,100.0,45,0,0
A Peterson,MIN,1,20,3,20.0,0,1,100.0,20,0,0
P Harvin,MIN,5,97,10,19.4,2,5,100.0,34,0,0
A Johnson,HOU,5,95,13,19.0,0,3,60.0,48,0,0
M Austin,DAL,9,166,12,18.4,1,7,77.8,69,0,0
A Gates,SD,5,92,7,18.4,1,5,100.0,28,0,0
L Evans,BUF,5,87,8,17.4,1,2,40.0,45,0,0
K Smith,DET,1,17,2,17.0,0,1,100.0,17,0,0
B Gibson,STL,2,34,6,17.0,0,2,100.0,30,0,0
S Moss,WSH,7,118,12,16.9,0,5,71.4,52,0,0
J Witten,DAL,5,84,9,16.8,1,4,80.0,31,0,0
D Bowe,KC,2,33,8,16.5,0,2,100.0,21,0,0
J Jones,GB,4,65,8,16.3,0,3,75.0,35,0,0
D Zeigler,SF,2,32,2,16.0,0,2,100.0,20,0,0
B LaFell,CAR,1,16,8,16.0,0,1,100.0,16,0,0
J Maclin,PHI,6,95,9,15.8,0,5,83.3,41,0,0
D Mason,BAL,3,47,6,15.7,0,3,100.0,19,0,0
B Celek,PHI,3,47,9,15.7,1,2,66.7,32,0,0
D Henderson,NO,4,61,6,15.3,0,2,50.0,39,0,0
J Peelle,ATL,1,15,2,15.0,0,1,100.0,15,0,0
O Daniels,HOU,3,45,5,15.0,0,3,100.0,19,0,0
D Williams,TEN,2,30,3,15.0,0,1,50.0,23,0,0
S Smith,NYG,6,89,8,14.8,1,4,66.7,45,0,0
T Owens,CIN,7,102,12,14.6,1,3,42.9,43,0,0
D Driver,GB,4,58,8,14.5,0,2,50.0,34,0,0
R Williams,DAL,6,87,8,14.5,1,4,66.7,27,0,0
R Parrish,BUF,4,58,5,14.5,0,2,50.0,23,0,0
R Meachem,NO,4,57,4,14.3,1,2,50.0,35,0,0
M Williams,TB,7,99,11,14.1,1,3,42.9,37,1,1
N Burleson,DET,4,56,6,14.0,1,3,75.0,26,0,0
V Shiancoe,MIN,2,28,7,14.0,0,1,50.0,20,0,0
B Edwards,NYJ,5,70,11,14.0,0,4,80.0,31,0,0
J Nelson,GB,3,42,5,14.0,0,2,66.7,25,0,0
J Knox,CHI,1,14,4,14.0,0,1,100.0,14,0,0
M Colston,NO,7,97,12,13.9,0,3,42.9,27,0,0
S Holmes,NYJ,3,41,9,13.7,0,3,100.0,19,0,0
