Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
D Murray,DAL,17,63,3.7,3,7,41.2,11,0,0
B Tate,CLE,22,102,4.6,3,5,22.7,20,0,0
S Jackson,ATL,23,84,3.7,2,4,17.4,27,0,0
R Jennings,NYG,17,35,2.1,2,4,23.5,9,0,0
A Brown,HOU,14,35,2.5,2,2,14.3,23,0,0
W McGahee,CLE,14,57,4.1,1,7,50.0,11,0,0
R Fitzpatrick,HOU,8,54,6.8,1,5,62.5,16,0,0
F Gore,SF,15,42,2.8,1,1,6.7,10,1,1
R Bush,DET,20,117,5.9,1,6,30.0,23,1,1
F Jackson,BUF,11,42,3.8,1,2,18.2,8,0,0
J Charles,KC,19,93,4.9,1,8,42.1,15,1,0
B Green-Ellis,CIN,20,92,4.6,1,7,35.0,13,1,1
D Brown,SD,14,54,3.9,1,3,21.4,14,0,0
A Smith,ATL,1,38,38.0,1,1,100.0,38,0,0
C Spiller,BUF,15,149,9.9,1,3,20.0,77,0,0
J Bell,DET,19,94,4.9,1,7,36.8,19,0,0
L Blount,PIT,12,44,3.7,1,2,16.7,8,0,0
C Newton,CAR,5,68,13.6,1,3,60.0,56,0,0
J Develin,NE,2,4,2.0,1,2,100.0,3,0,0
A Morris,WSH,11,26,2.4,1,1,9.1,11,0,0
E Manuel,BUF,4,3,0.8,1,2,50.0,1,1,0
C Patterson,MIN,2,27,13.5,1,1,50.0,33,0,0
L Bell,PIT,16,73,4.6,1,4,25.0,43,0,0
C Keenum,HOU,3,6,2.0,1,2,66.7,5,0,0
P Manning,DEN,3,-3,-1.0,0,0,0.0,-1,0,0
S Moss,WSH,1,10,10.0,0,0,0.0,10,0,0
D Brees,NO,1,-1,-1.0,0,0,0.0,-1,0,0
C Palmer,ARZ,1,-1,-1.0,0,0,0.0,-1,0,0
T Romo,DAL,1,-1,-1.0,0,0,0.0,-1,0,0
E Manning,NYG,3,0,0.0,0,0,0.0,2,0,0
B Roethlisberger,PIT,1,11,11.0,0,1,100.0,11,0,0
P Rivers,SD,1,4,4.0,0,1,100.0,4,0,0
S Suisham,PIT,1,-12,-12.0,0,0,0.0,-12,0,0
M Giordano,STL,1,-5,-5.0,0,0,0.0,-5,0,0
R Brown,SD,1,3,3.0,0,0,0.0,3,0,0
S Hill,STL,2,-2,-1.0,0,0,0.0,-1,0,0
M Cassel,MIN,1,0,0.0,0,0,0.0,0,1,0
V Jackson,TB,1,0,0.0,0,0,0.0,0,0,0
D Sproles,PHI,3,11,3.7,0,1,33.3,7,0,0
A Smith,KC,4,46,11.5,0,2,50.0,26,0,0
D Anderson,CAR,1,2,2.0,0,1,100.0,2,0,0
K Clemens,SD,3,21,7.0,0,1,33.3,12,0,0
B Smith,PHI,1,0,0.0,0,0,0.0,0,1,0
J Kuhn,GB,1,2,2.0,0,0,0.0,2,0,0
M Jones-Drew,OAK,23,77,3.3,0,3,13.0,18,0,0
M Lynch,SEA,16,45,2.8,0,1,6.3,14,0,0
A Peterson,MIN,35,211,6.0,0,12,34.3,23,0,0
P Thomas,NO,4,0,0.0,0,0,0.0,4,0,0
L McClain,SD,1,1,1.0,0,1,100.0,1,0,0
M Ryan,ATL,2,17,8.5,0,1,50.0,17,1,1
