Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Forte,CHI,22,110,5.0,2,8,36.4,20,0,0
L Blount,PIT,24,189,7.9,2,7,29.2,36,1,0
K Davis,KC,27,81,3.0,2,5,18.5,18,0,0
D Brees,NO,2,8,4.0,1,1,50.0,9,0,0
F Jackson,BUF,14,60,4.3,1,4,28.6,16,0,0
M Lynch,SEA,23,97,4.2,1,6,26.1,14,0,0
P Thomas,NO,7,20,2.9,1,1,14.3,8,0,0
C Johnson,TEN,27,127,4.7,1,8,29.6,23,1,0
D Brown,SD,12,31,2.6,1,1,8.3,7,0,0
A Dalton,CIN,6,23,3.8,1,1,16.7,9,0,0
J Jernigan,NYG,2,57,28.5,1,1,50.0,49,0,0
T Richardson,IND,8,25,3.1,1,2,25.0,9,0,0
J Grimes,HOU,16,50,3.1,1,5,31.3,12,0,0
B Brown,PHI,2,11,5.5,1,2,100.0,6,0,0
E Lacy,GB,21,66,3.1,1,3,14.3,17,0,0
C Patterson,MIN,2,54,27.0,1,2,100.0,50,0,0
S Richardson,NYJ,2,2,1.0,1,1,50.0,1,0,0
G Smith,NYJ,10,44,4.4,1,3,30.0,12,0,0
L Bell,PIT,20,90,4.5,1,4,20.0,15,0,0
M Hasselbeck,IND,1,-1,-1.0,0,0,0.0,-1,0,0
T Brady,NE,4,-3,-0.8,0,0,0.0,0,1,0
A Boldin,SF,1,11,11.0,0,1,100.0,11,0,0
M Schaub,OAK,2,7,3.5,0,1,50.0,7,1,1
C Palmer,ARZ,1,-1,-1.0,0,0,0.0,-1,0,0
L McCown,NO,1,-2,-2.0,0,0,0.0,-2,0,0
S Jackson,ATL,13,41,3.2,0,3,23.1,17,0,0
B Roethlisberger,PIT,4,9,2.3,0,0,0.0,9,1,0
P Rivers,SD,3,2,0.7,0,0,0.0,2,0,0
K Orton,DAL,1,8,8.0,0,1,100.0,8,0,0
A Rodgers,GB,1,5,5.0,0,1,100.0,5,0,0
R Fitzpatrick,HOU,2,-2,-1.0,0,0,0.0,-1,0,0
M Cassel,MIN,4,5,1.3,0,0,0.0,7,0,0
D Sproles,PHI,3,-1,-0.3,0,1,33.3,5,0,0
F Gore,SF,13,14,1.1,0,0,0.0,8,0,0
R Bush,DET,14,32,2.3,0,2,14.3,8,0,0
K Clemens,SD,2,2,1.0,0,0,0.0,3,0,0
J Kuhn,GB,1,1,1.0,0,1,100.0,1,0,0
J Campbell,CIN,1,6,6.0,0,0,0.0,6,0,0
D Williams,CAR,10,33,3.3,0,1,10.0,24,0,0
M Jones-Drew,OAK,13,39,3.0,0,1,7.7,6,1,1
J Snelling,ATL,5,36,7.2,0,2,40.0,16,0,0
J Battle,TEN,1,16,16.0,0,0,0.0,16,0,0
B Leonard,TB,5,35,7.0,0,3,60.0,24,0,0
E Weddle,SD,1,2,2.0,0,1,100.0,2,0,0
L McClain,SD,1,3,3.0,0,1,100.0,3,0,0
M Ryan,ATL,2,-1,-0.5,0,0,0.0,0,0,0
T Choice,IND,5,18,3.6,0,0,0.0,8,0,0
F Jones,PIT,2,11,5.5,0,1,50.0,11,0,0
P Hillis,NYG,17,56,3.3,0,4,23.5,14,0,0
E Royal,SD,2,17,8.5,0,1,50.0,15,0,0
