Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
D Young,WSH,5,12,2.4,3,3,60.0,4,0,0
C Johnson,TEN,23,150,6.5,2,7,30.4,24,0,0
S Ridley,NE,26,115,4.4,2,9,34.6,13,0,0
G Bernard,CIN,9,79,8.8,2,5,55.6,35,0,0
Z Stacy,STL,27,127,4.7,2,6,22.2,32,0,0
A Peterson,MIN,25,140,5.6,1,6,24.0,52,0,0
M Forte,CHI,24,125,5.2,1,9,37.5,17,0,0
M Tolbert,CAR,6,24,4.0,1,3,50.0,9,0,0
S Greene,TEN,9,38,4.2,1,3,33.3,15,0,0
R Jennings,NYG,15,102,6.8,1,6,40.0,26,0,0
J Starks,GB,6,40,6.7,1,2,33.3,32,1,0
C Ivory,NYJ,18,139,7.7,1,5,27.8,52,0,0
L Blount,PIT,5,47,9.4,1,3,60.0,23,0,0
J Locker,TEN,3,10,3.3,1,1,33.3,6,0,0
C Ponder,MIN,4,29,7.3,1,2,50.0,16,0,0
C Newton,CAR,5,22,4.4,1,3,60.0,12,0,0
J Stewart,OAK,2,2,1.0,1,1,50.0,2,0,0
R Tannehill,MIA,1,1,1.0,1,1,100.0,1,0,0
R Wilson,SEA,6,36,6.0,1,2,33.3,16,0,0
A Morris,WSH,25,121,4.8,1,6,24.0,26,0,0
E Lacy,GB,22,150,6.8,1,7,31.8,56,0,0
G Smith,NYJ,6,18,3.0,1,2,33.3,6,0,0
T Brady,NE,1,-1,-1.0,0,0,0.0,-1,0,0
S Moss,WSH,1,18,18.0,0,1,100.0,18,0,0
D Brees,NO,1,-1,-1.0,0,0,0.0,-1,0,0
J McCown,TB,1,20,20.0,0,1,100.0,20,0,0
W McGahee,CLE,21,31,1.5,0,1,4.8,7,1,1
T Romo,DAL,1,8,8.0,0,1,100.0,8,0,0
V Leach,BAL,1,2,2.0,0,1,100.0,2,0,0
S Jackson,ATL,13,57,4.4,0,1,7.7,13,0,0
B Roethlisberger,PIT,2,-1,-0.5,0,0,0.0,0,0,0
P Rivers,SD,2,14,7.0,0,0,0.0,9,0,0
J Cribbs,NYJ,3,12,4.0,0,1,33.3,9,0,0
A Rodgers,GB,1,9,9.0,0,0,0.0,9,0,0
A Smith,KC,4,7,1.8,0,0,0.0,8,0,0
K Clemens,SD,1,16,16.0,0,1,100.0,16,0,0
J Campbell,CIN,4,20,5.0,0,1,25.0,12,0,0
D Williams,CAR,13,42,3.2,0,1,7.7,9,0,0
F Jackson,BUF,16,77,4.8,0,4,25.0,15,0,0
M Lynch,SEA,21,125,6.0,0,10,47.6,14,0,0
B Leonard,TB,5,20,4.0,0,1,20.0,8,0,0
P Thomas,NO,6,24,4.0,0,2,33.3,9,0,0
M Ryan,ATL,2,2,1.0,0,0,0.0,3,0,0
S Johnson,BUF,1,10,10.0,0,1,100.0,10,0,0
T Choice,IND,5,17,3.4,0,2,40.0,8,0,0
F Jones,PIT,1,5,5.0,0,0,0.0,5,0,0
J Charles,KC,17,90,5.3,0,4,23.5,12,0,0
M Bush,CHI,7,25,3.6,0,0,0.0,9,0,0
D McFadden,OAK,5,12,2.4,0,1,20.0,5,0,0
B Green-Ellis,CIN,21,72,3.4,0,3,14.3,14,0,0
