Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
B Green-Ellis,CIN,17,48,2.8,2,3,17.6,6,0,0
S Greene,TEN,9,46,5.1,2,4,44.4,28,0,0
L McCoy,PHI,29,217,7.5,2,8,27.6,57,0,0
J McCown,TB,3,16,5.3,1,2,66.7,10,0,0
M Lynch,SEA,20,72,3.6,1,1,5.0,11,0,0
P Hillis,NYG,4,11,2.8,1,1,25.0,4,0,0
C Johnson,TEN,12,46,3.8,1,3,25.0,18,0,0
J Charles,KC,19,150,7.9,1,7,36.8,35,0,0
R Mendenhall,ARZ,17,41,2.4,1,3,17.6,11,0,0
K Moreno,MIA,14,78,5.6,1,5,35.7,25,0,0
M Reece,OAK,19,123,6.5,1,3,15.8,63,0,0
J Bell,DET,23,69,3.0,1,3,13.0,8,2,2
T Gerhart,JAX,15,89,5.9,1,3,20.0,41,1,1
C Ivory,NYJ,18,76,4.2,1,3,16.7,15,1,0
R Mathews,SD,29,103,3.6,1,4,13.8,16,0,0
A Dalton,CIN,5,11,2.2,1,1,20.0,8,0,0
D Thomas,MIA,16,105,6.6,1,3,18.8,55,0,0
S Vereen,NE,3,9,3.0,1,1,33.3,6,0,0
N Foles,PHI,6,23,3.8,1,2,33.3,20,1,0
C Polk,PHI,4,50,12.5,1,2,50.0,38,0,0
J Randle,DAL,9,53,5.9,1,4,44.4,19,0,0
M Ball,DEN,15,77,5.1,1,4,26.7,15,0,0
E Lacy,GB,20,65,3.3,1,5,25.0,11,0,0
K Davis,KC,11,30,2.7,1,1,9.1,17,0,0
Z Stacy,STL,14,25,1.8,1,1,7.1,9,0,0
G Smith,NYJ,5,50,10.0,1,3,60.0,32,0,0
A Ellington,ARZ,11,46,4.2,1,2,18.2,21,0,0
B Rainey,TB,22,127,5.8,1,2,9.1,80,0,0
P Manning,DEN,3,-1,-0.3,0,0,0.0,0,0,0
T Brady,NE,2,1,0.5,0,1,50.0,2,0,0
D Brees,NO,3,3,1.0,0,0,0.0,4,0,0
M Schaub,OAK,1,7,7.0,0,0,0.0,7,0,0
W McGahee,CLE,14,33,2.4,0,2,14.3,7,0,0
C Palmer,ARZ,1,-1,-1.0,0,0,0.0,-1,0,0
T Romo,DAL,1,-1,-1.0,0,0,0.0,-1,0,0
V Leach,BAL,1,0,0.0,0,0,0.0,0,0,0
S Jackson,ATL,15,71,4.7,0,5,33.3,22,0,0
B Roethlisberger,PIT,1,8,8.0,0,0,0.0,8,0,0
R Fitzpatrick,HOU,1,4,4.0,0,1,100.0,4,0,0
M Cassel,MIN,2,6,3.0,0,0,0.0,5,0,0
D Sproles,PHI,1,38,38.0,0,1,100.0,38,0,0
F Gore,SF,17,110,6.5,0,3,17.6,51,0,0
A Smith,KC,2,7,3.5,0,1,50.0,4,0,0
K Clemens,SD,2,10,5.0,0,0,0.0,8,0,0
C Whitehurst,TEN,3,-2,-0.7,0,0,0.0,0,0,0
J Campbell,CIN,2,27,13.5,0,2,100.0,21,0,0
D Williams,CAR,13,52,4.0,0,2,15.4,9,0,0
M Jones-Drew,OAK,14,103,7.4,0,2,14.3,48,0,0
J Snelling,ATL,1,-2,-2.0,0,0,0.0,-2,0,0
F Jackson,BUF,5,12,2.4,0,0,0.0,4,0,0
