Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Lynch,SEA,17,54,3.2,2,5,29.4,23,1,0
C Johnson,TEN,17,86,5.1,2,6,35.3,30,0,0
D Brown,SD,14,80,5.7,2,5,35.7,17,0,0
L McCoy,PHI,20,77,3.9,2,3,15.0,16,0,0
M Ball,DEN,8,25,3.1,2,3,37.5,8,0,0
B Rainey,TB,30,163,5.4,2,9,30.0,43,0,0
B Jacobs,NYG,5,9,1.8,1,3,60.0,5,0,0
M Jones-Drew,OAK,14,23,1.6,1,2,14.3,9,0,0
R Mendenhall,ARZ,12,14,1.2,1,2,16.7,5,0,0
R Rice,BAL,25,131,5.2,1,6,24.0,47,0,0
F Summers,BUF,2,4,2.0,1,1,50.0,3,0,0
R Jennings,NYG,22,150,6.8,1,4,18.2,80,0,0
A Smith,ATL,2,88,44.0,1,2,100.0,50,0,0
J Bell,DET,9,49,5.4,1,3,33.3,18,0,0
C Ivory,NYJ,15,98,6.5,1,3,20.0,69,0,0
D Thomas,MIA,10,57,5.7,1,3,30.0,11,0,0
S Ridley,NE,13,48,3.7,1,2,15.4,13,1,1
J Collins,DET,2,3,1.5,1,2,100.0,2,0,0
A Luck,IND,9,31,3.4,1,4,44.4,13,0,0
N Foles,PHI,9,47,5.2,1,4,44.4,14,0,0
E Lacy,GB,14,27,1.9,1,1,7.1,5,0,0
P Manning,DEN,1,0,0.0,0,0,0.0,0,1,1
T Brady,NE,1,3,3.0,0,1,100.0,3,0,0
D Brees,NO,1,-1,-1.0,0,0,0.0,-1,0,0
J McCown,TB,2,-1,-0.5,0,0,0.0,0,0,0
W McGahee,CLE,6,13,2.2,0,1,16.7,6,0,0
C Palmer,ARZ,3,-3,-1.0,0,0,0.0,-1,0,0
V Leach,BAL,1,1,1.0,0,1,100.0,1,0,0
S Jackson,ATL,11,41,3.7,0,2,18.2,15,0,0
E Manning,NYG,1,3,3.0,0,0,0.0,3,0,0
B Roethlisberger,PIT,6,12,2.0,0,0,0.0,10,0,0
P Rivers,SD,2,6,3.0,0,1,50.0,5,0,0
J Cribbs,NYJ,2,9,4.5,0,0,0.0,7,0,0
R Fitzpatrick,HOU,4,26,6.5,0,1,25.0,15,0,0
D Sproles,PHI,3,16,5.3,0,0,0.0,7,0,0
F Gore,SF,13,48,3.7,0,2,15.4,24,0,0
A Smith,KC,5,52,10.4,0,2,40.0,25,1,0
T Jackson,SEA,1,-1,-1.0,0,0,0.0,-1,0,0
R Bush,DET,12,31,2.6,0,1,8.3,6,1,1
J Kuhn,GB,1,12,12.0,0,1,100.0,12,0,0
D Williams,CAR,6,14,2.3,0,0,0.0,6,0,0
F Jackson,BUF,12,34,2.8,0,1,8.3,7,0,0
B Leonard,TB,4,16,4.0,0,1,25.0,6,0,0
A Peterson,MIN,21,65,3.1,0,3,14.3,13,0,0
P Thomas,NO,11,49,4.5,0,3,27.3,10,0,0
J Jones,BAL,1,4,4.0,0,0,0.0,4,0,0
M Forte,CHI,18,83,4.6,0,3,16.7,20,0,0
T Choice,IND,2,1,0.5,0,0,0.0,1,0,0
F Jones,PIT,1,0,0.0,0,0,0.0,0,0,0
P Garcon,WSH,1,9,9.0,0,0,0.0,9,0,0
