Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
A Peterson,MIN,20,75,3.8,2,5,25.0,18,0,0
R Fitzpatrick,HOU,3,13,4.3,1,1,33.3,8,0,0
D Sproles,PHI,5,12,2.4,1,1,20.0,5,0,0
D Williams,CAR,8,46,5.8,1,1,12.5,27,0,0
M Jones-Drew,OAK,21,41,2.0,1,3,14.3,12,0,0
M Lynch,SEA,24,145,6.0,1,8,33.3,37,0,0
P Thomas,NO,17,87,5.1,1,6,35.3,10,0,0
A Brown,HOU,30,115,3.8,1,8,26.7,17,0,0
R Mathews,SD,14,59,4.2,1,2,14.3,35,0,0
D Murray,DAL,16,89,5.6,1,4,25.0,35,0,0
T Pryor,OAK,5,19,3.8,1,3,60.0,10,0,0
M Ingram,NO,14,145,10.4,1,8,57.1,34,0,0
J Todman,JAX,3,11,3.7,1,1,33.3,5,0,0
Z Stacy,STL,26,62,2.4,1,4,15.4,9,0,0
L Bell,PIT,22,57,2.6,1,3,13.6,9,0,0
B Rainey,TB,8,45,5.6,1,2,25.0,31,0,0
P Manning,DEN,2,-1,-0.5,0,0,0.0,0,0,0
M Hasselbeck,IND,1,-1,-1.0,0,0,0.0,-1,0,0
C Palmer,ARZ,2,-2,-1.0,0,0,0.0,-1,0,0
L McCown,NO,2,-2,-1.0,0,0,0.0,-1,0,0
V Leach,BAL,2,2,1.0,0,0,0.0,1,0,0
S Jackson,ATL,9,11,1.2,0,0,0.0,5,0,0
E Manning,NYG,3,-3,-1.0,0,0,0.0,-1,0,0
P Rivers,SD,5,7,1.4,0,0,0.0,3,1,0
R Brown,SD,9,36,4.0,0,2,22.2,7,0,0
M Cassel,MIN,1,-1,-1.0,0,0,0.0,-1,0,0
F Gore,SF,16,82,5.1,0,4,25.0,17,0,0
R Bush,DET,14,105,7.5,0,5,35.7,39,0,0
K Clemens,SD,3,2,0.7,0,0,0.0,2,1,1
J Kuhn,GB,1,2,2.0,0,1,100.0,2,0,0
J Snelling,ATL,1,7,7.0,0,0,0.0,7,0,0
F Jackson,BUF,12,55,4.6,0,2,16.7,11,0,0
B Leonard,TB,20,57,2.9,0,4,20.0,14,0,0
E Weddle,SD,1,2,2.0,0,1,100.0,2,0,0
M Ryan,ATL,3,15,5.0,0,1,33.3,10,0,0
M Forte,CHI,17,33,1.9,0,1,5.9,7,0,0
F Jones,PIT,4,16,4.0,0,0,0.0,9,0,0
P Hillis,NYG,5,21,4.2,0,1,20.0,12,0,0
C Johnson,TEN,12,30,2.5,0,1,8.3,6,1,1
M Bush,CHI,1,0,0.0,0,0,0.0,0,0,0
C Henne,JAX,2,-1,-0.5,0,0,0.0,0,0,0
B Green-Ellis,CIN,9,36,4.0,0,1,11.1,7,0,0
R Mendenhall,ARZ,13,42,3.2,0,3,23.1,12,1,1
M Tolbert,CAR,2,7,3.5,0,1,50.0,4,0,0
J Stewart,CAR,13,41,3.2,0,1,7.7,7,1,0
J Flacco,BAL,1,4,4.0,0,0,0.0,4,0,0
R Rice,BAL,18,30,1.7,0,0,0.0,5,0,0
K Moreno,MIA,15,65,4.3,0,3,20.0,9,0,0
M Stafford,DET,2,-1,-0.5,0,0,0.0,0,1,0
D Brown,SD,2,-1,-0.5,0,0,0.0,1,0,0
