Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Asiata,MIN,30,51,1.7,3,7,23.3,10,0,0
S Jackson,ATL,15,38,2.5,2,4,26.7,11,0,0
R Mendenhall,ARZ,21,69,3.3,2,6,28.6,15,0,0
R Jennings,NYG,23,91,4.0,2,7,30.4,21,0,0
D Brees,NO,2,8,4.0,1,2,100.0,7,0,0
M Cassel,MIN,3,19,6.3,1,2,66.7,12,0,0
R Bush,DET,17,86,5.1,1,4,23.5,19,0,0
M Lynch,SEA,16,47,2.9,1,5,31.3,10,0,0
J Charles,KC,8,20,2.5,1,2,25.0,8,0,0
M Bush,CHI,3,44,14.7,1,2,66.7,40,0,0
M Tolbert,CAR,12,18,1.5,1,2,16.7,5,0,0
R Mathews,SD,29,127,4.4,1,8,27.6,23,0,0
D Murray,DAL,18,134,7.4,1,6,33.3,41,0,0
E Manuel,BUF,10,37,3.7,1,3,30.0,12,1,0
G Bernard,CIN,13,33,2.5,1,3,23.1,7,0,0
E Lacy,GB,21,141,6.7,1,8,38.1,60,0,0
K Davis,KC,9,34,3.8,1,2,22.2,17,0,0
Z Stacy,STL,28,133,4.8,1,5,17.9,40,0,0
S Richardson,NYJ,2,2,1.0,1,1,50.0,1,0,0
L Bell,PIT,24,57,2.4,1,3,12.5,8,0,0
E Baker,CLE,8,38,4.8,1,3,37.5,15,0,0
A Boldin,SF,1,0,0.0,0,0,0.0,0,0,0
C Palmer,ARZ,2,-1,-0.5,0,0,0.0,0,0,0
P Rivers,SD,3,9,3.0,0,1,33.3,11,0,0
R Fitzpatrick,HOU,3,22,7.3,0,1,33.3,17,0,0
R Brown,SD,3,12,4.0,0,1,33.3,6,0,0
D Sproles,PHI,7,24,3.4,0,1,14.3,11,0,0
F Gore,SF,22,86,3.9,0,5,22.7,13,0,0
A Smith,KC,4,17,4.3,0,1,25.0,11,0,0
J Cutler,CHI,3,11,3.7,0,1,33.3,12,0,0
K Clemens,SD,3,5,1.7,0,0,0.0,7,0,0
J Campbell,CIN,1,17,17.0,0,1,100.0,17,0,0
D Williams,CAR,15,81,5.4,0,4,26.7,18,0,0
J Snelling,ATL,1,0,0.0,0,0,0.0,0,0,0
F Jackson,BUF,17,80,4.7,0,4,23.5,19,0,0
B Leonard,TB,1,12,12.0,0,1,100.0,12,0,0
B Fields,MIA,1,0,0.0,0,0,0.0,0,1,1
T Ginn Jr.,ARZ,1,14,14.0,0,1,100.0,14,0,0
P Thomas,NO,8,21,2.6,0,2,25.0,8,0,0
M Ryan,ATL,1,-1,-1.0,0,0,0.0,-1,0,0
M Forte,CHI,24,127,5.3,0,7,29.2,24,0,0
C Lynch,IND,1,3,3.0,0,0,0.0,3,0,0
T Choice,IND,5,18,3.6,0,0,0.0,6,0,0
F Jones,PIT,5,22,4.4,0,1,20.0,12,0,0
P Hillis,NYG,3,8,2.7,0,0,0.0,6,0,0
M Flynn,GB,3,-3,-1.0,0,0,0.0,-1,0,0
C Johnson,TEN,13,40,3.1,0,2,15.4,15,0,0
C Henne,JAX,4,22,5.5,0,2,50.0,11,0,0
B Green-Ellis,CIN,4,4,1.0,0,1,25.0,2,0,0
J Flacco,BAL,2,13,6.5,0,0,0.0,7,0,0
