Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
J Charles,KC,14,115,8.2,2,6,42.9,46,0,0
S Jackson,ATL,16,63,3.9,1,3,18.8,8,0,0
M Jones-Drew,OAK,14,84,6.0,1,4,28.6,44,0,0
A Peterson,MIN,32,146,4.6,1,8,25.0,22,0,0
M Bush,CHI,7,-5,-0.7,1,1,14.3,3,0,0
R Mendenhall,ARZ,13,54,4.2,1,3,23.1,15,0,0
K Moreno,MIA,37,224,6.1,1,11,29.7,18,0,0
D Woodhead,SD,6,25,4.2,1,2,33.3,8,0,0
R Mathews,SD,14,55,3.9,1,4,28.6,13,1,0
C Newton,CAR,7,51,7.3,1,4,57.1,14,0,0
B Bolden,NE,13,58,4.5,1,3,23.1,33,0,0
E Lacy,GB,25,110,4.4,1,7,28.0,17,0,0
T Austin,STL,1,65,65.0,1,1,100.0,65,0,0
B Cunningham,STL,13,109,8.4,1,6,46.2,27,1,0
Z Stacy,STL,12,87,7.3,1,4,33.3,35,0,0
S Tolzien,GB,2,25,12.5,1,2,100.0,19,0,0
P Manning,DEN,1,0,0.0,0,0,0.0,0,1,0
T Brady,NE,2,0,0.0,0,0,0.0,1,0,0
D Brees,NO,4,-6,-1.5,0,0,0.0,8,0,0
J McCown,TB,2,4,2.0,0,0,0.0,3,0,0
N Burleson,CLE,1,0,0.0,0,0,0.0,0,0,0
W McGahee,CLE,4,12,3.0,0,2,50.0,4,0,0
T Romo,DAL,3,1,0.3,0,0,0.0,2,0,0
L Fitzgerald,ARZ,1,4,4.0,0,0,0.0,4,0,0
B Roethlisberger,PIT,2,-3,-1.5,0,0,0.0,-1,0,0
P Rivers,SD,1,1,1.0,0,0,0.0,1,0,0
J Cribbs,NYJ,5,20,4.0,0,0,0.0,7,0,0
R Fitzpatrick,HOU,5,26,5.2,0,1,20.0,10,0,0
R Brown,SD,6,23,3.8,0,1,16.7,13,0,0
B Jacobs,NYG,9,75,8.3,0,4,44.4,37,0,0
F Gore,SF,13,31,2.4,0,1,7.7,8,0,0
A Smith,KC,2,-3,-1.5,0,0,0.0,-1,0,0
R Bush,DET,15,83,5.5,0,2,13.3,39,0,0
K Clemens,SD,3,-3,-1.0,0,0,0.0,-1,0,0
J Campbell,CIN,1,-1,-1.0,0,0,0.0,-1,0,0
D Williams,CAR,10,31,3.1,0,2,20.0,9,0,0
B Leonard,TB,1,3,3.0,0,0,0.0,3,0,0
P Thomas,NO,10,73,7.3,0,4,40.0,18,0,0
M Ryan,ATL,2,10,5.0,0,1,50.0,6,0,0
M Forte,CHI,16,77,4.8,0,6,37.5,26,1,1
F Jones,PIT,2,9,4.5,0,1,50.0,7,0,0
M Flynn,GB,4,24,6.0,0,1,25.0,13,0,0
C Johnson,TEN,20,73,3.7,0,3,15.0,12,0,0
C Henne,JAX,3,3,1.0,0,0,0.0,5,0,0
M Tolbert,CAR,4,23,5.8,0,1,25.0,15,0,0
J Morgan,WSH,1,9,9.0,0,1,100.0,9,0,0
J Stewart,CAR,7,31,4.4,0,2,28.6,12,0,0
R Rice,BAL,16,30,1.9,0,1,6.3,7,0,0
M Stafford,DET,2,6,3.0,0,2,100.0,4,0,0
D Brown,SD,2,1,0.5,0,0,0.0,1,0,0
