Player,Team,Att,Yds,Avg,TD,1st,Pct,Lng,Fum,FumL
M Lynch,SEA,28,98,3.5,2,5,17.9,21,0,0
K Moreno,MIA,13,93,7.2,2,5,38.5,25,0,0
M Vick,NYJ,5,34,6.8,1,3,60.0,11,0,0
B Jacobs,NYG,7,4,0.6,1,2,28.6,5,0,0
J Snelling,ATL,2,19,9.5,1,1,50.0,11,0,0
F Jackson,BUF,12,30,2.5,1,4,33.3,5,0,0
A Bradshaw,IND,15,65,4.3,1,5,33.3,9,0,0
R Mendenhall,ARZ,15,66,4.4,1,5,33.3,11,0,0
M Reece,OAK,2,15,7.5,1,1,50.0,11,0,0
A Foster,HOU,19,79,4.2,1,6,31.6,16,0,0
J Starks,GB,20,132,6.6,1,9,45.0,32,0,0
C Clay,MIA,1,1,1.0,1,1,100.0,1,0,0
B Powell,NYJ,13,48,3.7,1,2,15.4,12,0,0
L Miller,MIA,14,69,4.9,1,3,21.4,14,0,0
B Pierce,BAL,19,57,3.0,1,3,15.8,8,0,0
G Bernard,CIN,8,38,4.8,1,2,25.0,8,0,0
P Manning,DEN,3,-3,-1.0,0,0,0.0,-1,0,0
T Brady,NE,2,-2,-1.0,0,0,0.0,0,0,0
N Burleson,CLE,1,-8,-8.0,0,0,0.0,-8,0,0
C Palmer,ARZ,2,-2,-1.0,0,0,0.0,-1,0,0
T Romo,DAL,2,3,1.5,0,0,0.0,4,0,0
S Jackson,ATL,3,0,0.0,0,0,0.0,2,0,0
J Cotchery,CAR,1,-5,-5.0,0,0,0.0,-5,0,0
B Roethlisberger,PIT,1,6,6.0,0,0,0.0,6,0,0
P Rivers,SD,3,11,3.7,0,1,33.3,12,0,0
A Rodgers,GB,3,-3,-1.0,0,0,0.0,-1,0,0
R Brown,SD,3,15,5.0,0,1,33.3,8,0,0
D Sproles,PHI,7,26,3.7,0,1,14.3,6,0,0
F Gore,SF,9,16,1.8,0,0,0.0,5,0,0
A Smith,KC,8,57,7.1,0,3,37.5,17,0,0
J Cutler,CHI,3,9,3.0,0,1,33.3,9,0,0
R Bush,DET,9,25,2.8,0,2,22.2,8,0,0
L Washington,TEN,1,1,1.0,0,0,0.0,1,0,0
D Williams,CAR,22,85,3.9,0,4,18.2,21,0,0
M Jones-Drew,OAK,10,27,2.7,0,2,20.0,8,0,0
J Battle,TEN,6,13,2.2,0,0,0.0,9,0,0
B Leonard,TB,1,0,0.0,0,0,0.0,0,0,0
A Peterson,MIN,26,100,3.8,0,5,19.2,36,1,1
P Thomas,NO,5,29,5.8,0,2,40.0,11,0,0
M Forte,CHI,20,88,4.4,0,6,30.0,24,1,1
F Jones,PIT,10,37,3.7,0,2,20.0,14,0,0
C Johnson,TEN,25,96,3.8,0,5,20.0,16,0,0
J Charles,KC,16,55,3.4,0,3,18.8,16,0,0
M Bush,CHI,2,0,0.0,0,0,0.0,1,0,0
D McFadden,OAK,19,129,6.8,0,3,15.8,30,1,1
D Avery,KC,1,2,2.0,0,0,0.0,2,0,0
C Henne,JAX,2,9,4.5,0,1,50.0,9,0,0
B Green-Ellis,CIN,22,75,3.4,0,6,27.3,14,0,0
M Tolbert,CAR,6,25,4.2,0,3,50.0,9,0,0
J Flacco,BAL,4,6,1.5,0,0,0.0,9,0,0
