Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Manning,DEN,22,35,62.9,403,11.5,5,2,17,48.6,77,0,0,0,0,118.2
T Brady,NE,29,41,70.7,371,9.0,2,1,20,48.8,50,1,6,0,0,104.8
B Weeden,DAL,24,40,60.0,370,9.3,3,2,13,32.5,95,3,28,2,1,94.8
J McCown,TB,23,36,63.9,355,9.9,2,0,13,36.1,80,4,10,1,0,114.9
R Tannehill,MIA,28,43,65.1,331,7.7,2,1,20,46.5,31,1,3,0,0,94.2
M Stafford,DET,22,35,62.9,330,9.4,3,2,16,45.7,36,1,10,1,1,98.5
M Ryan,ATL,28,47,59.6,311,6.6,1,0,15,31.9,29,6,39,0,0,86.4
R Wilson,SEA,22,30,73.3,310,10.3,3,0,14,46.7,60,1,8,0,0,139.6
C Palmer,ARZ,24,41,58.5,302,7.4,3,2,15,36.6,43,5,42,1,1,85.6
A Smith,KC,26,42,61.9,293,7.0,2,1,12,28.6,28,0,0,0,0,88.7
C Kaepernick,SF,19,28,67.9,275,9.8,1,0,12,42.9,60,4,20,0,0,111.5
C Keenum,HOU,15,30,50.0,272,9.1,0,1,11,36.7,66,1,8,0,0,67.6
C Newton,CAR,18,29,62.1,263,9.1,2,2,14,48.3,36,0,0,0,0,85.8
B Roethlisberger,PIT,28,44,63.6,257,5.8,2,0,15,34.1,29,0,0,0,0,94.6
M McGloin,OAK,18,30,60.0,255,8.5,0,1,12,40.0,35,0,0,0,0,73.6
P Rivers,SD,23,37,62.2,252,6.8,1,1,13,35.1,30,2,9,0,0,80.0
J Flacco,BAL,24,35,68.6,251,7.2,1,0,11,31.4,54,2,14,1,0,98.6
M Cassel,MIN,20,33,60.6,243,7.4,1,1,12,36.4,24,2,9,0,0,80.7
N Foles,PHI,21,34,61.8,237,7.0,3,0,14,41.2,25,5,35,0,0,112.0
E Manning,NYG,22,28,78.6,235,8.4,1,1,10,35.7,22,3,29,0,0,98.7
T Romo,DAL,23,32,71.9,225,7.0,1,0,10,31.3,25,2,17,1,0,101.7
K Clemens,SD,19,37,51.4,218,5.9,1,1,13,35.1,29,3,20,0,0,67.2
E Manuel,BUF,18,32,56.3,210,6.6,1,0,9,28.1,33,0,0,0,0,86.7
R Griffin III,WSH,24,32,75.0,207,6.5,1,0,10,31.3,20,5,23,0,0,102.0
R Fitzpatrick,HOU,21,37,56.8,201,5.4,1,3,11,29.7,35,1,16,1,1,47.2
A Luck,IND,17,32,53.1,200,6.3,0,1,8,25.0,23,5,40,2,0,59.4
C Henne,JAX,22,40,55.0,195,4.9,2,1,12,30.0,25,2,1,0,0,74.5
A Dalton,CIN,14,23,60.9,190,8.3,1,1,6,26.1,50,0,0,0,0,83.6
M Glennon,TB,14,21,66.7,180,8.6,0,1,5,23.8,60,5,40,1,1,73.5
D Brees,NO,23,38,60.5,147,3.9,1,0,7,18.4,20,1,3,1,1,77.4
M Flynn,GB,10,20,50.0,139,7.0,0,1,6,30.0,56,7,37,1,1,51.9
M Simms,NYJ,9,18,50.0,79,4.4,0,1,4,22.2,20,3,22,0,0,38.9
C Ponder,MIN,3,8,37.5,40,5.0,0,0,1,12.5,32,3,24,0,0,54.2
G Smith,NYJ,4,10,40.0,29,2.9,0,1,2,20.0,12,1,8,0,0,8.3
M Jones-Drew,OAK,1,1,100.0,8,8.0,1,0,1,100.0,8,0,0,0,0,139.6
T Austin,STL,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
