Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Manning,DEN,27,42,64.3,462,11.0,7,0,20,47.6,78,3,17,0,0,141.1
E Manning,NYG,27,42,64.3,450,10.7,4,3,18,42.9,70,3,22,0,0,102.3
C Kaepernick,SF,27,39,69.2,412,10.6,3,0,17,43.6,43,2,8,0,0,129.4
J Flacco,BAL,34,62,54.8,362,5.8,2,2,18,29.0,34,4,27,1,0,69.4
D Brees,NO,26,35,74.3,357,10.2,2,1,17,48.6,67,2,16,0,0,113.6
M Stafford,DET,28,43,65.1,357,8.3,2,1,16,37.2,77,0,0,0,0,96.8
M Schaub,OAK,34,45,75.6,346,7.7,3,1,19,42.2,30,2,17,0,0,110.0
A Rodgers,GB,21,37,56.8,333,9.0,3,1,16,43.2,38,2,11,0,0,102.6
R Griffin III,WSH,30,49,61.2,329,6.7,2,2,19,38.8,27,3,21,0,0,77.7
C Palmer,ARZ,26,40,65.0,327,8.2,2,1,19,47.5,44,4,23,2,1,96.6
R Wilson,SEA,25,33,75.8,320,9.7,1,0,13,39.4,43,2,20,1,1,115.7
M Ryan,ATL,25,38,65.8,304,8.0,2,1,14,36.8,50,3,25,0,0,96.8
S Bradford,STL,27,38,71.1,299,7.9,2,1,14,36.8,47,0,0,0,0,100.7
B Weeden,DAL,26,53,49.1,289,5.5,1,3,15,28.3,22,6,45,1,0,48.4
T Brady,NE,29,52,55.8,288,5.5,2,1,18,34.6,35,2,15,0,0,76.4
A Dalton,CIN,26,33,78.8,282,8.5,2,2,12,36.4,45,1,5,0,0,97.2
R Tannehill,MIA,24,38,63.2,272,7.2,1,1,15,39.5,34,4,17,0,0,82.3
T Romo,DAL,36,49,73.5,263,5.4,2,1,17,34.7,23,2,19,0,0,90.8
G Smith,NYJ,24,38,63.2,256,6.7,1,1,12,31.6,26,5,42,1,1,80.6
J Cutler,CHI,21,33,63.6,242,7.3,2,1,12,36.4,38,0,0,0,0,93.2
C Ponder,MIN,18,28,64.3,236,8.4,1,3,11,39.3,47,3,11,0,0,63.1
T Pryor,OAK,19,29,65.5,217,7.5,1,2,10,34.5,41,1,16,0,0,70.6
J Freeman,MIN,15,31,48.4,210,6.8,1,1,10,32.3,39,3,25,0,0,67.9
M Vick,NYJ,15,25,60.0,203,8.1,2,0,11,44.0,28,3,23,0,0,112.6
P Rivers,SD,14,29,48.3,195,6.7,4,1,11,37.9,47,2,12,0,0,95.5
B Roethlisberger,PIT,21,33,63.6,191,5.8,1,1,13,39.4,22,5,28,0,0,76.7
A Luck,IND,18,23,78.3,178,7.7,2,0,9,39.1,25,4,31,0,0,127.9
A Smith,KC,21,34,61.8,173,5.1,2,0,10,29.4,26,1,2,0,0,94.4
E Manuel,BUF,18,27,66.7,150,5.6,2,0,6,22.2,19,0,0,0,0,105.5
J Locker,TEN,11,20,55.0,125,6.3,0,0,6,30.0,25,1,8,0,0,74.0
C Newton,CAR,16,23,69.6,125,5.4,1,0,8,34.8,27,1,6,0,0,97.2
B Gabbert,SF,16,35,45.7,121,3.5,0,2,7,20.0,18,6,50,0,0,30.8
C Henne,JAX,3,6,50.0,36,6.0,0,0,2,33.3,24,0,0,0,0,68.8
J Kerley,NYJ,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
