Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
A Rodgers,GB,34,42,81.0,480,11.4,4,0,18,42.9,57,4,39,0,0,146.0
M Vick,NYJ,23,36,63.9,428,11.9,2,0,15,41.7,70,2,17,1,0,123.4
P Rivers,SD,36,47,76.6,419,8.9,3,0,22,46.8,31,1,6,0,0,124.3
M Ryan,ATL,33,43,76.7,374,8.7,2,0,17,39.5,81,2,17,0,0,117.8
E Manning,NYG,28,49,57.1,362,7.4,1,4,15,30.6,51,1,9,0,0,53.3
S Bradford,STL,32,55,58.2,352,6.4,3,1,18,32.7,47,0,0,0,0,87.8
D Brees,NO,26,46,56.5,322,7.0,1,2,13,28.3,56,4,26,1,0,67.5
A Luck,IND,25,43,58.1,321,7.5,1,1,14,32.6,47,3,6,1,0,79.7
R Griffin III,WSH,26,40,65.0,320,8.0,3,1,15,37.5,44,1,6,0,0,104.2
R Tannehill,MIA,23,34,67.6,319,9.4,1,0,14,41.2,67,5,22,2,1,107.4
P Manning,DEN,30,43,69.8,307,7.1,2,0,18,41.9,36,0,0,0,0,105.5
M Schaub,OAK,26,48,54.2,298,6.2,3,2,15,31.3,32,2,18,0,0,76.6
T Romo,DAL,30,42,71.4,298,7.1,1,0,15,35.7,53,3,17,1,1,99.1
E Manuel,BUF,27,39,69.2,296,7.6,1,1,13,33.3,45,1,9,1,1,89.3
J Cutler,CHI,27,38,71.1,292,7.7,3,2,15,39.5,34,1,8,1,1,97.7
A Dalton,CIN,25,45,55.6,280,6.2,1,0,12,26.7,61,0,0,0,0,81.7
M Stafford,DET,24,36,66.7,278,7.7,2,0,11,30.6,72,1,5,0,0,108.3
B Roethlisberger,PIT,20,37,54.1,251,6.8,1,1,11,29.7,43,2,17,0,0,73.1
C Palmer,ARZ,22,39,56.4,248,6.4,1,1,12,30.8,36,1,4,0,0,73.5
C Henne,JAX,25,38,65.8,241,6.3,1,0,12,31.6,30,5,27,0,0,92.1
C Newton,CAR,21,38,55.3,229,6.0,2,1,12,31.6,40,6,46,0,0,79.8
C Ponder,MIN,16,30,53.3,227,7.6,1,1,9,30.0,37,1,0,0,0,75.3
B Weeden,DAL,21,33,63.6,227,6.9,0,0,11,33.3,53,5,39,0,0,83.8
A Smith,KC,21,36,58.3,223,6.2,2,0,12,33.3,31,4,24,0,0,95.0
G Smith,NYJ,15,35,42.9,214,6.1,0,3,8,22.9,37,4,25,0,0,27.6
J Flacco,BAL,22,33,66.7,211,6.4,1,0,13,39.4,27,2,14,0,0,94.4
T Brady,NE,19,39,48.7,185,4.7,1,0,7,17.9,39,1,7,0,0,71.0
J Locker,TEN,17,30,56.7,148,4.9,2,0,6,20.0,31,4,19,0,0,92.1
R Wilson,SEA,8,19,42.1,142,7.5,1,1,5,26.3,51,4,24,0,0,63.9
C Kaepernick,SF,13,28,46.4,127,4.5,0,3,6,21.4,19,3,20,1,1,20.1
T Pryor,OAK,15,24,62.5,126,5.3,0,0,6,25.0,17,3,12,2,0,76.0
J Freeman,MIN,9,22,40.9,125,5.7,1,1,6,27.3,34,1,12,1,1,56.1
P Peterson,ARZ,1,1,100.0,17,17.0,0,0,1,100.0,17,0,0,0,0,118.8
J Campbell,CIN,1,4,25.0,6,1.5,0,0,0,0.0,6,0,0,0,0,39.6
N Foles,PHI,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
