Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
C Palmer,ARZ,30,42,71.4,419,10.0,2,0,16,38.1,91,3,17,0,0,119.0
B Roethlisberger,PIT,29,45,64.4,367,8.2,4,0,18,40.0,47,1,9,0,0,119.4
M Stafford,DET,19,46,41.3,362,7.9,2,1,14,30.4,79,2,18,0,0,74.7
S Tolzien,GB,24,34,70.6,339,10.0,0,3,13,38.2,52,0,0,0,0,65.7
P Manning,DEN,24,40,60.0,323,8.1,1,0,15,37.5,70,0,0,0,0,94.1
D Brees,NO,30,43,69.8,305,7.1,1,1,15,34.9,44,1,10,1,0,87.8
P Rivers,SD,22,34,64.7,298,8.8,1,1,14,41.2,35,3,17,0,0,90.1
N Foles,PHI,17,26,65.4,298,11.5,0,0,11,42.3,49,3,22,0,0,104.3
T Brady,NE,29,40,72.5,296,7.4,1,1,17,42.5,37,2,13,0,0,91.3
E Manning,NYG,25,35,71.4,279,8.0,1,1,9,25.7,35,4,23,0,0,92.4
R Tannehill,MIA,22,35,62.9,268,7.7,1,1,15,42.9,39,4,29,0,0,84.0
R Griffin III,WSH,17,35,48.6,264,7.5,2,1,10,28.6,62,4,28,1,1,81.1
C Henne,JAX,27,42,64.3,255,6.1,1,2,9,21.4,62,2,13,0,0,69.0
M Ryan,ATL,19,36,52.8,254,7.1,2,2,8,22.2,80,3,20,0,0,70.8
J Campbell,CIN,27,56,48.2,248,4.4,1,3,10,17.9,74,4,20,1,0,44.3
E Manuel,BUF,20,28,71.4,245,8.8,2,0,9,32.1,43,1,0,0,0,121.9
A Luck,IND,23,36,63.9,232,6.4,0,0,12,33.3,39,1,3,0,0,82.2
M Glennon,TB,20,23,87.0,231,10.0,2,0,11,47.8,53,2,7,0,0,137.5
A Smith,KC,21,45,46.7,230,5.1,2,0,14,31.1,26,3,30,0,0,77.1
R Wilson,SEA,13,18,72.2,230,12.8,2,0,9,50.0,44,1,6,0,0,151.4
R Fitzpatrick,HOU,22,28,78.6,222,7.9,1,0,10,35.7,42,2,4,0,0,111.6
J McCown,TB,19,31,61.3,216,7.0,1,0,10,32.3,43,2,1,0,0,92.9
C Newton,CAR,19,28,67.9,209,7.5,3,0,11,39.3,42,3,12,0,0,125.4
M McGloin,OAK,18,32,56.3,197,6.2,3,0,8,25.0,36,2,21,0,0,105.9
C Keenum,HOU,13,24,54.2,170,7.1,1,1,4,16.7,42,2,21,1,0,73.3
J Flacco,BAL,17,31,54.8,162,5.2,1,2,10,32.3,17,3,19,1,0,53.4
M Schaub,OAK,12,25,48.0,155,6.2,0,0,6,24.0,23,0,0,0,0,67.9
C Ponder,MIN,13,22,59.1,129,5.9,1,2,6,27.3,38,2,3,1,1,53.0
C Kaepernick,SF,17,31,54.8,127,4.1,2,1,8,25.8,17,3,12,0,0,72.9
G Smith,NYJ,8,23,34.8,103,4.5,0,3,3,13.0,38,4,30,1,1,10.1
A Dalton,CIN,13,27,48.1,93,3.4,3,2,4,14.8,25,0,0,0,0,62.7
M Cassel,MIN,5,13,38.5,78,6.0,1,1,4,30.8,30,0,0,0,0,52.7
M Simms,NYJ,4,6,66.7,60,10.0,1,0,3,50.0,25,0,0,0,0,138.9
D Davis,ATL,5,7,71.4,34,4.9,0,0,2,28.6,14,0,0,0,0,81.8
M Sanu,CIN,1,1,100.0,25,25.0,0,0,1,100.0,25,0,0,0,0,118.8
T Jackson,SEA,1,3,33.3,6,2.0,0,0,0,0.0,6,0,0,0,0,42.4
M Koenen,TB,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
B Rainey,TB,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
