Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
T Romo,DAL,25,36,69.4,506,14.1,5,1,20,55.6,82,4,36,0,0,140.0
P Manning,DEN,33,42,78.6,414,9.9,4,1,20,47.6,57,0,0,0,0,129.6
P Rivers,SD,35,48,72.9,411,8.6,2,3,21,43.8,51,2,20,0,0,86.4
J Cutler,CHI,24,33,72.7,358,10.8,2,0,16,48.5,58,3,18,1,1,128.1
E Manning,NYG,24,52,46.2,334,6.4,2,3,17,32.7,49,1,4,0,0,56.1
M Ryan,ATL,36,45,80.0,319,7.1,2,0,20,44.4,46,2,12,1,1,111.0
C Newton,CAR,21,39,53.8,308,7.9,0,3,15,38.5,32,7,50,1,1,47.8
R Tannehill,MIA,21,40,52.5,307,7.7,1,0,9,22.5,49,6,35,0,0,86.1
D Brees,NO,29,35,82.9,288,8.2,2,0,11,31.4,38,1,5,0,0,120.0
A Rodgers,GB,20,30,66.7,274,9.1,1,0,11,36.7,83,1,5,0,0,106.8
J Flacco,BAL,19,32,59.4,269,8.4,0,1,12,37.5,43,2,18,0,0,73.6
M Stafford,DET,25,40,62.5,262,6.6,1,0,12,30.0,25,5,40,1,0,89.8
R Fitzpatrick,HOU,21,41,51.2,247,6.0,1,2,12,29.3,49,3,13,1,0,57.7
A Smith,KC,20,39,51.3,245,6.3,0,1,10,25.6,44,2,12,0,0,60.3
A Luck,IND,16,29,55.2,229,7.9,2,0,12,41.4,73,2,21,1,1,104.0
S Bradford,STL,19,34,55.9,222,6.5,3,0,12,35.3,31,2,14,1,0,105.3
T Pryor,OAK,18,23,78.3,221,9.6,2,0,11,47.8,44,4,26,1,0,135.7
A Dalton,CIN,20,27,74.1,212,7.9,0,1,13,48.1,28,4,33,0,0,81.1
R Wilson,SEA,15,31,48.4,210,6.8,2,1,10,32.3,28,2,5,1,1,78.7
G Smith,NYJ,16,20,80.0,199,10.0,3,0,10,50.0,47,4,29,0,0,147.7
T Brady,NE,18,38,47.4,197,5.2,0,1,9,23.7,53,4,31,1,0,52.2
B Weeden,DAL,13,24,54.2,197,8.2,1,0,9,37.5,47,5,23,1,0,95.3
N Foles,PHI,16,25,64.0,197,7.9,2,0,9,36.0,28,1,3,0,0,114.9
B Gabbert,SF,9,19,47.4,181,9.5,1,2,6,31.6,67,2,3,2,0,59.2
C Palmer,ARZ,19,28,67.9,175,6.3,1,3,9,32.1,22,2,15,0,0,57.0
M Schaub,OAK,19,35,54.3,173,4.9,0,3,8,22.9,19,1,6,0,0,32.2
E Manuel,BUF,11,20,55.0,129,6.5,0,0,7,35.0,24,2,10,0,0,74.8
C Kaepernick,SF,6,15,40.0,113,7.5,1,0,5,33.3,64,1,6,0,0,89.0
M Vick,NYJ,6,14,42.9,105,7.5,0,0,3,21.4,56,0,0,0,0,69.0
C Henne,JAX,7,13,53.8,89,6.8,1,0,5,38.5,39,0,0,0,0,101.1
J Tuel,BUF,8,20,40.0,80,4.0,0,1,3,15.0,13,2,11,0,0,31.3
B Hoyer,CLE,2,4,50.0,25,6.3,0,0,2,50.0,13,0,0,0,0,69.8
T Yates,HOU,3,5,60.0,15,3.0,0,0,1,20.0,5,0,0,0,0,64.6
S Schillinger,TEN,1,1,100.0,-8,-8.0,0,0,0,0.0,-8,0,0,0,0,79.2
