Player,Team,Comp,Att,Pct,Yds,YPA,TD,Int,1st,Pct,Lng,Sck,SckY,Fum,FumL,QBR
P Manning,DEN,32,51,62.7,400,7.8,4,0,20,39.2,36,1,3,0,0,113.2
A Dalton,CIN,27,38,71.1,366,9.6,4,0,20,52.6,41,2,18,0,0,136.5
M Ryan,ATL,37,48,77.1,348,7.3,2,2,20,41.7,59,1,7,0,0,93.1
D Brees,NO,30,44,68.2,281,6.4,1,2,12,27.3,46,6,42,0,0,74.1
J Flacco,BAL,22,38,57.9,260,6.8,0,2,13,34.2,42,4,25,0,0,56.9
E Manning,NYG,23,42,54.8,256,6.1,1,1,13,31.0,26,2,18,0,0,71.1
A Luck,IND,26,37,70.3,241,6.5,1,0,10,27.0,33,1,9,0,0,96.8
C Henne,JAX,24,34,70.6,237,7.0,2,1,11,32.4,30,2,11,0,0,97.3
M Flynn,GB,21,39,53.8,232,5.9,1,1,12,30.8,31,3,13,0,0,69.6
N Foles,PHI,21,25,84.0,230,9.2,2,0,12,48.0,32,2,5,0,0,131.7
T Romo,DAL,17,27,63.0,226,8.4,2,1,11,40.7,51,2,12,0,0,98.7
J Cutler,CHI,20,35,57.1,222,6.3,1,1,13,37.1,30,5,46,1,0,73.8
M Stafford,DET,25,42,59.5,222,5.3,0,2,13,31.0,17,2,15,0,0,53.9
G Smith,NYJ,20,36,55.6,214,5.9,2,0,13,36.1,22,0,0,0,0,91.7
M McGloin,OAK,20,36,55.6,206,5.7,0,1,10,27.8,37,1,0,1,0,60.6
P Rivers,SD,19,29,65.5,201,6.9,1,1,11,37.9,24,1,5,0,0,82.7
C Kaepernick,SF,13,21,61.9,197,9.4,1,0,8,38.1,47,3,17,0,0,108.6
K Cousins,WSH,21,36,58.3,197,5.5,1,1,10,27.8,28,0,0,0,0,71.2
T Lewis,BUF,15,25,60.0,193,7.7,0,1,8,32.0,57,1,6,0,0,67.6
R Fitzpatrick,HOU,17,26,65.4,181,7.0,1,1,10,38.5,30,3,17,0,0,82.4
C Newton,CAR,13,22,59.1,181,8.2,1,1,7,31.8,44,4,40,0,0,81.8
C Palmer,ARZ,13,25,52.0,178,7.1,1,4,6,24.0,63,2,10,0,0,48.8
J Campbell,CIN,18,40,45.0,178,4.5,0,2,11,27.5,24,3,10,0,0,37.3
M Schaub,OAK,18,37,48.6,176,4.8,1,2,8,21.6,40,3,23,1,0,48.9
T Brady,NE,14,26,53.8,172,6.6,1,0,10,38.5,34,2,14,0,0,87.3
B Roethlisberger,PIT,16,28,57.1,167,6.0,2,1,9,32.1,36,1,5,0,0,83.5
K Clemens,SD,16,20,80.0,158,7.9,0,0,8,40.0,28,1,10,0,0,99.6
M Glennon,TB,16,26,61.5,158,6.1,0,0,7,26.9,30,7,47,1,1,78.7
A Smith,KC,16,28,57.1,153,5.5,0,1,8,28.6,19,5,21,2,2,57.6
M Cassel,MIN,13,27,48.1,114,4.2,1,3,4,14.8,36,4,20,1,1,32.6
R Wilson,SEA,11,27,40.7,108,4.0,1,1,6,22.2,28,4,19,0,0,49.6
R Tannehill,MIA,10,27,37.0,82,3.0,0,0,3,11.1,13,7,46,0,0,45.6
M Moore,MIA,2,6,33.3,53,8.8,0,2,1,16.7,50,0,0,1,0,27.1
M McBriar,PIT,1,1,100.0,30,30.0,0,0,1,100.0,30,0,0,0,0,118.8
J McCown,TB,2,4,50.0,20,5.0,0,0,2,50.0,12,0,0,0,0,64.6
T Taylor,BAL,1,4,25.0,2,0.5,0,1,0,0.0,2,0,0,0,0,0.0
L McCown,NO,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
J Bush,NYJ,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,39.6
