Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Hanson,DET,10,3,3,100.0,43,0,1,1,100.0,0
J Kasay,NO,14,2,2,100.0,47,0,8,8,100.0,0
R Longwell,MIN,9,2,2,100.0,52,0,3,3,100.0,0
O Mare,CAR,15,4,4,100.0,45,0,3,3,100.0,0
N Rackers,HOU,0,2,2,100.0,32,0,5,5,100.0,0
M Bryant,ATL,0,3,3,100.0,47,0,2,2,100.0,0
J Scobee,JAX,12,4,4,100.0,54,0,0,0,-,0
S Suisham,PIT,0,3,3,100.0,42,0,3,3,100.0,0
N Folk,NYJ,9,2,2,100.0,35,0,3,3,100.0,0
M Crosby,GB,0,4,4,100.0,58,0,3,3,100.0,0
C Barth,TB,4,1,1,100.0,33,0,1,1,100.0,0
D Carpenter,MIA,9,3,3,100.0,43,0,0,0,-,0
S Hauschka,SEA,0,1,1,100.0,20,0,0,0,-,0
G Gano,WSH,0,2,2,100.0,49,0,2,2,100.0,0
D Bailey,DAL,10,2,2,100.0,51,0,4,4,100.0,0
P Dawson,CLE,6,2,4,50.0,53,2,0,0,-,0
R Gould,CHI,0,1,2,50.0,25,0,3,3,100.0,0
M Prater,DEN,0,1,3,33.3,52,0,1,1,100.0,0
B Cundiff,BAL,0,0,1,0.0,0,0,1,1,100.0,0
