Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Hanson,DET,8,1,1,100.0,50,0,5,5,100.0,0
J Kasay,NO,9,1,1,100.0,29,0,6,6,100.0,0
O Mare,CAR,12,2,2,100.0,21,0,6,6,100.0,0
N Rackers,HOU,0,3,3,100.0,44,0,1,1,100.0,0
J Feely,ARZ,0,1,1,100.0,29,0,1,1,100.0,0
S Graham,BAL,8,2,2,100.0,48,0,2,2,100.0,0
M Bryant,ATL,0,3,3,100.0,51,0,1,1,100.0,0
L Tynes,NYG,0,2,2,100.0,36,0,3,3,100.0,0
J Scobee,JAX,0,1,1,100.0,39,0,2,2,100.0,0
S Suisham,PIT,9,2,2,100.0,49,0,3,3,100.0,0
R Bironas,TEN,11,3,3,100.0,51,0,2,2,100.0,0
N Novak,SD,0,1,1,100.0,22,0,1,1,100.0,0
C Barth,TB,0,1,1,100.0,42,0,1,1,100.0,0
D Carpenter,MIA,0,1,1,100.0,47,0,3,3,100.0,0
S Hauschka,SEA,5,1,1,100.0,19,0,2,2,100.0,0
G Gano,WSH,14,4,4,100.0,53,0,2,2,100.0,0
A Henery,PHI,0,2,2,100.0,51,0,2,2,100.0,0
A Vinatieri,IND,13,4,5,80.0,47,0,1,1,100.0,0
D Akers,SF,0,4,5,80.0,53,0,1,1,100.0,0
S Janikowski,OAK,0,3,4,75.0,36,0,1,1,100.0,0
R Longwell,MIN,0,2,3,66.7,36,0,3,4,75.0,0
R Gould,CHI,0,2,3,66.7,35,0,1,1,100.0,0
D Rayner,BUF,16,4,6,66.7,29,0,4,4,100.0,0
S Gostkowski,NE,9,2,3,66.7,45,0,3,3,100.0,0
M Nugent,CIN,11,3,5,60.0,41,0,2,2,100.0,0
R Succop,KC,7,2,4,50.0,23,2,1,1,100.0,0
J Brown,STL,0,0,2,0.0,0,0,0,0,-,0
N Folk,NYJ,2,0,1,0.0,0,0,2,2,100.0,0
