Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Hanson,DET,0,2,2,100.0,51,0,4,4,100.0,0
R Longwell,MIN,0,1,1,100.0,33,0,2,2,100.0,0
P Dawson,CLE,7,2,2,100.0,51,0,1,1,100.0,0
N Rackers,HOU,5,1,1,100.0,25,0,2,2,100.0,0
S Janikowski,OAK,7,2,2,100.0,28,0,1,1,100.0,0
R Lindell,BUF,0,2,2,100.0,43,0,2,2,100.0,0
J Feely,ARZ,9,2,2,100.0,27,0,3,3,100.0,0
B Cundiff,BAL,10,2,2,100.0,38,0,4,4,100.0,0
M Bryant,ATL,0,3,3,100.0,50,0,3,3,100.0,0
J Brown,STL,4,1,1,100.0,32,0,1,1,100.0,0
L Tynes,NYG,0,1,1,100.0,30,0,4,4,100.0,0
J Scobee,JAX,4,1,1,100.0,31,0,1,1,100.0,0
R Gould,CHI,10,2,2,100.0,24,0,4,4,100.0,0
R Bironas,TEN,0,1,1,100.0,39,0,4,4,100.0,0
M Nugent,CIN,11,3,3,100.0,43,0,2,2,100.0,0
N Novak,SD,14,4,4,100.0,48,0,2,2,100.0,0
S Gostkowski,NE,0,1,1,100.0,44,0,4,4,100.0,0
N Folk,NYJ,0,1,1,100.0,40,0,2,2,100.0,0
M Prater,DEN,0,1,1,100.0,27,0,2,2,100.0,0
D Carpenter,MIA,0,3,3,100.0,51,0,1,1,100.0,0
R Succop,KC,16,5,5,100.0,54,0,1,1,100.0,0
G Gano,WSH,0,1,1,100.0,38,0,2,2,100.0,0
D Bailey,DAL,12,3,3,100.0,41,0,3,3,100.0,0
J Kasay,NO,0,3,5,60.0,39,0,2,2,100.0,0
O Mare,CAR,0,3,5,60.0,39,1,2,2,100.0,0
A Henery,PHI,11,3,5,60.0,33,0,2,2,100.0,0
A Vinatieri,IND,0,1,2,50.0,45,0,2,2,100.0,0
S Suisham,PIT,0,1,2,50.0,26,1,1,1,100.0,0
C Barth,TB,6,1,2,50.0,46,0,3,3,100.0,0
D Akers,SF,0,1,3,33.3,37,1,3,3,100.0,0
S Hauschka,SEA,4,0,1,0.0,0,0,4,4,100.0,0
