Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
O Mare,CAR,0,2,2,100.0,31,0,3,3,100.0,0
B Cundiff,BAL,7,1,1,100.0,22,0,4,4,100.0,0
M Bryant,ATL,11,3,3,100.0,33,0,2,2,100.0,0
L Tynes,NYG,4,1,1,100.0,48,0,1,1,100.0,0
J Scobee,JAX,0,1,1,100.0,42,0,1,1,100.0,0
R Gould,CHI,7,1,1,100.0,42,0,4,4,100.0,0
R Bironas,TEN,0,1,1,100.0,46,0,2,2,100.0,0
D Rayner,BUF,0,2,2,100.0,56,0,0,0,-,0
M Nugent,CIN,0,1,1,100.0,27,0,3,3,100.0,0
S Gostkowski,NE,10,2,2,100.0,21,0,4,4,100.0,0
M Prater,DEN,5,1,1,100.0,37,0,2,2,100.0,0
C Barth,TB,0,2,2,100.0,32,0,2,2,100.0,0
S Hauschka,SEA,0,1,1,100.0,19,0,3,3,100.0,0
R Succop,KC,0,1,1,100.0,26,0,0,0,-,0
D Bailey,DAL,0,2,2,100.0,39,0,3,3,100.0,0
A Henery,PHI,0,1,1,100.0,33,0,2,2,100.0,0
S Janikowski,OAK,0,2,3,66.7,29,1,3,3,100.0,0
N Novak,SD,0,2,3,66.7,48,0,2,2,100.0,0
D Akers,SF,11,3,6,50.0,43,2,2,2,100.0,0
N Folk,NYJ,0,2,4,50.0,45,0,1,1,100.0,0
G Gano,WSH,6,1,3,33.3,40,0,3,3,100.0,0
P Dawson,CLE,2,0,1,0.0,0,0,2,2,100.0,0
M Crosby,GB,5,0,1,0.0,0,0,5,5,100.0,0
