Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
A Vinatieri,IND,9,2,2,100.0,47,0,3,3,100.0,0
R Longwell,MIN,8,2,2,100.0,49,0,2,2,100.0,0
D Akers,SF,8,2,2,100.0,38,0,2,2,100.0,0
P Dawson,CLE,0,1,1,100.0,44,0,2,2,100.0,0
J Feely,ARZ,8,2,2,100.0,33,0,2,2,100.0,0
M Bryant,ATL,11,2,2,100.0,33,0,5,5,100.0,0
R Bironas,TEN,0,2,2,100.0,53,0,1,1,100.0,0
M Nugent,CIN,0,2,2,100.0,41,0,2,2,100.0,0
S Gostkowski,NE,0,2,2,100.0,34,0,5,5,100.0,0
N Folk,NYJ,0,2,2,100.0,39,0,1,1,100.0,0
M Prater,DEN,5,1,1,100.0,26,0,2,2,100.0,0
D Carpenter,MIA,0,3,3,100.0,26,0,3,3,100.0,0
S Hauschka,SEA,0,1,1,100.0,33,0,5,5,100.0,0
R Succop,KC,13,4,4,100.0,46,0,1,1,100.0,0
G Gano,WSH,0,3,3,100.0,43,0,2,2,100.0,0
D Bailey,DAL,0,1,1,100.0,30,0,4,4,100.0,0
A Henery,PHI,9,1,1,100.0,28,0,6,6,100.0,0
N Rackers,HOU,7,2,3,66.7,34,0,1,1,100.0,0
S Janikowski,OAK,9,2,3,66.7,51,1,3,3,100.0,0
J Brown,STL,7,2,3,66.7,43,0,1,1,100.0,0
N Novak,SD,10,2,3,66.7,45,0,4,4,100.0,0
L Tynes,NYG,4,1,2,50.0,40,0,1,1,100.0,0
S Suisham,PIT,0,1,2,50.0,51,0,0,0,-,0
D Rayner,BUF,5,1,2,50.0,34,0,2,2,100.0,0
J Kasay,NO,0,0,1,0.0,0,0,6,6,100.0,0
B Cundiff,BAL,0,0,1,0.0,0,0,2,2,100.0,0
M Crosby,GB,0,0,1,0.0,0,0,2,2,100.0,0
