Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
A Vinatieri,IND,7,2,2,100.0,43,0,1,1,100.0,0
D Akers,SF,0,2,2,100.0,52,0,0,0,-,0
N Rackers,HOU,0,2,2,100.0,53,0,2,2,100.0,0
S Janikowski,OAK,19,6,6,100.0,47,0,1,1,100.0,0
J Feely,ARZ,0,3,3,100.0,37,0,2,2,100.0,0
B Cundiff,BAL,10,3,3,100.0,39,0,1,1,100.0,0
M Bryant,ATL,6,1,1,100.0,37,0,3,3,100.0,0
R Gould,CHI,0,2,2,100.0,53,0,2,2,100.0,0
S Suisham,PIT,0,2,2,100.0,49,0,1,1,100.0,0
D Rayner,BUF,0,1,1,100.0,53,0,3,3,100.0,0
M Nugent,CIN,11,3,3,100.0,40,0,2,2,100.0,0
M Prater,DEN,0,3,3,100.0,41,0,1,1,100.0,0
M Crosby,GB,0,2,2,100.0,35,0,3,3,100.0,0
C Barth,TB,0,1,1,100.0,43,0,2,2,100.0,0
R Succop,KC,9,3,3,100.0,49,0,0,0,-,0
D Bailey,DAL,8,2,2,100.0,32,0,2,2,100.0,0
A Henery,PHI,8,2,2,100.0,43,0,2,2,100.0,0
S Graham,BAL,0,4,5,80.0,28,0,1,1,100.0,0
R Bironas,TEN,11,3,4,75.0,52,0,2,2,100.0,0
O Mare,CAR,0,2,3,66.7,41,1,3,3,100.0,0
P Dawson,CLE,0,2,3,66.7,54,0,2,2,100.0,0
J Brown,STL,8,2,3,66.7,48,0,2,2,100.0,0
J Scobee,JAX,7,2,3,66.7,35,0,1,1,100.0,0
L Tynes,NYG,0,1,2,50.0,42,0,3,3,100.0,0
N Novak,SD,7,2,4,50.0,53,0,1,1,100.0,0
S Gostkowski,NE,0,1,2,50.0,45,0,5,5,100.0,0
S Hauschka,SEA,5,1,2,50.0,36,0,2,2,100.0,0
G Gano,WSH,0,1,2,50.0,25,1,2,3,66.7,1
J Hanson,DET,1,0,1,0.0,0,0,1,1,100.0,0
