Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Kasay,NO,0,2,2,100.0,33,0,2,2,100.0,0
O Mare,CAR,0,1,1,100.0,42,0,2,2,100.0,0
D Akers,SF,0,3,3,100.0,55,0,2,2,100.0,0
P Dawson,CLE,0,1,1,100.0,47,0,2,2,100.0,0
S Janikowski,OAK,6,1,1,100.0,48,0,3,3,100.0,0
R Lindell,BUF,0,1,1,100.0,49,0,3,3,100.0,0
B Cundiff,BAL,17,5,5,100.0,48,0,2,2,100.0,0
M Bryant,ATL,7,1,1,100.0,24,0,4,4,100.0,0
J Scobee,JAX,0,2,2,100.0,46,0,1,1,100.0,0
R Gould,CHI,13,3,3,100.0,51,0,4,4,100.0,0
S Gostkowski,NE,8,2,2,100.0,31,0,2,2,100.0,0
N Folk,NYJ,6,1,1,100.0,28,0,3,3,100.0,0
M Crosby,GB,6,1,1,100.0,32,0,3,3,100.0,0
D Carpenter,MIA,0,2,2,100.0,23,0,0,0,-,0
G Gano,WSH,7,2,2,100.0,50,0,1,1,100.0,0
D Bailey,DAL,0,3,3,100.0,48,0,1,1,100.0,0
A Henery,PHI,0,2,2,100.0,28,0,2,2,100.0,0
C Barth,TB,14,4,5,80.0,48,0,2,2,100.0,0
J Hanson,DET,7,2,3,66.7,25,0,1,1,100.0,0
L Tynes,NYG,9,2,3,66.7,26,1,3,3,100.0,0
M Nugent,CIN,9,2,3,66.7,43,0,3,3,100.0,0
A Vinatieri,IND,0,1,2,50.0,46,1,2,2,100.0,0
R Longwell,MIN,0,1,2,50.0,37,0,1,1,100.0,0
J Brown,STL,0,1,2,50.0,36,0,0,0,-,0
S Suisham,PIT,5,1,2,50.0,21,0,2,2,100.0,0
