Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
J Kasay,NO,7,1,1,100.0,39,0,4,4,100.0,0
A Vinatieri,IND,0,1,1,100.0,31,0,3,3,100.0,0
R Longwell,MIN,12,3,3,100.0,40,0,3,3,100.0,0
O Mare,CAR,0,1,1,100.0,43,0,5,5,100.0,0
D Akers,SF,14,4,4,100.0,36,0,2,2,100.0,0
P Dawson,CLE,4,1,1,100.0,21,0,1,1,100.0,0
J Feely,ARZ,7,2,2,100.0,48,0,1,1,100.0,0
M Bryant,ATL,0,1,1,100.0,19,0,1,1,100.0,0
L Tynes,NYG,9,2,2,100.0,50,0,3,3,100.0,0
R Bironas,TEN,0,3,3,100.0,48,0,2,2,100.0,0
D Rayner,BUF,5,1,1,100.0,27,0,2,2,100.0,0
N Novak,SD,0,1,1,100.0,29,0,5,5,100.0,0
S Gostkowski,NE,7,1,1,100.0,39,0,4,4,100.0,0
M Prater,DEN,0,2,2,100.0,46,0,3,3,100.0,0
C Barth,TB,13,4,4,100.0,50,0,1,1,100.0,0
D Carpenter,MIA,10,2,2,100.0,48,0,4,4,100.0,0
S Hauschka,SEA,7,1,1,100.0,49,0,4,4,100.0,0
R Succop,KC,0,1,1,100.0,21,0,1,1,100.0,0
G Gano,WSH,13,4,4,100.0,46,0,1,1,100.0,0
N Folk,NYJ,0,2,3,66.7,51,0,4,4,100.0,0
N Rackers,HOU,5,1,2,50.0,43,0,2,2,100.0,0
R Gould,CHI,3,1,2,50.0,32,0,0,0,-,0
M Crosby,GB,0,1,2,50.0,31,0,5,5,100.0,0
D Bailey,DAL,0,2,4,50.0,50,0,1,1,100.0,0
J Hanson,DET,0,1,3,33.3,31,1,2,2,100.0,0
B Cundiff,BAL,0,1,3,33.3,21,0,3,3,100.0,0
S Suisham,PIT,5,0,1,0.0,0,0,5,5,100.0,0
M Nugent,CIN,0,0,1,0.0,0,1,1,1,100.0,0
