Player,Team,Pts,FGM,FGA,Pct,Lng,Blk,XPM,XPA,Pct,Blk
D Akers,SF,9,1,1,100.0,19,0,6,6,100.0,0
P Dawson,CLE,0,2,2,100.0,41,0,3,3,100.0,0
R Lindell,BUF,0,1,1,100.0,31,0,0,0,-,0
S Graham,HOU,0,3,3,100.0,42,0,2,2,100.0,0
M Bryant,ATL,0,1,1,100.0,53,0,3,3,100.0,0
L Tynes,NYG,11,2,2,100.0,40,0,5,5,100.0,0
J Scobee,JAX,3,1,1,100.0,31,0,0,0,-,0
R Gould,CHI,0,2,2,100.0,32,0,5,5,100.0,0
S Suisham,PIT,10,3,3,100.0,34,0,1,1,100.0,0
S Gostkowski,NE,7,1,1,100.0,23,0,4,4,100.0,0
N Folk,NYJ,5,1,1,100.0,21,0,2,2,100.0,0
J Medlock,CAR,4,1,1,100.0,32,0,1,1,100.0,0
G Hartley,NO,7,1,1,100.0,26,0,4,4,100.0,0
S Hauschka,SEA,0,3,3,100.0,44,0,1,1,100.0,0
R Succop,KC,6,2,2,100.0,31,0,0,0,-,0
G Zuerlein,STL,5,1,1,100.0,53,0,2,2,100.0,0
B Walsh,MIN,12,3,3,100.0,42,0,3,3,100.0,0
J Tucker,BAL,0,3,3,100.0,39,0,0,0,-,0
A Vinatieri,IND,10,3,4,75.0,50,0,1,1,100.0,0
M Nugent,CIN,7,2,3,66.7,42,0,1,1,100.0,0
J Feely,ARZ,0,1,2,50.0,35,0,0,0,-,0
B Cundiff,WSH,5,1,2,50.0,23,0,2,2,100.0,0
N Novak,SD,0,1,2,50.0,20,0,3,3,100.0,0
D Carpenter,MIA,0,1,2,50.0,46,0,2,2,100.0,0
M Crosby,GB,0,0,2,0.0,0,0,3,3,100.0,0
